edition_1,title_1,authors_1,imprint_place_1,imprint_year_1,imprint_publisher_1,edition_status_1,notes_1,edition_2,title_2,authors_2,imprint_place_2,imprint_year_2,imprint_publisher_2,edition_status_2,notes_2,osa,cos
nbk0019462,Stile de Gauret,"Gauret, Jacques (Primary)","","","",Pseudo,Edition not identified. All information after source data.,nbk0016422,Stile de Gauret,"Gauret, Jacques (Primary)","","","",Pseudo,Edition not identified. All information after source data.,1,1
nbk0016550,Racine,"Racine, Jean (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016423,Racine,"Racine, Jean (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016758,Racine,"Racine, Jean (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016423,Racine,"Racine, Jean (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016854,Coutumier General,,"","","",Pseudo,Edition no identified. All information after source data.,nbk0016425,Coutumier General,,"","","",Pseudo,Superbook and edition no identified. All information after source data.,1,1
nbk0019484,Coutumier General,,"","","",Pseudo,Superbook and edition no identified. The number of volumes updated for purposes of calculation.,nbk0016425,Coutumier General,,"","","",Pseudo,Superbook and edition no identified. All information after source data.,1,1
nbk0016559,Theophraste,,"","","",Pseudo,Superbook not identified. All information after source data.,nbk0016426,Theophraste,,"","","",Pseudo,Superbook not identified.,1,1
nbk0016611,Chauffepied,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016427,Chauffepied,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016430,Comptes faits,"Barrême, François Bertrand de (Primary)","","","",Pseudo,Edition not identified. The author updated after Worldcat.,nbk0016429,Comptes faits,"Barrême, François Bertrand de (Primary)","","","",Pseudo,Edition not identified. The author updated after Worldcat.,1,1
nbk0018162,Jerusalem delivrée,"Tasso, Torquato (Primary)","","","",Pseudo,Edition not identified. The number of volumes updated for purposes of calculation.,nbk0016433,Jerusalem delivrée,"Tasso, Torquato (Primary)","","","",Pseudo,Edition not identified. All information after source data.,1,1
nbk0018059,Regnier [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016435,Regnier [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0017763,"Mille et un jour, contes persans, etc","Pétis de La Croix, François  (Translator)","","","",Pseudo,Edition not identified. All information after source data.,nbk0016436,"Mille et un jour, contes persans, etc","Pétis de La Croix, François  (Translator)","","","",Pseudo,Edition not identified. All information after source data.,1,1
nbk0017591,Traité des fiefs [de Claude Pocquet de Livonnière],"Livonnière, Claude Pocquet de (Primary)","","","",Pseudo,Edition not identified. Several published.,nbk0016437,Traité des fiefs [de Claude Pocquet de Livonnière],"Livonnière, Claude Pocquet de (Primary)","","","",Pseudo,Edition not identified. Several published.,1,1
nbk0017096,Esprit de la Tactique,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016438,Esprit de la Tactique,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016441,Rousseau [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016440,Rousseau [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016566,Rousseau [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016440,Rousseau [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016566,Rousseau [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016441,Rousseau [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0018103,Traité de la communauté entre mari et femme,"Le Brun, Denis (Primary)",Paris,"","",Pseudo,"Edition not identified. The title, place and format, updated after Worldcat [OCLC 819180348].
Several editions: [Paris: Durand, 1754], [Paris: Mouchet, 1754]  and [Paris: David, 1755].",nbk0016442,Traité de la communauté entre mari et femme,"Le Brun, Denis (Primary)",Paris,"","",Pseudo,"Edition not identified. The title, place and format, updated after Worldcat [OCLC 819180348].
Several editions: [Paris: Durand, 1754], [Paris: Mouchet, 1754]  and [Paris: David, 1755].",1,1
nbk0018395,Cent (les) nouvelles nouvelles,"Gomez, Madame de (Primary)",n.pl.,"","",Pseudo,Edition not identified. All information after source data.,nbk0016451,Cent (les) nouvelles nouvelles,,n.pl.,"","",Pseudo,Edition not identified. All information after source data.,1,1
nbk0018264,Histoire de France du President Henault,"Hénault, Charles Jean François (Primary)",n.pl.,"","",Pseudo,"",nbk0016452,Histoire de France du President Henault,"Hénault, Charles Jean François (Primary)","","","",Pseudo,Edition not identified. All information after source data.,1,1
nbk0018074,"Histoire du Traite de Westphalie ou Des negociations qui se firent a Munster et a Osnabrug, pour etablir la Paix entre toutes les Puissances de l'Europe","Bougeant, Guillaume-Hyacinthe (Primary)","","","",Pseudo,Edition not located. The title and author updated after Worldcat [OCLC 930873788].,nbk0016454,"Histoire du Traite de Westphalie ou Des negociations qui se firent a Munster et a Osnabrug, pour etablir la Paix entre toutes les Puissances de l'Europe","Bougeant, Guillaume-Hyacinthe (Primary)","","","",Pseudo,Edition not located. The title and author updated after Worldcat [OCLC 930873788].,1,1
nbk0016460,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016459,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016523,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016459,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0019534,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data. Number of volumes updated for purposes of calculation.,nbk0016459,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016523,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016460,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0019534,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data. Number of volumes updated for purposes of calculation.,nbk0016460,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0017651,"Nouvelle Pratique (La) civile, criminelle et bénéficiale, ou Le nouveau praticien françois","Lange, François (Primary)","","","",Pseudo,The title updated after Worldcat [OCLC 491995112].,nbk0016461,"Nouvelle Pratique (La) civile, criminelle et bénéficiale, ou Le nouveau praticien françois","Lange, François (Primary)","","","",Pseudo,The title updated after Worldcat [OCLC 491995112].,1,1
nbk0018235,Jurisprudence civile,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016477,Jurisprudence civile,"Prezel, Honoré Lacombe [de] (Primary)","","","",Pseudo,Edition not located. The author updated after Worldcat [OCLC 820567081].,1,1
nbk0017941,Modes françoises,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016484,Modes françoises,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0018044,Voyage metallurgique,"Jars, Antoine-Gabriel (Primary)",n.pl.,"","",Pseudo,Edition not identified. The author was updated after Worldcat [OCLC  	822615726].,nbk0016488,Voyage metallurgique,"Jars, Antoine-Gabriel (Primary)",n.pl.,"","",Pseudo,Edition not identified. The author was updated after Worldcat [OCLC  	822615726].,1,1
nbk0017946,Histoire universelle,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016489,Histoire universelle,,"","","",Pseudo,Superbook and edition not identified. The number of volumes updated for purposes of calculations. All other information after source data.,1,1
nbk0017191,Vie de Mahomet,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016505,Vie de Mahomet,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016508,"Mémoires de M. de La Colonie, Maréchal de Camp des Armêes de l'Électeur de Bavière","La Colonie, Jean Martin (Primary)","","","",Pseudo,The title updated after Worldcat [OCLC 561334463].,nbk0016507,"Mémoires de M. de La Colonie, Maréchal de Camp des Armêes de l'Électeur de Bavière","La Colonie, Jean Martin (Primary)","","","",Pseudo,The title updated after Worldcat [OCLC 561334463].,1,1
nbk0017625,Conte (le) du tonneau,Jonathan Swift (Primary),"","","",Pseudo,The original title and the author updated after Worldcat [OCLC  	85875025].,nbk0016513,Conte (le) du tonneau,Jonathan Swift (Primary),"","","",Probable,"The title, author, and original title/language updated after Worldcat [OCLC 459164674].",1,1
nbk0017577,Histoire de Charles VII,,"","","",Pseudo,Superbook not identified. The number of volumes updated for purposes of calculations.,nbk0016514,Histoire de Charles VII,"Baudot de Juilly, Nicolas (Primary)","","","",Pseudo,The edition was not located. The title and author updated after Worldcat [OCLC 899957366]. Several editions located.,1,1
nbk0019534,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data. Number of volumes updated for purposes of calculation.,nbk0016523,Lettres Provinciales,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016664,Piron [unidentified work],"Piron, Alexis (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016529,Piron [unidentified work],"Piron, Alexis (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0017089,Commentaires de messire Blaise de Montluc,"Montluc, Blaise [de] (Primary)","","","",Pseudo,Edition not identified; several produced. The title updated after Worldcat [OCLC 460965632].,nbk0016547,Commentaires de messire Blaise de Montluc,"Montluc, Blaise [de] (Primary)","","","",Pseudo,Edition not identified; several produced. The title updated after Worldcat [OCLC 460965632].,1,1
nbk0016758,Racine,"Racine, Jean (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016550,Racine,"Racine, Jean (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0016578,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,nbk0016575,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. Authors updated after Worldcat.,1,1
nbk0016591,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,nbk0016575,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. Authors updated after Worldcat.,1,1
nbk0017925,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,nbk0016575,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. Authors updated after Worldcat.,1,1
nbk0016591,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,nbk0016578,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,1,1
nbk0017925,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,nbk0016578,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,1,1
nbk0017701,Science du calcul,,"","","",Pseudo,Superbook and edition not identified. Source data lacks edition details.,nbk0016590,Science du calcul,,"","","",Pseudo,Superbook and edition not identified. Source data lacks edition details.,1,1
nbk0017925,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,nbk0016591,Spectateur (le),"Addison, Joseph (Primary); Steele, Richard (Primary)","","","",Pseudo,Edition not identified. The authors updated after worldcat.,1,1
nbk0019508,President Hénault [unidentified work],"Hénault, Charles Jean François (Primary)","","","",Pseudo,Superbook and edition not identified. The number of volumes updated for purposes of calculation.,nbk0016600,President Hénault [unidentified work],"Hénault, Charles Jean François (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0017635,Science (la) parfaite des notaires ou le parfait notaire,"Ferrière, Claude Joseph d' (Primary)","","","",Pseudo,The title and author updated after Worldcat [OCLC 54132840]. Edition not located; several produced.,nbk0016601,Science (la) parfaite des notaires ou le parfait notaire,"Ferrière, Claude Joseph d' (Primary)","","","",Pseudo,The title and author updated after Worldcat [OCLC 54132840]. Edition not located; several produced.,1,1
nbk0017633,Imitation,,"","","",Pseudo,Superbook and edition not identified. All information after soruce data.,nbk0016612,Imitation,,"","","",Pseudo,Superbook and edition not identified. All information after soruce data.,1,1
nbk0018159,Imitation,,"","","",Pseudo,Superbook and edition not identified. All information after soruce data.,nbk0016612,Imitation,,"","","",Pseudo,Superbook and edition not identified. All information after soruce data.,1,1
nbk0016631,Montesquieu [unspecified work],"Montesquieu, Charles Louis de Secondat (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016617,Montesquieu [unspecified work],"Montesquieu, Charles Louis de Secondat (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0017204,Montesquieu [unspecified work],"Montesquieu, Charles Louis de Secondat (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016617,Montesquieu [unspecified work],"Montesquieu, Charles Louis de Secondat (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0017094,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles [de] (Primary)",Lyon,"",Pierre Duplain,Pseudo,"The title, author, place, and published updated after WOrldcat [OCLC  	551318576].",nbk0016619,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles de (Primary)",Lyon,"",Duplain,Pseudo,"The title, author, place, and publisher updated after Worldcat [OCLC 551318576]. Published by Duplain in 1754; 1764; 1766; 1767.",1,1
nbk0017171,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles [de] (Primary)",Lyon,"",Pierre Duplain,Pseudo,"The title, author, place, and published updated after WOrldcat [OCLC  	551318576].",nbk0016619,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles de (Primary)",Lyon,"",Duplain,Pseudo,"The title, author, place, and publisher updated after Worldcat [OCLC 551318576]. Published by Duplain in 1754; 1764; 1766; 1767.",1,1
nbk0017571,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles [de] (Primary)","","","",Pseudo,"The full title, author, place, publisher and number of volumes, updated after Worldcat [OCLC  	491378781].",nbk0016619,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles de (Primary)",Lyon,"",Duplain,Pseudo,"The title, author, place, and publisher updated after Worldcat [OCLC 551318576]. Published by Duplain in 1754; 1764; 1766; 1767.",1,1
nbk0016622,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788. Worldcat says 'Approbations (Paris, 1er fe?vrier 1662 ; 8 mars 1662). Privile?ge ge?ne?ral date? 16 janvier 1745 octroye? a? Guillaume Desprez fils (i.e. Guillaume-Nicolas Desprez)'. Edition not located, several published.",nbk0016621,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788. Worldcat says 'Approbations (Paris, 1er fe?vrier 1662 ; 8 mars 1662). Privile?ge ge?ne?ral date? 16 janvier 1745 octroye? a? Guillaume Desprez fils (i.e. Guillaume-Nicolas Desprez)'. Edition not located, several published.",1,1
nbk0017674,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788. Worldcat says 'Approbations (Paris, 1er fe?vrier 1662 ; 8 mars 1662). Privile?ge ge?ne?ral date? 16 janvier 1745 octroye? a? Guillaume Desprez fils (i.e. Guillaume-Nicolas Desprez)'. Edition not located, several published.",nbk0016621,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788. Worldcat says 'Approbations (Paris, 1er fe?vrier 1662 ; 8 mars 1662). Privile?ge ge?ne?ral date? 16 janvier 1745 octroye? a? Guillaume Desprez fils (i.e. Guillaume-Nicolas Desprez)'. Edition not located, several published.",1,1
nbk0018141,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788]. Edition not located, several published.",nbk0016621,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788. Worldcat says 'Approbations (Paris, 1er fe?vrier 1662 ; 8 mars 1662). Privile?ge ge?ne?ral date? 16 janvier 1745 octroye? a? Guillaume Desprez fils (i.e. Guillaume-Nicolas Desprez)'. Edition not located, several published.",1,1
nbk0017674,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788. Worldcat says 'Approbations (Paris, 1er fe?vrier 1662 ; 8 mars 1662). Privile?ge ge?ne?ral date? 16 janvier 1745 octroye? a? Guillaume Desprez fils (i.e. Guillaume-Nicolas Desprez)'. Edition not located, several published.",nbk0016622,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788. Worldcat says 'Approbations (Paris, 1er fe?vrier 1662 ; 8 mars 1662). Privile?ge ge?ne?ral date? 16 janvier 1745 octroye? a? Guillaume Desprez fils (i.e. Guillaume-Nicolas Desprez)'. Edition not located, several published.",1,1
nbk0018141,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788]. Edition not located, several published.",nbk0016622,Imitation de Jesus-Christ,Thomas à Kempis (Primary); Beuil (Translator),"","","",Pseudo,"The title updated after Worldcat [OCLC 464753788. Worldcat says 'Approbations (Paris, 1er fe?vrier 1662 ; 8 mars 1662). Privile?ge ge?ne?ral date? 16 janvier 1745 octroye? a? Guillaume Desprez fils (i.e. Guillaume-Nicolas Desprez)'. Edition not located, several published.",1,1
nbk0016627,Recueil des chansons,,n.pl.,"","",Pseudo,Superbook not identified. All information after source data.,nbk0016626,Recueil des chansons,,n.pl.,"","",Pseudo,Superbook not identified. All information after source data.,1,1
nbk0016628,Recueil des chansons,,n.pl.,"","",Pseudo,Superbook not identified. All information after source data.,nbk0016626,Recueil des chansons,,n.pl.,"","",Pseudo,Superbook not identified. All information after source data.,1,1
nbk0016628,Recueil des chansons,,n.pl.,"","",Pseudo,Superbook not identified. All information after source data.,nbk0016627,Recueil des chansons,,n.pl.,"","",Pseudo,Superbook not identified. All information after source data.,1,1
nbk0017532,Règles du droit français,"Livonnière, Claude Pocquet de (Primary)","","","",Pseudo,Edition not identified; several produced. The author updated after Worldcat [OCLC 49065297].,nbk0016629,Règles du droit français,"Livonnière, Claude Pocquet de (Primary)","","","",Pseudo,Edition not identified; several produced. The author updated after Worldcat [OCLC 49065297].,1,1
nbk0017204,Montesquieu [unspecified work],"Montesquieu, Charles Louis de Secondat (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016631,Montesquieu [unspecified work],"Montesquieu, Charles Louis de Secondat (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0018374,Oeuvres diverses du D. Young,"Young, Edward (Primary)","","","",Pseudo,Edition not located; several produced. The title updated after Worldcat [OCLC 742975241].,nbk0016639,Oeuvres diverses du D. Young,"Young, Edward (Primary)","","","",Pseudo,Edition not located; several produced. The title updated after Worldcat [OCLC 742975241].,1,1
nbk0017519,[Magasin des pauvres],"Le Prince de Beaumont, Marie (Primary)",n.pl.,"","",Pseudo,"",nbk0016645,[Magasin des pauvres],"Le Prince de Beaumont, Marie (Primary)",n.pl.,"","",Pseudo,Edition not identified. Worldcat suggests several produced. All information after source data.,1,1
nbk0018336,[Magasin des pauvres],"Le Prince de Beaumont, Marie (Primary)",n.pl.,"","",Pseudo,Edition not identified. Worldcat suggests several produced. All information after source data.,nbk0016645,[Magasin des pauvres],"Le Prince de Beaumont, Marie (Primary)",n.pl.,"","",Pseudo,Edition not identified. Worldcat suggests several produced. All information after source data.,1,1
nbk0016653,Plutarque,"Plutarchus, Lucius Mestrius (Primary)",Hollande,"","",Pseudo,Superbook and edition not identified. The number of volumes updated for purposes of calculations.,nbk0016652,Plutarque,"Plutarchus, Lucius Mestrius (Primary)",Hollande,"","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0017123,Dictionnaire antiphilosophique,"Chaudon, Louis Mayeul (Primary)","","","",Pseudo,The author and number of volumes updated after Worldcat [OCLC : 	13916046].,nbk0016676,Dictionnaire antiphilosophique,"Chaudon, Louis Mayeul (Primary)",Avignon,"",veuve Girard; François Seguin; Antoine Aubanel,Probable,"The author, place, publisher, updated after Worldcat [OCLC 714000234]. Worldcat records suggest several dates [1767 and 1769]",1,1
nbk0017642,Generation,"Haller, Albrecht [von] (Primary)",n.pl.,"","",Pseudo,Edition not identified. All information after source data.,nbk0016680,Generation,"Haller, Albrecht [von] (Primary)",n.pl.,"","",Pseudo,Edition not identified. All information after source data.,1,1
nbk0017305,Existence (l') de Dieu démontrée par les merveilles de la nature,"Nieuwentyt, Bernard (Primary)","","","",Pseudo,"Edition not located, several produced. The title updated after Worldcat [OCLC 221306322].",nbk0016682,Existence (l') de Dieu démontrée par les merveilles de la nature,"Nieuwentyt, Bernard (Primary)","","","",Pseudo,"Edition not located, several produced. The title updated after Worldcat [OCLC 221306322].",1,1
nbk0017883,Dictionnaire d'hippiatrique,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016691,Dictionnaire d'hippiatrique,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,1,1
nbk0017061,"Galanteries des rois de France, depuis le commencement de la monarchie","Sauval, Henri (Primary)",n.pl.,"","",Pseudo,"Edition  not located. The title updated after Worldcat [OCLC 458986808]. Worldcat says 'Les ""Galanteries des rois de France"", sont attribue?es a? Vanel par Barbier'.",nbk0016695,"Galanteries des rois de France, depuis le commencement de la monarchie","Sauval, Henri (Primary)",n.pl.,"","",Pseudo,"Edition  not located. The title updated after Worldcat [OCLC 458986808]. Worldcat says 'Les ""Galanteries des rois de France"", sont attribue?es a? Vanel par Barbier'.",1,1
nbk0017981,"Memoires secrets de la république des lettres, ou le Théâtre de la vérité","Argens, Jean-Baptiste de Boyer [marquis d'] (Primary)","","","",Pseudo,The title and author updated after Worldcat [OCLC 319833719]. Edition not located.,nbk0016711,"Memoires secrets de la république des lettres, ou le Théâtre de la vérité","Argens, Jean-Baptiste de Boyer [marquis d'] (Primary)","","","",Pseudo,The title and author updated after Worldcat [OCLC 319833719]. Edition not located - might be [Amsterdam: 1744] or [La Haye: 1743-48].,1,1
nbk0018994,"Nouveau Dictionnaire (le) Suisse, François-Allemand, et Allemand-François","Poitevin, François Louis (Primary)","","","",Pseudo,"",nbk0016715,"Nouveau Dictionnaire (le) Suisse, François-Allemand, et Allemand-François","Poetevin, Franz Ludwig (Primary)","","","",Pseudo,The title and author updated after Worldcat [OCLC 504347837].,1,1
nbk0018403,"Dictionnaire géographique, historique et critique","La Martinière, Antoine Augustin Bruzen [de] (Primary)","","","",Probable,The full title updated after Worldcat [OCLC 457177814].,nbk0016729,"Dictionnaire géographique, historique et critique","La Martinière, Antoine Augustin Bruzen [de] (Primary)",n.pl.,"","",Pseudo,Edition not identified; several produced.,1,1
nbk0018076,Lettres de Madame de Sevigné,"Sévigné, Marie de Rabutin-Chantal (Primary)","","","",Pseudo,Edition not identified. All information after source data.,nbk0016739,Lettres de Madame de Sevigné,"Sévigné, Marie de Rabutin-Chantal (Primary)","","","",Pseudo,Edition not identified. All information after source data.,1,1
nbk0017363,Concile de Basle,,"","","",Pseudo,Superbook not identified; all information after source data.,nbk0016744,Concile de Basle,,"","","",Pseudo,Superbook not identified; all information after source data.,1,1
nbk0016822,Recueil tiré des procédures criminelles faites par plusieurs officiaux et autres juges du royaume,"Decombes, Pierre (Primary)","","","",Pseudo,"Edition not identified, several located. The title updated after Worldcat [OCLC 417365198].",nbk0016745,Recueil tiré des procédures criminelles faites par plusieurs officiaux et autres juges du royaume,"Decombes, Pierre (Primary)","","","",Pseudo,"Edition not identified, several located. The title updated after Worldcat [OCLC 417365198].",1,1
nbk0017714,Bibliothéque du théatre francois,"La Baume Le Blanc La Vallière, Louis César duc de (Primary); Marin, François-Louis-Claude (Secondary); Boudot, Pierre Jean (Editor); Capperonnier, Jean (Translator)","","","",Pseudo,The authors updated after Worldcat. Edition not identified.,nbk0016770,Bibliothéque du théatre francois,"La Baume Le Blanc La Vallière, Louis César duc de (Primary); Marin, François-Louis-Claude (Secondary); Boudot, Pierre Jean (Editor); Capperonnier, Jean (Translator)","","","",Pseudo,"The authors updated after Worldcat. Edition not identified, as no edition with the same format was located.",1,1
nbk0016883,[Pitiscus],,"","","",Pseudo,Superbook not identified.,nbk0016793,[Pitiscus],,"","","",Pseudo,Superbook not identified.,1,1
nbk0016814,Histoire de l'église gallicane,"Longueval, Jacques (Primary)","","","",Pseudo,"The author updated after Worldcat [OCLC  937919599]. Edition not identified, several seem to have been published with these details.",nbk0016800,Histoire de l'église gallicane,"Longueval, Jacques (Primary)","","","",Pseudo,"The author updated after Worldcat [OCLC  937919599]. Edition not identified, several seem to have been published with these details.",1,1
nbk0016836,"Ancienne et nouvelle discipline de l'église, touchant les benefices et les beneficiers","Thomassin, Louis (Primary)","","","",Pseudo,Edition not identified; several produced. The title and original title updated after Worldcat [OCLC  	20598051].,nbk0016803,"Ancienne et nouvelle discipline de l'église, touchant les benefices et les beneficiers","Thomassin, Louis (Primary)","","","",Pseudo,Edition not identified; several produced. The title and original title updated after Worldcat [OCLC  	20598051].,1,1
nbk0016905,Saint Ambroise,,"","","",Pseudo,Superbook not identified; the number of volumes updated for purposes of calculations.,nbk0016807,Saint Ambroise,,"","","",Pseudo,Superbook not identified; all information after source data.,1,1
nbk0016812,Oeuvres de Dupin,"Dupin, Louis Ellies (Primary)","","","",Pseudo,Edition not located. All information after source data.,nbk0016811,Oeuvres de Dupin,"Dupin, Pierre (Primary)","","","",Pseudo,Edition not located. All information after source data.,1,1
nbk0016875,"Traité de la police, où l'on trouvera l'histoire de son établissement, les fonctions et les prerogatives de ses magistrats: toutes les loix et tous les reglemens qui la concernent","Mare, Nicolas de (Primary)","","","",Pseudo,Edition not located; several published. The title and author updated after Worldcat [OCLC 8509530].,nbk0016819,"Traité de la police, où l'on trouvera l'histoire de son établissement, les fonctions et les prerogatives de ses magistrats: toutes les loix et tous les reglemens qui la concernent","Mare, Nicolas de (Primary)","","","",Pseudo,Edition not located; several published. The title and author updated after Worldcat [OCLC 8509530].,1,1
nbk0016843,Paire d'Heures,,"","","",Pseudo,Superbook not identified. All information after source data.,nbk0016842,Paire d'Heures,,"","","",Pseudo,Superbook not identified. All information after source data.,1,1
nbk0016844,Paire d'Heures,,"","","",Pseudo,Superbook not identified. All information after source data.,nbk0016842,Paire d'Heures,,"","","",Pseudo,Superbook not identified. All information after source data.,1,1
nbk0016844,Paire d'Heures,,"","","",Pseudo,Superbook not identified. All information after source data.,nbk0016843,Paire d'Heures,,"","","",Pseudo,Superbook not identified. All information after source data.,1,1
nbk0018121,Buffon [unidentified work],"Buffon, Georges-Louis Leclerc [comte de] (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,nbk0016850,Buffon [unidentified work],"Buffon, Georges-Louis Leclerc [comte de] (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,1,1
nbk0019484,Coutumier General,,"","","",Pseudo,Superbook and edition no identified. The number of volumes updated for purposes of calculation.,nbk0016854,Coutumier General,,"","","",Pseudo,Edition no identified. All information after source data.,1,1
