agent_1	name_1	title_and_desig_1	notes_1	professions_1	author_of_1	addresses_1	agent_2	name_2	title_and_desig_2	notes_2	professions_2	author_of_2	addresses_2	osa	cos	identical
id010163	"Linguet, Simon-Nicolas-Henri"	 / 			"Esprit (l') de l'histoire générale de l'Europe, depuis l'an 476 jusqu'au paix de Westphalie (London, London)"		id006867	"Linguet, Simon-Nicolas-Henri"	 / 		auteur	"[Reponse de M.Linguet] (, )"		1	1	
id010166	"Linguet, Simon-Nicolas-Henri"	 / 			"Fanatisme (le) des philosophes (London, London)"		id006867	"Linguet, Simon-Nicolas-Henri"	 / 		auteur	"[Reponse de M.Linguet] (, )"		1	1	
id008837	Morel	M. / 					id006957	Morel	 / 		auteur	"Imitation de Jésus Christ, par Morel (Toulouse, Toulouse)"		1	1	
id008160	"Merlin, Joseph"	 / 	"Listed as retired in 1781 Almanach de la librairie. Confiscations notes: Only Parisian book-seller of this me at period, active 1762-1783. Died 18 March 1783. Almanach de la librairie says he was retired by 1781. All entries in confiscation register predate this mention of retirement by 5 years."	libraire		PARIS	id006994	"Merlin, Joseph"	 / 		auteur	"Sensible et Constant, ou Le véritable amour (Londres; Paris, Londres; Paris)"		1	1	
id009940	Leroux	 / 					id007028	Leroux	 / 		auteur	"Sermons du Père Leroux (, )"		1	1	
id010129	"Boullier, David Renaud"	 / 			"Essai philosophique sur l'âme des bêtes, où l'on traite de son existence et de sa ture et où l'on mêle par occasion diverses réflexions sur la ture de la liberté, celle de nos sensations, sur l'union de l'âme et du corps, sur l'immortalité de l'âme, et où l'on réfute diverses objections de M. Bayle  (Amsterdam, Amsterdam)"		id007043	"Boullier, David Renaud"	 / 		auteur	"Pyrrhonisme (le) de l'Eglise romaine, ou lettres du P.H.B.D.R.A.P. à M*** avec les réponses (n.pl., n.pl.)"		1	1	
id010132	"Venette, Nicolas"	 / 			"Génération (la) de l'homme, ou le tableau de l'amour conjugal considéré dans l'état de mariage (Amsterdam, Amsterdam)"		id007124	"Venette, Nicolas"	 / 		auteur	"Génération (la) de l'homme, ou, Tableau de l'amour conjugal: considéré dans l'état du mariage (Amsterdam, Amsterdam)"		1	1	
id010157	"Huber, Marie"	 / 			"Système (le) des anciens et des modernes, concilié par l'exposition des sentiments différents de quelques théologiens sur l'état des âmes separées des corps. En quatorze lettres. Nouvelle edition. (Amsterdam, Amsterdam)"		id007133	"Huber, Marie"	 / 		auteur	"Lettres sur la religion essentielle à l'homme, distinguée de ce qui n'en est qu'accessoire (n.pl., n.pl.)"		1	1	
id010114	"Blackstone, William"	 / 			"Commentaires sur les loix anglaises, par M. de Blackstone, traduits par D. G***. (Brussels, Brussels)"		id007152	"Blackstone, William"	 / 		auteur	"Commentaire sur les loix anglaises (, )"		1	1	
id010100	"Alletz, Pons Augustin"	 / 			"Princes célèbres (les) qui ont regné depuis l'origine des monarchies et des empires jusqu'à nos jours (Paris, Paris)"		id007178	"Alletz, Pons Augustin"	 / 		auteur; traducteur	"Albert (l') moderne (Paris, Paris)"		1	1	
id008467	Daniel	M. / 					id007181	Daniel	 / 		auteur	"Conférences du père Daniel (Toulouse, Toulouse)"		1	1	
id008149	Martin	 / 	Not identified through Mellot et al.. Invite to Gueffier sale is unclear due to smudge and tear and could refer to someone else.	libraire		PARIS	id007473	Martin	 / 				PARIS	1	1	
id009335	Martin	 / 					id007473	Martin	 / 				PARIS	1	1	
id008956	Roussel	M. / 					id007627	Roussel	 / 				VERSOIX	1	1	
id009221	François	 / 					id007721	François	 / 		libraire		AMIENS	1	1	
id009174	Desbordes	 / 					id007744	Desbordes	 / 		libraire		CHÂTEAUDUN en DUNOIS	1	1	
id008295	Baudouin	Monsieur / 	Possibly the Paris bookseller Jean-François Baudouin.				id007751	Baudouin	 / 		imprimeur		Lorient	1	1	
id009737	Le Roux	 / 					id007757	Le Roux	 / 		libraire		Montdidier	1	1	
id007927	Robiquet	 / 	"Not identified. Possibly Robiquet l'ai?ne?, who was based in Rennes (see Almanach de la Librairie, 1781) and whose me appears (among many) in imprint for a 1785 edition of Beaumarchais 'La Folle Journe?e ou le mariage de Figaro.'"	libraire		NANTES	id007783	Robiquet	 / 	Permission simple notes: Listed as a bookseller in 1781 Almanach de la Librairie.	libraire		RENNES	1	1	
id007817	Caron	 / 	"Not recorded in Almanach de la Librairie or Mellot et al., nor found in Worldcat. Possibly a clerk's error and Amiens was intended, but source data is clear."	imprimeur; libraire		CLERMONT-FERRAND	id007816	Caron	 / 	"Described in source data as a printer; no record of his me found in Mellot et al., Almanach de la Librairie or Worldcat, suggesting this was a clerk's error and that he might have been one of numerous Caron found in book trade in other towns across France."	imprimeur		CAEN	1	1	
id007818	Caron	 / 	"No printers called Caron to Neufchateau have been traced through usual sources: this entry would appear an error, but there is a similar reference to a dame[?] Caron, printer-bookseller, in Neufchateau in the register from July 1787."	imprimeur; libraire		NEUFCHATEAU	id007816	Caron	 / 	"Described in source data as a printer; no record of his me found in Mellot et al., Almanach de la Librairie or Worldcat, suggesting this was a clerk's error and that he might have been one of numerous Caron found in book trade in other towns across France."	imprimeur		CAEN	1	1	
id008405	Caron	M. / 					id007816	Caron	 / 	"Described in source data as a printer; no record of his me found in Mellot et al., Almanach de la Librairie or Worldcat, suggesting this was a clerk's error and that he might have been one of numerous Caron found in book trade in other towns across France."	imprimeur		CAEN	1	1	
id009540	Caron	 / 					id007816	Caron	 / 	"Described in source data as a printer; no record of his me found in Mellot et al., Almanach de la Librairie or Worldcat, suggesting this was a clerk's error and that he might have been one of numerous Caron found in book trade in other towns across France."	imprimeur		CAEN	1	1	
id007818	Caron	 / 	"No printers called Caron to Neufchateau have been traced through usual sources: this entry would appear an error, but there is a similar reference to a dame[?] Caron, printer-bookseller, in Neufchateau in the register from July 1787."	imprimeur; libraire		NEUFCHATEAU	id007817	Caron	 / 	"Not recorded in Almanach de la Librairie or Mellot et al., nor found in Worldcat. Possibly a clerk's error and Amiens was intended, but source data is clear."	imprimeur; libraire		CLERMONT-FERRAND	1	1	
id008405	Caron	M. / 					id007817	Caron	 / 	"Not recorded in Almanach de la Librairie or Mellot et al., nor found in Worldcat. Possibly a clerk's error and Amiens was intended, but source data is clear."	imprimeur; libraire		CLERMONT-FERRAND	1	1	
id009540	Caron	 / 					id007817	Caron	 / 	"Not recorded in Almanach de la Librairie or Mellot et al., nor found in Worldcat. Possibly a clerk's error and Amiens was intended, but source data is clear."	imprimeur; libraire		CLERMONT-FERRAND	1	1	
id008405	Caron	M. / 					id007818	Caron	 / 	"No printers called Caron to Neufchateau have been traced through usual sources: this entry would appear an error, but there is a similar reference to a dame[?] Caron, printer-bookseller, in Neufchateau in the register from July 1787."	imprimeur; libraire		NEUFCHATEAU	1	1	
id009540	Caron	 / 					id007818	Caron	 / 	"No printers called Caron to Neufchateau have been traced through usual sources: this entry would appear an error, but there is a similar reference to a dame[?] Caron, printer-bookseller, in Neufchateau in the register from July 1787."	imprimeur; libraire		NEUFCHATEAU	1	1	
id008055	Fournier	 / 	Not in Mellot et al.  It is impossible to relate these Fourniers to the Fournier in FBTEE-1 due to lack of data.	libraire		PARIS	id008053	Fournier	 / 	Adjoint in CS since 1 Jan 1780. Not in Mellot et al. It is impossible to relate these Fourniers to the Fournier in FBTEE-1 due to lack of data.	libraire		PARIS	1	1	
id008736	Le Comte	M. / 	possibly the Parisian bookseller Le Comte listed as client cp0184.				id008130	Le Comte	 / 	"No further information on this bookseller as listed at veuve Hochereau stock sale (1782). No matching entries in Mellot et al. Orthography difficult, but some entries clearly read Le Comte rather than Le Cointe or other variants, eg. MS Fr 21,824 fo. 63r.  Due to context, has been assumed to be a Libraire."	libraire		PARIS	1	1	
id008743	Le Moine	M. / 					id008137	Le Moine	 / 	Listed as retired in 1781 Almanach de la Librairie.	libraire		PARIS	1	1	
id008801	Marchand	M. / 	Possibly the Paris libraire 'Marchand' as listed in CERL.				id008147	Marchand	 / 		libraire		PARIS	1	1	
id009335	Martin	 / 					id008149	Martin	 / 	Not identified through Mellot et al.. Invite to Gueffier sale is unclear due to smudge and tear and could refer to someone else.	libraire		PARIS	1	1	
id009783	Morin	 / 	"Customs register signatory might be Benoi?t Morin, who suffered a couple of confiscations around this time, but lack of signature or other confirmatory evidence mean this is only conjecture."				id008164	Morin	 / 	"Permission simple notes: Described as printer specialising in devotional works and based in rue Saint-Jacques in 1781 Almanach de la Librairie, but as Libraire in the Permission Simple registers. This is still probably the same Morin, however, as in 1783 Benoît Morin went bankrupt and had to cede his printshop. Continued in trade til 1802. Seems to be only Morin trading in Paris at time granted permission simple. Dates trading in Paris Nov. 1772 to 1717 (as printer-bookseller Nov 1772-1783; as bookseller thereafter)."	imprimeur		PARIS	1	1	
id009427	Rozet	 / 					id008204	Rozet	 / 	Listed as retired in 1781 Almanach de la librairie.	libraire		PARIS	1	1	
id009241	George	 / 					id008242	George	 / 	"This 'sieur George', whose fonds de la librairie were ceded to Sr Lesclapart and sold in 1772 has not been further identified, whether through Mellot et al, Worldcat imprint data and searches for his me in conjunction with other booksellers with whom he is known to have done business (Lesclapart, Desventes of Dijon)."	libraire		PARIS	1	1	
id009540	Caron	 / 					id008405	Caron	M. / 					1	1	
id010097	Des Essarts	Chevalier / 					id008497	Des Essarts	M. / 	Name is hard to decipher. Des Esard in the customs register.		"Livre (Le) à la mode, or le philosophe rêveur (Amsterdam, Amsterdam)"		1	1	
id009196	Dupré	 / 					id008548	Dupré	M. / 	Dupré was based in Chaillot.			Chaillot	1	1	
id009250	"Gueffier, Pierre-Charles-Augustin, dit Gueffier jeune"	 / 	"Pierre-Charles-Auguste Gueffier identified as 'Gueffier jeune' after CERL. He worked in partnership with Pierre-François Gueffier in 1789-1790. MS Fr 21,9135 gives shipping nb as 144."	libraire			id008637	"Gueffier, Pierre-Charles-Augustin, dit Gueffier jeune"	M. / 	"Pierre-Charles-Augustin Gueffier, dit Gueffier jeune, enterred book trade 1788."	libraire		PARIS	1	1	
id009285	Jourdan	 / 					id008683	Jourdan	M. / 					1	1	
id009431	Salmon	 / 					id008967	Salmon	M. / 					1	1	
id009465	Vidal	 / 					id009039	Vidal	Mr. / 					1	1	
id009513	Blin	 / 					id009076	Blin	 / 					1	1	
id009600	Desprez	 / 	Desprez Signature not that of G-N. Desprez. Owner me spelt Des Esard in customs register.				id009169	Desprez	 / 					1	1	
id009835	Ruffie	 / 					id009429	Ruffie	 / 					1	1	
id009726	Savenat	 / 					id009433	Savenat	 / 					1	1	
id010119	"Agrippa, Heinrich Cornelius"	 / 			"Agrippa. La Philosophie occulte de Henri-Corneille Agrippa, divisée en trois livres et traduite du latin (The Hague , The Hague )"		id010116	"Agrippa, Heinrich Cornelius"	 / 			"Oeuvres (les) magiques de Henri-Corneille Agrippa, par P. Aban, latin et français, avec des secrets occultes (Liege, Liege)"		1	1	
id010164	"Chevrier, François-Antoine"	 / 			"Etrennes voluptueuses dediées aux grâces, par Mme L.M.D.P., contenant la jouissance des cinq sens et plusieurs autres pièces (London, London)"		id010117	"Chevrier, François-Antoine"	 / 			"Point d'appui entre les principales puissances de l'Europe ou tableau militaire, politique, critique, impartial des troubles des temps présents, avec figures en taille douce (Liege, Liege)"		1	1	
id010123	"Du Moulin, Pierre-François"	 / 			"Campagne de Monsieur le maréchal de Coigny en Allemagne l'an M.DCC.XLIV. Contenant les lettres de ce maréchal et celles de plusieurs officiers généraux au roi, à M. le comte d'Argenson (Amsterdam, Amsterdam)"		id010122	"Du Moulin, Pierre-François"	 / 			"Campagne de Messieurs les maréchaux de Broglie et Belle-Isle en Bohème et en Bavière. L'An M.DCC.XLI-M.DCC.XLIII (Amsterdam, Amsterdam)"		1	1	
id010124	"Du Moulin, Pierre-François"	 / 			"Campagne de Monsieur le maréchal de Maillebois en Westphalie. L'An M.DCC.XLI & II (Amsterdam, Amsterdam)"		id010122	"Du Moulin, Pierre-François"	 / 			"Campagne de Messieurs les maréchaux de Broglie et Belle-Isle en Bohème et en Bavière. L'An M.DCC.XLI-M.DCC.XLIII (Amsterdam, Amsterdam)"		1	1	
id010124	"Du Moulin, Pierre-François"	 / 			"Campagne de Monsieur le maréchal de Maillebois en Westphalie. L'An M.DCC.XLI & II (Amsterdam, Amsterdam)"		id010123	"Du Moulin, Pierre-François"	 / 			"Campagne de Monsieur le maréchal de Coigny en Allemagne l'an M.DCC.XLIV. Contenant les lettres de ce maréchal et celles de plusieurs officiers généraux au roi, à M. le comte d'Argenson (Amsterdam, Amsterdam)"		1	1	
id010178	"Dorat, Claude-Joseph"	 / 			"Oeuvres complètes en vers et en prose, par M. Dorat (Paris, Paris)"		id010127	"Dorat, Claude-Joseph"	 / 			"Dévirgineurs et Combabus, contes en vers, précédés par des réflexions sur le conte, et suivis de Floricourt, histoire française (Amsterdam, Amsterdam)"		1	1	
id010208	"Bernard, Jean-Frédéric"	 / 			"Etat de l'homme dans le péché originel où l'on fait voir quelle est la source et quelles sont les causes et les suites de ce péché dans le monde (unknown, unknown)"		id010128	"Bernard, Jean-Frédéric"	 / 			"Dissertations mêlées sur divers sujets importants et curieux (Amsterdam, Amsterdam)"		1	1	
id010218	"Du Laurens, Henri-Joseph"	 / 			"Oeuvres diverses de l'A*** L*** (n.p., n.p.)"		id010134	"Du Laurens, Henri-Joseph"	 / 			"Je suis pucelle, histoire véritable (The Hague, The Hague)"		1	1	
id010229	"Rousseau, Jean-Jacques"	 / 			"Vicaire savoyard, tiré d'Emile (n.p, n.p)"		id010135	"Rousseau, Jean-Jacques"	 / 			"Jean Jacques Rousseau, citoyen de Genève, à Christophe de Beaumont, archévêque de Paris, duc de S. Cloud, pair de France, commandeur de l'ordre du Saint-Esprit, proviseur de Sorbonne, etc. Avec sa lettre au conseil de Genève (Amsterdam, Amsterdam)"		1	1	
id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010206	Voltaire	 / 			"Essai sur les probabilités en fait de justice (n.p., n.p.)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010223	Voltaire	 / 			"Requête à tous les magistrats du royaume composée par trois avocats d'un parlement (n.p., n.p.)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010225	Voltaire	 / 			"Sermon du Rabin Akib, prononcé Smyrne le 20 novembre 1761. Traduit de l'hebreu (n.p., n.p.)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010228	Voltaire	 / 			"Tocsin des rois aux souverains de l'Europe, par M. de Voltaire (n.p., n.p.)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010233	Voltaire	 / 			"Déclaration de M de Voltaire sur le procès entre M le comte de Morangiès et les Verron. Réponse à l'écrit d'un avocat intitulé ""Preuves démonstratives en fait de justice"" (Lausanne, Lausanne)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010234	Voltaire	 / 			"Défense (la) de mon oncle contre ses infâmes persecuteurs. Par A….T de V*** (Geneva, Geneva)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010235	Voltaire	 / 			"Lettre sur la prétendue comète (Lausanne, Lausanne)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010241	Voltaire	 / 			"Religion (la) turelle, poème en quatre parties, au roi de Prusse. Par M. V.*** (Geneva, Geneva)"		id010136	Voltaire	 / 			"Lettres à son Altesse Monseigneur le prince de *** sur Rabelais et sur d'autres auteurs accusés d'avoir mal parlé de la religion chrétienne (Amsterdam, Amsterdam)"		1	1	
id010217	"Argens, Jean-Baptiste Boyer, Marquis d'"	 / 			"Oeuvres de M. le marquis d'Argens, contenant les lettres juives, chinoises, cabalistiques et la philosophie du bon sens (n.p., n.p.)"		id010138	"Argens, Jean-Baptiste Boyer, Marquis d'"	 / 			"Lettres morales et critiques sur les différents états et les diverses occupations des hommes, par M. le Marquis d'Argens (Amsterdam, Amsterdam)"		1	1	
id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010206	Voltaire	 / 			"Essai sur les probabilités en fait de justice (n.p., n.p.)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010223	Voltaire	 / 			"Requête à tous les magistrats du royaume composée par trois avocats d'un parlement (n.p., n.p.)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010225	Voltaire	 / 			"Sermon du Rabin Akib, prononcé Smyrne le 20 novembre 1761. Traduit de l'hebreu (n.p., n.p.)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010228	Voltaire	 / 			"Tocsin des rois aux souverains de l'Europe, par M. de Voltaire (n.p., n.p.)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010233	Voltaire	 / 			"Déclaration de M de Voltaire sur le procès entre M le comte de Morangiès et les Verron. Réponse à l'écrit d'un avocat intitulé ""Preuves démonstratives en fait de justice"" (Lausanne, Lausanne)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010234	Voltaire	 / 			"Défense (la) de mon oncle contre ses infâmes persecuteurs. Par A….T de V*** (Geneva, Geneva)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010235	Voltaire	 / 			"Lettre sur la prétendue comète (Lausanne, Lausanne)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010241	Voltaire	 / 			"Religion (la) turelle, poème en quatre parties, au roi de Prusse. Par M. V.*** (Geneva, Geneva)"		id010156	Voltaire	 / 			"Relation du bannissement des jésuites de la chine par l'auteur du Compère Mathieu (Amsterdam, Amsterdam)"		1	1	
id010166	"Linguet, Simon-Nicolas-Henri"	 / 			"Fanatisme (le) des philosophes (London, London)"		id010163	"Linguet, Simon-Nicolas-Henri"	 / 			"Esprit (l') de l'histoire générale de l'Europe, depuis l'an 476 jusqu'au paix de Westphalie (London, London)"		1	1	
id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010206	Voltaire	 / 			"Essai sur les probabilités en fait de justice (n.p., n.p.)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010223	Voltaire	 / 			"Requête à tous les magistrats du royaume composée par trois avocats d'un parlement (n.p., n.p.)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010225	Voltaire	 / 			"Sermon du Rabin Akib, prononcé Smyrne le 20 novembre 1761. Traduit de l'hebreu (n.p., n.p.)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010228	Voltaire	 / 			"Tocsin des rois aux souverains de l'Europe, par M. de Voltaire (n.p., n.p.)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010233	Voltaire	 / 			"Déclaration de M de Voltaire sur le procès entre M le comte de Morangiès et les Verron. Réponse à l'écrit d'un avocat intitulé ""Preuves démonstratives en fait de justice"" (Lausanne, Lausanne)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010234	Voltaire	 / 			"Défense (la) de mon oncle contre ses infâmes persecuteurs. Par A….T de V*** (Geneva, Geneva)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010235	Voltaire	 / 			"Lettre sur la prétendue comète (Lausanne, Lausanne)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010241	Voltaire	 / 			"Religion (la) turelle, poème en quatre parties, au roi de Prusse. Par M. V.*** (Geneva, Geneva)"		id010173	Voltaire	 / 			"Analyse de l'ouvrage de Pape Benoît XIV sur les béatifications et les canonisations (Paris, Paris)"		1	1	
id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010206	Voltaire	 / 			"Essai sur les probabilités en fait de justice (n.p., n.p.)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010223	Voltaire	 / 			"Requête à tous les magistrats du royaume composée par trois avocats d'un parlement (n.p., n.p.)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010225	Voltaire	 / 			"Sermon du Rabin Akib, prononcé Smyrne le 20 novembre 1761. Traduit de l'hebreu (n.p., n.p.)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010228	Voltaire	 / 			"Tocsin des rois aux souverains de l'Europe, par M. de Voltaire (n.p., n.p.)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010233	Voltaire	 / 			"Déclaration de M de Voltaire sur le procès entre M le comte de Morangiès et les Verron. Réponse à l'écrit d'un avocat intitulé ""Preuves démonstratives en fait de justice"" (Lausanne, Lausanne)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010234	Voltaire	 / 			"Défense (la) de mon oncle contre ses infâmes persecuteurs. Par A….T de V*** (Geneva, Geneva)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010235	Voltaire	 / 			"Lettre sur la prétendue comète (Lausanne, Lausanne)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010241	Voltaire	 / 			"Religion (la) turelle, poème en quatre parties, au roi de Prusse. Par M. V.*** (Geneva, Geneva)"		id010182	Voltaire	 / 			"Adorateurs (les), ou les louanges de Dieu. Ouvrage unique de M. Imhof, traduit du latin (Berlin, Berlin)"		1	1	
id010206	Voltaire	 / 			"Essai sur les probabilités en fait de justice (n.p., n.p.)"		id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		1	1	
id010223	Voltaire	 / 			"Requête à tous les magistrats du royaume composée par trois avocats d'un parlement (n.p., n.p.)"		id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		1	1	
id010225	Voltaire	 / 			"Sermon du Rabin Akib, prononcé Smyrne le 20 novembre 1761. Traduit de l'hebreu (n.p., n.p.)"		id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		1	1	
id010228	Voltaire	 / 			"Tocsin des rois aux souverains de l'Europe, par M. de Voltaire (n.p., n.p.)"		id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		1	1	
id010233	Voltaire	 / 			"Déclaration de M de Voltaire sur le procès entre M le comte de Morangiès et les Verron. Réponse à l'écrit d'un avocat intitulé ""Preuves démonstratives en fait de justice"" (Lausanne, Lausanne)"		id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		1	1	
id010234	Voltaire	 / 			"Défense (la) de mon oncle contre ses infâmes persecuteurs. Par A….T de V*** (Geneva, Geneva)"		id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		1	1	
id010235	Voltaire	 / 			"Lettre sur la prétendue comète (Lausanne, Lausanne)"		id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		1	1	
id010241	Voltaire	 / 			"Religion (la) turelle, poème en quatre parties, au roi de Prusse. Par M. V.*** (Geneva, Geneva)"		id010204	Voltaire	 / 			"Cri (le) du sang innocent (n.p., n.p.)"		1	1	
