,ID,long_title,date,place,publisher,author_name,book_code,cluster,confidence
1404,5720.0,"Les écosseuses ou les œufs de Pasques, suivis de l'Histoire du porteur d'eau ou les amours de la ravaudeuse, comédie, seconde partie des Étrennes de la Saint-Jean, seconde édition revûe et augmentée",1782,Troyes,veuve OUDOT,"Caylus, Anne-Claude-Philippe de Tubières-Grimoard de Pestels de Levis  comte de  avec Jean-Josph VADÉ et Jeanne-Baptistes d'Albert de Lunes  comtesse de VERRUE",,,
1405,5724.0,"Anecdotes des avantures galantes de M. Duliz, devenuës tragiques après la catastrophe de celle de madamoiselle Pélissier, actrice de l'Opéra de Paris, avec Le triomphe de l'intérêt, comédie",1752,Lisbonne,de l'imprimerie de la JUIVERIE,"DESFORGES, NA",,1329.0,0.9775965213775635
1406,5725.0,"Mémoires anecdotes des avantures galantes de M. Duliz, devenuës tragiques après la catastrophe de celle de madamoiselle Pélissier, actrice de l'Opéra de Paris, avec Le triomphe de l'intérêt, comédie",1752,Lisbonne,de l'imprimerie de la JUIVERIE,"DESFORGES, NA",,1329.0,0.991074413061142
1407,5726.0,"Mémoires anecdotes des aventures galantes de M. Duliz devenuës tragiques aprés la catastophe de celle de mademoiselle Pelissier, actrice de l'Opéra de Paris",1752,Lisbonne,de l'imprimerie de la JUIVERIE,"DESFORGES, NA",,1329.0,0.976827472448349
1408,5727.0,"Memoires anecdotes pour servir a l'histoire de M. Duliz et la suite de ses avantures après la catastrophe de celle de mademoiselle Pelissier, actrice de l'opéra de Paris",1752,Londres,Samuel HARDING,"DESFORGES, NA",,,
1409,5728.0,"Memoires anecdotes pour servir à l'histoire de M. Duliz et de Mlle Pelissier, avec Le triomphe de l'intéer^t",1753,Londres,Samuel HARDING,"DESFORGES, NA",,,
1410,5729.0,"Anecdotes de M. Duliz, histoire véritable et la suite de ses avantures après la catastophe de celle de mademoiselle Pelissier, actrice de l'Opéra de Paris",1760,Londres,Harding,"NA, NA",,,
1411,5735.0,"Histoire de mademoiselle Cronel dite Fretillon, actrice de la Comédie de Rouen, écrite par elle même, seconde partie.",1740,La Haye,aux dépens de la Compgnie,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,1112.0,0.9449652433395386
1412,5736.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Roüen, écrite par elle même",1740,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,1112.0,0.9449652433395386
1413,5737.0,"Histoire de mademoiselle Cronel dite Fretillon, actrice de la Comédie de Roüen, écrite par elle-même",1741,La Haye,aux dépens de la Compagnie,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,,
1414,5740.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Roüen, ecrite par elle-même",1743,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,1330.0,0.9616665840148926
1415,5741.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen en 1739, et présentement à la Comédie françois, écrite par elle-même, quatrième partie",1743,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,1330.0,0.9616665840148926
1416,5742.0,"Histoire de mademoiselle Cronel dite Frétillon, écrite par elle-même, quatrièeme partie",1744,La Haye,aux dépens de la Compagnie,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,,
1417,5743.0,"Memoires pour servir à l'histoire de mademoiselle Cronel, dite Fretillon, ci-devant actrice de la Comédie de Rouen et présentement de la Comédie de Paris",1750,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,,
1418,5744.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",1752,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,,
1419,5745.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",1758,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,1083.0,0.5476989150047302
1420,5746.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",1761,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,,
1421,5747.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",1762,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,,
1422,5748.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",1767,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,,
1423,5749.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",1772,La Haye,aux dépens de la COMPAGNIE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,,
1424,5750.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",1780,La Haye,aux dépens de la COMPAGNE,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,1332.0,0.8878328998883566
1425,5751.0,"Histoire de mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",1782,Londres,s.n.,"Gaillard, Pierre-Alexandre  dit Gaillard de la Bataille",,1127.0,0.36780238151550293
1426,5753.0,Memoires et avantures d'une dame de qualité qui s'est retirée du monde,1740,Francfort,François VARRENTRAPP,"Lambert, abbé Claude-François",,,
1427,5754.0,Memoires et avantures d'une dame de qualité qui s'est retirée du monde,1741,La Haye,aux dépens de la COMPAGNIE,"Lambert, abbé Claude-François",,,
1428,5755.0,"Memoires et avantures d'une dame de qualité qui s'est retirée du monde [...], nouvelle édition",1757,Francfort,François VARRENTRAPP,"Lambert, abbé Claude-François",,,
1429,5756.0,"Memoires et avantures d'une dame de qualité qui s'est retirée du monde, nouvelle édition",1767,Amsterdam,Pierre Erialed,"Lambert, abbé Claude-François",,,
1430,5757.0,Mémoires et aventures d'une dame de qualité qui s'est retirée du monde,1772,Amsterdam,Pierre ERIALED,"Lambert, abbé Claude-François",,,
1431,5758.0,Mémoires et aventures d'une dame de qualité qui s'est retirée du monde,1773,Amsterdam,Pierre ERIALED,"Lambert, abbé Claude-François",,,
1432,5759.0,Memoires et avantures d'une dame de qualité qui s'est retirée du monde,1789,S.l.,??,"Lambert, abbé Claude-François",,,
1433,5761.0,"Les occupations du siècle, par M.",1761,Amsterdam,Schroeder et Merlier,"Lescalopier de nourar, Charles-Armand",,,
1434,5767.0,"Memoires d'Anne-Marie de Moras, comtesse de Courbon, ecrits par elle-même et addressez [sic] à mademoiselle de *** pensionaire [sic] au Couvent du Cherche-midi",1740,La Haye,Pierre de HONDT,"Mouhy, Charles de Fieux  chevalier de",,1333.0,0.6443023383617401
1435,5768.0,"Memoires d'Anne-Marie de Moras, comtesse de Courbon, ecrits par elle-même et addressez [sic] à mademoiselle de *** pensionaire [sic] au Couvent du Cherche-midi",1740,La Haye,Pierre de HONDT,"Mouhy, Charles de Fieux  chevalier de",,1333.0,0.6443023383617401
1436,5769.0,"Memoires d'Anne-Marie de Moras, comtesse de Courbon, ecrits par elle-même, adressées à mademoiselle d'Au***, pensionnaire au Couvent du Cherche-midi",1741,La Haye,Pierre de HONDT,"Mouhy, Charles de Fieux  chevalier de",,,
1437,5771.0,"Mémoires d'Anne-Marie de Moras, comtesse de Corbon [sic== /, écrits par elle-même, adressés à Mlle. d'Au***, pensionnaire au Couvent du Cherche-midi",1769,Amsterdam,Marc-Michel REY,"Mouhy, Charles de Fieux  chevalier de",,255.0,0.3566005825996399
1438,5776.0,Le songe de Cidalise,1758,Paris,N.B. DUCHESNE,"Pesselier, Charles-Étienne",,,
1439,5777.0,Le songe de Cidalise,1772,Paris,veuve Duchesne,"Pesselier, Charles-Étienne",,,
1440,5780.0,"Mémoires de la comtesse d'Horneville ou réflexions sur l'inconstance des choses humaines, par Mr. Simon",1740,Amsterdam,aux dépens de la COMPAGNIE,"Simon, Claude-François",,,
1441,5781.0,"Memoires de la comtesse d'Horneville ou réflexions sur l'inconstance des choses humaines, par Mr. Simon",1760,Amsterdam,s.n.,"Simon, Claude-François",,1099.0,0.47099006175994873
1442,5782.0,"Mémoires de la comtesse d'Horneville ou réflexions sur l'inconstance des choses humaines, par M. Simon",1743,Amsterdam,s.n.,"Simon, Claude-François",,,
1443,5783.0,"Mémoires de la comtesse d'Horneville ou réflexions sur l'inconstance des choses humaines, par Mr. Simon",1746,Amsterdam,s.n.,"Simon, Claude-François",,1218.0,0.4679730892181396
1444,5784.0,"Mémoires de la comtesse d'Horneville ou réflexions sur l'inconstance des choses humaines, par Mr. Simon",1750,Amsterdam,aux dépens de la COMPAGNIE,"Simon, Claude-François",,,
1445,5789.0,"Le siége de Calais, nouvelle historique",1740,La Haye,Pierre de HONDT,"Tencin, Claudine-Alexandrine Guérin  marquise de",,1333.0,0.29260146617889404
1446,5790.0,Le siége de Calais,1749,La Haye & Genève,"F. CRAMER, #3CL. ","Tencin, Claudine-Alexandrine Guérin  marquise de",,,
1447,5791.0,"Le siége de Calais, nouvelle historique augmentée de l'Histoire d'Eustache de Saint-Pierre, sous le règne de Philippe de Valois, roi de France et de Navarre, en 1346 et 1347, avec le portrait, nouvelle édition",1765,Amsterdam,la COMPAGNIE DES LIBRAIRES,"Tencin, Claudine-Alexandrine Guérin  marquise de",,,
1448,5793.0,"Le siege de Calais, augmenté de l'Histoire d'Eustache de Saint Pierre sous le regne de Philippe de Valois, roi de France et de Navarre en 1346 et 1347, avec le portrait, nouvelle edition",1775,Amsterdam,par la COMPAGNIE DES LIBRAIRES,"Tencin, Claudine-Alexandrine Guérin  marquise de",,,
1449,5794.0,Le siége de Calais,1781,Paris,Didot,"Tencin, Claudine-Alexandrine Guérin  marquise de",,,
1450,5797.0,"Gaston de Foix, quatrieme du nom, nouvelle historique, galante et tragique par Mr. D. V***",1741,Constantinople,de l'imprimerie du G.S.,"Vignancourt, Adrien de La Vieuville d'Orville  comte de",,,
1451,5798.0,"L'amour suivi des regrets ou les galanteries de Gaston de Foix, par M. de V***",1772,Amsterdam,E. van HARREVELT,"Vignancourt, Adrien de La Vieuville d'Orville  comte de",,,
1452,5800.0,Amusemens des dames ou recueil d'histoires galantes des meilleurs auteurs de ce siécle,1741,La Haye,Pierre PAUPIE,"NA, NA",,,
1453,5801.0,Amusemens des dames ou recueil d'histoires galantes des meilleurs auteurs de ce siécle,1744,La Haye,Jean SCART,"NA, NA",,,
1454,5802.0,Amusements des dames ou recueil d'histoires galantes tirées des meilleurs auteurs de ce siècle,1763,La Haye,aux dépens de la COMPAGNIE,"NA, NA",,1335.0,0.7444660067558289
1455,5803.0,"Amusemens du beau-sexe ou nouvelles historiques et avantures galantes, tragiques et comiques",1740,La Haye,la veuve Charles LE VIER,"NA, NA",,,
1456,5804.0,"Amusemens du beau-sexe ou nouvelles historiques et avantures galantes, tragiques et comiques",1741,La Haye,la veuve Charles LE VIER,"NA, NA",,,
1457,5805.0,"Amusemens du beau-sexe ou nouvelles historiques et avantures galantes, tragiques et comiques, seconde édition",1743,La Haye,J. SWART,"NA, NA",,,
1458,5807.0,"Amusemens du beau-sexe ou nouvelles historiques et aventures galantes, tragiques, et comiques",1766,Amsterdam,Jean SCHREUDER,"NA, NA",,,
1459,5808.0,"Amusemens du beau-sexe ou nouvelles historiques et aventures galantes, tragiques, et comiques",1767,Amsterdam,Jean SCHREUDER,"NA, NA",,,
1460,5809.0,"Amusemens du beau-sexe ou nouvelles historiques et avantures galantes, tragiques et comiques",1773,Amsterdam,Jean SCHREUDER,"NA, NA",,1340.0,0.5230814814567566
1461,5810.0,"Amusemens du beau-sexe ou nouvelles historiques et avantures galantes, tragiques et comiques",1774,Amsterdam,Jean SCHREUDER,"NA, NA",,,
1462,5811.0,La coquette punie ou le triomphe de l'innocence sur la perfidie,1740,"La Haye, aux dépens de la",Compagnie,"NA, NA",,,
1463,5814.0,La coquette punie ou le triomphe de l'innocence sur la perfidie,1749,"La Haye, aux dépens de la",Compagnie,"NA, NA",,,
1464,5815.0,Le fourbe puni ou le duel des rivales,1740,S.l.,s.n.,"NA, NA",,,
1465,5816.0,Le fourbe puni ou le duel des rivales,1741,2,,"NA, NA",,,
1466,5817.0,"Histoire de la vie du marquis d'Ozanne ou ses avantures, ouvrage tirez de ses propres mémoires",1740,Amsterdam,Pierre MORTIER,"NA, NA",,1278.0,0.003708554431796074
1467,5818.0,"Histoire de Louis Anniaba, roi d'Essenie en Afrique sur la côte de Guinée",1740,Paris,aux dépens de la SOCIÉTÉ,"NA, NA",,,
1468,5819.0,Histoire des amours du prince Mégas ou melange serieux et badin,1740,Cologne,s.n.,"NA, NA",,,
1469,5820.0,Memoires de Clapandrus écrits par lui même,1740,Amsterdam,,"NA, NA",,,
1470,5821.0,"Memoires de Clapandrus, écrits par lui même",1750,Amsterdam,,"NA, NA",,,
1471,5822.0,Les nones galantes ou l'amour enbeguiné [sic],1740,La Haye,Jean VAN ES,"Argens, Jean-Baptiste de Boyer  marquis d",,,
1472,5826.0,"Memoire et aventure de Zamais, de Nerair et Melhoe, conte, histoire et aventures singuliers",1750,Amsterdam,Pierre MORTIER,"Blanes, Henri Barthélemi de",,,
1473,5827.0,"Le temple du bonheur, ouvert au public pour ses étrennes, par M. le chevalier de ***",1740,Paris,Pierre CLÉMENT,"Dreux du radier, Jean-François",,,
1474,5828.0,"Memoires ou avantures de monsieur le comte de Kermalec, par M. G.*** D.L.B.",1740,La Haye,aux dépens de la COMPAGNIE,"Gaillard de la bataille, Pierre-Alexandre",,,
1475,5829.0,"Memoires ou avantures de monsieur le comte de Kermalec, par M. G.*** D.L.B.",1741,La Haye,aux dépens de la COMPAGNIE,"Gaillard de la bataille, Pierre-Alexandre",,,
1476,5832.0,César aveugle et voyageur,1740,Londres,aux depens de la COMPAGNIE,"Guer, Jean-Antoine",,,
1477,5833.0,"Pinolet ou l'aveugle parvenu, histoire véritable composée sur les faits fournis par Pinolet lui-même, actuellement existant dans Paris",1755,Amsterdam,Marc-Michel REY,"Guer, Jean-Antoine",,1145.0,0.5870704650878906
1478,5834.0,"L'aveugle parvenu, histoire véritable",1779,Amsterdam,"Marc-Michel REY & VERSAILLES, Sévère DASIER","Guer, Jean-Antoine",,1341.0,0.3658132553100586
1479,5835.0,Histoire du chevalier de l'Étoile contenant l'histoire secrète et galante de Mlle M*** avec M. Du ***,1740,Amsterdam,s.n.,"Guillot de la chassagne, abbé Ignace-Vincent",,,
1480,5836.0,Anecdotes jesuitiques ou le Philotanus moderne,1740,La Haye,aux dépens de la COMPAGNIE,"Jouin, Nicolas",,1113.0,0.9941402673721313
1481,5837.0,Anecdotes jésuitiques ou le Philotanus moderne,1740,La Haye,aux dépens de la COMPAGNIE,"Jouin, Nicolas",,1113.0,0.9941402673721313
1482,5839.0,"Le pouvoir de la beauté, nouvelle toute nouvelle",1740,2,,"Laffichard, Thomas",,,
1483,5840.0,Le pouvoir de la beauté,1755,Amsterdam,s.n.,"Laffichard, Thomas",,,
1484,5841.0,"Avantures de trois coquettes ou les promenades des Thuilleries, par l'auteur de la Nouvelle Marianne",1740,Haarlem,Jean van LEE,"Lambert, Claude-François  abbé",,1342.0,0.03084060177206993
1485,5842.0,"Avantures de trois coquettes ou les promenades des Thuilleries, par l'auteur de la Nouvelle Marianne",1746,Haarlem,Jean VAN LEE,"Lambert, Claude-François  abbé",,,
1486,5843.0,"Avantures de trois coquettes ou les promenades des Thuilleries, par l'auteur de la Nouvelle Marianne, nouvelle édition",1779,Paris,les LIBRAIRES QUI VENDENT LES NOUVEAUTÉS,"Lambert, Claude-François  abbé",,,
1487,5844.0,"Le nouveau Protée ou le moine avanturier, memoires curieux ecrits par l'auteur de la Nouvelle Marianne",1740,Haarlem,Jean van LEE,"Lambert, Claude-François  abbé",,1342.0,0.03084060177206993
1488,5845.0,La nouvelle Marianne ou les mémoires de la baronne de **** écrits par elle-même,1740,La Haye,Pierre de HONDT,"Lambert, Claude-François  abbé",,,
1489,5846.0,Mémoires de madame la baronne de *** écrits par elle-même,1740,La Haye,P. de HONDT,"Lambert, Claude-François  abbé",,,
1490,5847.0,"La nouvelle Marianne ou les memoires de la baronne de **** écrits par elle-même, nouvelle édition augmentée de sommaires à chaque partie",1741,La Haye,Pierre de HONDT,"Lambert, Claude-François  abbé",,,
1491,5848.0,La nouvelle Marianne ou les memoires de la baronne de **** écrits par elle-même,1755,La Haye,Pierre de HONDT,"Lambert, Claude-François  abbé",,,
1492,5849.0,La nouvelle Marianne ou les mémoires de la baronne de **** ecrits par elle-même,1759,La Haye,Pierre de HONDT,"Lambert, Claude-François  abbé",,,
1493,5850.0,La nouvelle Marianne ou les memoires de la baronne de **** ecrits par elle-même,1765,La Haye,Pierre de HONDT,"Lambert, Claude-François  abbé",,1343.0,0.21312417089939117
1494,5851.0,La nouvelle Marianne ou les memoires de la baronne de **** ecrits par elle-même,1772,La Haye,Pierre de HONDT,"Lambert, Claude-François  abbé",,,
1495,5852.0,"Anecdotes venitiennes et turques ou nouveaux memoires du comte de Bonneval depuis son arrivée à Venise jusqu'à son exil dans l'Isle de Chio au mois de mars 1739, par Mr. de Mirone",1740,Londres,aux dépens de la COMPAGNIE,"Lambert de saumery, Pierre",,,
1496,5853.0,"Anecdotes venitiennes et turques ou nouveaux memoires du comte de Bonneval, depuis son arrivée à Venise jusqu'à son exil dans l'Isle de Chio au mois de mars 1739, pr [sic] Mr. de Mirone",1740,Francfort,aux dépens de la COMPAGNIE,"Lambert de saumery, Pierre",,,
1497,5854.0,"Anecdotes venitiennes et turques ou nouveaux memoires du comte de Bonneval depuis son arrivée à Venise jusqu'à son exil dans l'Isle de Chio au mois de mars 1739, par Mr. de Mirone",1740,Utrecht,Jean BROEDELET,"Lambert de saumery, Pierre",,,
1498,5857.0,"Anecdotes venitiennes et turques ou nouveaux memoires du comte de Bonneval, depuis son arrivée à Venise jusqu'à son exil dans l'Isle de Chio au mois de mars 1739, par Mr. de Mirone",1744,"Utrecht, Jean Broedelet",,"Lambert de saumery, Pierre",,,
1499,5859.0,"L'heureux imposteur ou avantures du baron de Janzac, histoire véritable par monsieur de Mirone",1740,Utrecht,Étienne NEAULME,"Lambert de saumery, Pierre",,,
1500,5860.0,"Bok et Zulba, histoire allégorique traduite du portugais de Dom Anrel Eniner",1740,S.l.,,"La solle, Henri-François",,,
1501,5864.0,La valise trouvée,1740,S.l.,s.n.,"Lesage, Alain-René",,,
1502,5865.0,"La valise trouvée, par M. le Sage, nouvelle édition à laquelle on a joint La journée des Parques, par le même, et Le bijoutier philosophe, comédie traduite de l'anglois, avec figures",1779,Maestricht,"Jean-Edme DUFOUR, Phil. ROUX","Lesage, Alain-René",,,
1503,5867.0,"Histoire de mademoiselle de Salens, par madame ***",1740,La Haye,Jean NEAULME,"Lintot, Catherine Cailleau  dame de",,,
1504,5868.0,Histoire de mademoiselle de Salens,1786,Londres,,"Lintot, Catherine Cailleau  dame de",,,
1505,5869.0,"La fable des abeilles ou les fripons devenus honnetes gens, avec le commentaire où l'on prouve que les vices des particuliers tendent à l'avantage du public, traduit de l'anglois sur la sixième edition",1740,Londres,aux dépens de la COMPAGNIE,"Mandeville, Bernard de",,,
1506,5870.0,"La fable des abeilles ou les fripons devenus honnestes gens, avec le commentaire, où l'on prouve que les vices des particuliers tendent [sic] l'avantage du Public, traduit de l'anglois sur la sixiéme edition",1750,Londres,Jean NOURSE,"Mandeville, Bernard de",,,
1507,5871.0,"La fable des abeilles ou les fripons devenus honnetes gens, avec le commentaire, où l'on prouve que les vices des particuliers tendent à l'avantage du public, traduit de l'anglois sur la sixiéme edition",1750,Londres,aux dépens de la COMPAGNIE,"Mandeville, Bernard de",,,
1508,5872.0,"Le Caloandre fidèle, traduit de l'italien d'Ambrosio Marini",1740,Amsterdam,Westein et Smith,"Marini, Giovanni Ambrogio",,,
1509,5873.0,"Les amours de Callisthène et d'Aristoclie, histoire grecque",1740,La Haye,Pierre PAUPIE,"Ménard, Léon",,1295.0,0.3021935820579529
1510,5874.0,"Les amours de Calisthene et d'Aristoclie, histoire greque [sic]",1753,La Haye,Pierre PAUPIE,"Ménard, Léon",,,
1511,5875.0,"Callisthene ou le modele de l'amour et de l'amitié, ouvrage mêlé de caracteres et de moralités qui apprennent à connoître le cœur humain et à se conduire dans la vie",1765,Paris,s.n.,"Ménard, Léon",,,
1512,5876.0,"Les soupers de Daphné et les dortoirs de Lacedemone, anecdotes greques[sic] ou fragments historiques publiés pour la premiere fois et traduits sur la version arabe imprimée à Constantinople, l'an de l'hegire 1110. et de nôtre ere 1731",1740,Oxfort,,"Meusnier de querlon, Anne-Gabriel",,1287.0,0.5744531154632568
1513,5877.0,"Les soupers de Daphene et les dortoirs de Lacedemone, anecdotes greques [sic] ou fragments historiques publiés pour la premiere fois et traduits sur la version arabe imprimée à Constantinople, l'an de l'hégire 1110. et de nôtre ère 1731",1740,Oxfort,s.n.,"Meusnier de querlon, Anne-Gabriel",,1287.0,0.5744531154632568
1514,5880.0,"Les mille et une faveurs, contes de cour tirez de l'ancien gaulois par la reine de Navarre",1783,Londres,aux dépens de la COMPAGNIE,"Mouhy, Charles de Fieux  chevalier de",,,
1515,5881.0,"Les mille et une faveurs, contes de cour tirés de l'ancien gaulois par la reine de Navarre",1784,Londres,aux dépens de la COMPAGNIE,"Mouhy, Charles de Fieux  chevalier de",,,
1516,5882.0,"Histoire du chevalier du soleil, tirée de l'espagnol",1749,Londres,,"Ortun%%ez de calahorra, Diego",,,
1517,5883.0,"Histoire du chevalier du soleil, extrait de l'ancien roman du même nom, dont on a tiré le plus essentiel et le plus digne de la curiosité du public, tirée de l'espagnol",1750,Amsterdam,Pierre MORTIER,"Ortun%%ez de calahorra, Diego",,,
1518,5884.0,"Histoire du chevalier du soleil, tirée de l'espagnol",1769,Londres & Paris,,"Ortun%%ez de calahorra, Diego",,,
1519,5886.0,Histoire du prince Soly surnommé Prenany et de la princesse Feslée,1740,Amsterdam,aux dépens de la COMPAGNIE,"Pajon, Henri",,1114.0,0.9960032105445862
1520,5887.0,Histoire du prince Soly surnommé Prenany et de la princesse Feslée,1740,Amsterdam,aux dépens de la COMPAGNIE,"Pajon, Henri",,1114.0,0.9960032105445862
1521,5888.0,Histoire du prince Soly,1746,Amsterdam,François CHANGUION,"Pajon, Henri",,,
1522,5889.0,Histoire d'une Grecque moderne,1740,Amsterdam,François DESBORDES,"Prévost, abbé Antoine-François",,1346.0,0.8184974491596222
1523,5890.0,Histoire d'une Grecque moderne,1740,Amsterdam,François Desbordes,"Prévost, abbé Antoine-François",,1346.0,0.2201463133096695
1524,5891.0,Histoire d'une Grecque moderne,1741,Amsterdam,Desbordes,"Prévost, abbé Antoine-François",,1347.0,0.6981118023395538
1525,5892.0,"Histoire d'une Grecque moderne, par Mr. l'abbé Prévost, aumônier de son Altesse sérénissime monseigneur le prince de Conty",1741,Amsterdam,Jean CATUFFE,"Prévost, abbé Antoine-François",,1348.0,0.7552633881568909
1526,5893.0,"Histoire de Marguerite d'Anjou reine d'Angleterre, par M. l'abbé Prevost, aumônier de Son Altesse Sérénissime Monseigneur le prince de Conty",1740,Amsterdam,François DESBORDES,"Prévost, abbé Antoine-François",,1346.0,0.6970007568597794
1527,5894.0,"Histoire de Marguerite d'Anjou, reine d'Angleterre, par M. l'abbé Prevost, aumônier de Son Altesse Sérénissime Monseigneur le prince de Conty",1740,Amsterdam,François DESBORDES,"Prévost, abbé Antoine-François",,1346.0,0.6974362879991531
1528,5895.0,"Histoire de Marguerite d'Anjou reine d'Angleterre, par M. l'abbé Prevost, aumônier de Son Altesse Sérénissime Monseigneur le prince de Conty",1740,Amsterdam,François DESBORDES,"Prévost, abbé Antoine-François",,1346.0,0.6970007568597794
1529,5896.0,"Histoire de Marguerite d'Anjou, reine d'Angleterre, par M. l'abbé Prévost, aumönier de son Altesse Sérénissime Monseigneur le prince de Conty",1741,Amsterdam,Jean CATUFFE,"Prévost, abbé Antoine-François",,1348.0,0.7552633881568909
1530,5898.0,"L'amitié après la mort, contenant les Lettres des morts aux vivans et les Lettres morales et amusantes, par madame Rowe, traduites de l'anglois sur la cinquième édition",1740,Amsterdam,aux dépens de la COMPAGNIE,"Rowe, Elizabeth  née Singer",,,
1531,5899.0,"L'amitié après la mort, contenant Les lettres des morts aux vivans et Le lettres morales et amusantes par madame Rowe, traduites de l'anglois sur la cinquiéme edition",1753,Amsterdam,aux dépens de la Compagnie,"Rowe, Elizabeth  née Singer",,,
1532,5900.0,"L'amitié après la mort, contenant Les lettres des morts aux vivans et Le lettres morales et amusantes par madame Rowe, traduites de l'anglois sur la cinquiéme edition",1753,Genève,Gosse,"Rowe, Elizabeth  née Singer",,,
1533,5901.0,"La guerre seraphique ou histoire des perils qu'a courus la barbe des Capucins par les violentes attaques des Cordeliers. On y a joint une dissertation sur l'inscription du grand portail de l'eglise des Cordeliers de Reims: Deo-Homini et beato Francisco, utrique crucifixo",1740,La Haye,Pierre DE HONDT,"Thiers, abbé Jean-Baptiste",,,
1534,5902.0,"La guerre seraphique ou histoire des perils qu'a couru [sic] la barbe des Capucins par les violentes attaques des Cordeliers. On y a joint une dissertation sur l'inscription du grand portail de l'eglise des Cordeliers de Rheims [sic]: Deo-Homini et B.Francisco, utrique crucifixo",1765,La Haye,Pierre de HONDT,"Thiers, abbé Jean-Baptiste",,1343.0,0.21312417089939117
1535,5903.0,"Mémoires du chevalier de Ravanne, page de son Altesse le duc régent et mousquetaire",1740,Liege,s.n.,"Varenne, Jacques de",,1288.0,0.9807277321815491
1536,5904.0,"Mémoires du chevalier de Ravanne, page de son Altesse le duc régent et mousquetaire",1740,Liège,s.n.,"Varenne, Jacques de",,1288.0,0.9807277321815491
1537,5905.0,"Mémoires du chevalier de Ravanne, page de son Altesse le duc régent et mousquetaire, suite du tome II",1741,Liège,s.n.,"Varenne, Jacques de",,1349.0,0.6949643194675446
1538,5906.0,"Mémoires du chevalier de Ravanne, page de son Altesse le duc régent et mousquetaire, tome III",1741,Liège,s.n.,"Varenne, Jacques de",,1349.0,0.700352668762207
1539,5907.0,"Memoires du chevalier de Ravanne, page de son Altesse le duc régent et mousquetaire",1741,Londres,s.n.,"Varenne, Jacques de",,1349.0,0.40958908200263977
1540,5909.0,Mémoires du chevalier de Ravanne,1752,Amsterdam,aux dépens de la COMPAGNIE,"Varenne, Jacques de",,,
1541,5910.0,Mémoires du chevalier de Ravanne,1753,Amsterdam,aux dépens de la COMPAGNIE,"Varenne, Jacques de",,1080.0,0.41836515069007874
1542,5911.0,"Mémoires du chevalier de Ravanne, page de S.A.R. le duc Régent et mousquetaire",1781,Londres,s.n.,"Varenne, Jacques de",,1058.0,0.4147805770238241
1543,5912.0,Mémoires du chevalier de Ravanne,1782,Amsterdam,aux dépens de la COMPAGNIE,"Varenne, Jacques de",,,
1544,5914.0,"Le prétendu enfant supposé ou mémoires de la jeunesse du comte de Letaneuf, le tout entremêlé de particularitez fort intéressantes & accompagné de six airs notés en musique, par Mr D.... de Vaubreton",1740,La Haye,aux dépens de la COMPAGNIE,"Vaubreton, D.... de",,1115.0,0.35927677154541016
1545,5915.0,La jeune Ameriquaine et les Contes marins,1740,La Haye,aux dépens de la COMPAGNIE,"Villeneuve, Gabrielle-Suzanne Barbot  dame de",,1115.0,0.35927677154541016
