ID,long_title,date,place,publisher,author_name,book_code
5024,"Voyage merveilleux du prince Fan-Férédin dans la Romancie, contenant plusieurs observations historiques, géographiques, physiques, critiques et morales, deuxième édition",1738,Paris,P.-G. LE MERCIER,"Bougeant, Guillaume-Hyacinthe",NA
5027,La Lusiade du Camoe%%s,1768,Paris,Babuty,"Camo%%ens, Luis de",NA
5031,Histoire de madame la comtesse des Barres,1752,Amsterdam,aux dépens de la COMPAGNIE,"Choisy, François-Timoléon de",NA
5036,"Boca ou la vertu récompenée, conte nouveau par madame Husson",1756,Londres & Paris,Duchesne,"Le marchand, François Duché de Vancy  dame",NA
5050,Le chevalier des Essars et la comtesse de Berci,1740,La Haye,s.n.,"Guillot de la chassagne, abbé Ignace-Vincent",NA
5051,"Le chevalier des Essars et la comtesse de Berci, histoire remplie d'évenemens interessans",1750,Amsterdam,s.n.,"Guillot de la chassagne, abbé Ignace-Vincent",NA
5055,"Les avantures de Zelim et de Damasine, histoire afriquaine",1757,La Haye,s.n.,"Le givre de richebourg, madame",NA
5084,"Mémoires posthumes du comte de D... B... avant son retour à Dieu, fondé sur l'expérience des vanités humaines, par M. le chevalier de Mouhy",1741,La Haye,Jean NEAULME,"Mouhy, Charles de Fieux  chevalier de",NA
5109,La paysanne parvenue,1738,Amsterdam,François L'HONORÉ,"Mouhy, Charles de Fieux  chevalier de",NA
5110,La paysanne parvenue,1738,Amsterdam,aux dépens de la COMPAGNIE,"Mouhy, Charles de Fieux  chevalier de",NA
5111,La paysanne parvenue,1738,La Haye,Gosse et Neaulme,"Mouhy, Charles de Fieux  chevalier de",NA
5112,La paysanne parvenue,1738,La Haye,Jean NEAULME,"Mouhy, Charles de Fieux  chevalier de",NA
5113,La paysanne parvenue,1738,La Haye,Jean NEAULME,"Mouhy, Charles de Fieux  chevalier de",NA
5119,La paysanne parvenue,1740,Amsterdam & Leipzig,Arkstée et Merkus,"Mouhy, Charles de Fieux  chevalier de",NA
5120,La paysanne parvenue,1741,Amsterdam,aux dépens de la COMPAGNIE,"Mouhy, Charles de Fieux  chevalier de",NA
5121,La paysanne parvenue,1746,Amsterdam,aux dépens de la COMPAGNIE,"Mouhy, Charles de Fieux  chevalier de",NA
5122,La paysanne parvenue,1756,Paris,Prault,"Mouhy, Charles de Fieux  chevalier de",NA
5123,"La paysanne parvenue ou les mémoires de madame la marquise de L.V., par monsieur le chevalier de Mouhy",1757,"Amsterdam, aux dépens de la [Compagnie",NA,"Mouhy, Charles de Fieux  chevalier de",NA
5125,La paysanne parvenue,1767,Amsterdam,aux dépens de la COMPAGNIE,"Mouhy, Charles de Fieux  chevalier de",NA
5126,La paysanne parvenue,1771,Amsterdam,NA,"Mouhy, Charles de Fieux  chevalier de",NA
5127,La paysanne parvenue,1772,Amsterdam,aux dépens de la COMPAGNIE,"Mouhy, Charles de Fieux  chevalier de",NA
5130,"La paysanne parvenue par M. le chevalier de Mouhy, nouvelle édition",1777,Paris,Prault,"Mouhy, Charles de Fieux  chevalier de",NA
5131,La paysanne parvenue,1777,Amsterdam,aux dépens de la COMPAGNIE,"Mouhy, Charles de Fieux  chevalier de",NA
5132,"La paysanne parvenue ou les mémoires de madame la marquise de L.V., par Mr. le chevalier de Mouhy",1779,Lille,C.F.J. LEHOUCQ,"Mouhy, Charles de Fieux  chevalier de",NA
5143,Le doyen de Killerine,1741,La Haye,Pierre POPPY,"Prévost, abbé Antoine-François",NA
5144,Le doyen de Killerine,1741,La Haye,Pierre POPPY,"Prévost, abbé Antoine-François",NA
5146,Le doyen de Killerine,1741,Amsterdam,Pierre HUMBERT,"Prévost, abbé Antoine-François",NA
5150,Le doyen de Killerine,1744,Amsterdam,Pierre POPPY,"Prévost, abbé Antoine-François",NA
5153,Le doyen de Killerine,1750,Paris,Didot,"Prévost, abbé Antoine-François",NA
5154,Le doyen de Killerine,1760,La Haye,Popie,"Prévost, abbé Antoine-François",NA
5155,"Le doyen de Killerine, histoire morale compsoée sur les mémoires d'une illustre famille d'Irlande et ornée de tout ce qui peut rendre une lecture utile et agréable, par l'auteur des Mémoires d'un homme de qualité",1762,Paris,Charpentier,"NA, NA",NA
5158,"Le doyen de Killerine, histoire morale composée sur les mémoires d'une illustre famille d'Irlande et ornée de tout ce qui peut rendre une lecture utile et agréable, par l'auteur des Mémoires d'un homme de qualité, nouvelle édition ornée de figures en taille-douce",1771,Lille,J.B. HENRY,"Prévost, abbé Antoine-François",NA
5159,"Le doyen de Killerine, histoire morale, composée sur les mémoires d'une illustre famille d'Irlande et ornée de tout ce qui peut rendre une lecture utile et agréable, par l'auteur des Mémoires d'un homme de qualité",1771,La Haye,Pierre POPIE,"Prévost, abbé Antoine-François",NA
5163,Le doyen de Killerine,1778,La Haie,Pierre de HONDT,"Prévost, abbé Antoine-François",NA
5164,"Le doyen de Killerine, ...nouvelle édition avec figures",1783,Lyon,Amable LE ROY,"Prévost, abbé Antoine-François",NA
5167,"Le doyen de Killerine, histoire morale composée sur les mémoires d'une illustre femille d'Irlande et ornée de tout ce qui peut rendre une lecture utile et agréable, par l'auteur des Mémoires d'un homme de qualité, nouvelle édition, exactement corrigée",1784,Montargis,Prévost,"Prévost, abbé Antoine-François",NA
5169,Le doyen de Killerine,1789,La Haye,Pierre POPPY,"Prévost, abbé Antoine-François",NA
5176,"Les femmes militaires, relation historiques d'une isle nouvellement decouverte, enrichie de figures, dédiée à monseigneur le chevalier d'Orleans, par le C.D***",1750,Paris,Didot,"Rustaing de saint-jory, Louis",NA
5181,Mémoires du comte de Comminge,1764,La Haye & Paris,L'Esclapart,"Tencin, Claudine-Alexandrine Guérin  marquise de",NA
5182,Mémoires du comte de Comminge,1764,Londres & Paris,chez les LIBRAIRES DU PALAIS ROYAL ET DU QUAI DE GÈVRES,"Tencin, Claudine-Alexandrine Guérin  marquise de",NA
5187,Mémoires du comte de Comminge,1766,Genève & Lyon,PierreDUPLAIN L'AÎNÉ,"Tencin, Claudine-Alexandrine Guérin  marquise de",NA
5193,"Mémoires du comte de Comminge, ... quatrième édition",1772,La Haye,Pierre GOSSE,"Tencin, Claudine-Alexandrine Guérin  marquise de",NA
5256,"Histoire de mademoiselle de ***, nouvelle espagnole",1746,La Haye,NA,"NA, NA",NA
5261,"Histoire de Moncade, dont les principales aventures se son passées au Mexique",1755,Amsterdam,??,"Alégre, d",NA
5265,Les enchainemens de l'amour et de la fortune ou memoires du marquis de Vaudreville,1746,La Haye,Benjamin GIBERT,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5271,"Lettres juives ou correspondance philosophique, historique et critique, entre un Juif voïageur en différens etats de l'Europe et ses correspondans en divers endroits, nouvelle édition augmentée de XX nouvelles lettres, de quantité de remarques et de plusieurs figures",1738,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5272,"Lettres juives ou correspondance philosophique, historique et critique entre un Juif voyageur à Paris et ses correspondans en divers endroits",1738,Lausanne & Genève,Marc-Michel BOUSQUET ET COMPAGNIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5273,Lettres juives,1740,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5278,"Lettres juives ou correspondance philosophique, historique et critique entre un Juif voyageur à Paris et ses correspondans en divers endroits /../ nouvelle édition",1750,Lausanne,Marc-Michel BOUSQUET ET COMPAGNIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5279,"Lettres juives ou correspondance entre un Juif voyageur en differens etats de l'Europe et ses correspondans en divers endroits, nouvelle edition augmentée de nouvelles lettres et de quantité de remarques",1754,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5280,Lettres juives,1754,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5281,"Lettres juives ou correspondance philosophique, historique et critique entre un Juif voyageur en différens etats de l'Europe et ses correspondans en divers endroits, nouvelle édition augmentée de nouvelles lettres et de quantité de remarques",1764,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5282,"Lettres juives ou correspondance philosophique, historique et critique entre un Juif voyageur en différents etats de l'Europe et ses correspondans en divers endroits, nouvelle édition augmentée de nouvelle lettres et de quantité de remarques",1766,La Haye,Pierre Paupie,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5284,"Lettres juives ou correspondance philosophique, historique et critique entre un Juif voyageur en différents états de l'Europe et ses correspondants en divers endtrois, nouvelle édition augmentée de nouvelles lettres et de quantité de remarques",1777,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5289,"Memoires de mademoiselle de Mainville ou le feint chevalier, par Mr. le marquis d'Argens",1750,Amsterdam,par la SOCIÉTÉ,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5294,"Memoires du marquis de Mirmon ou le solitaire philosophe, par M. le marquis d'Argens",1756,Amsterdam,"Wetstein et, Smith","Argens, Jean-Baptiste de Boyer  marquis d",NA
5303,Les egaremens du cœur et de l'esprit ou memoires de Mr de Meilcour,1738,La Haye,Gosse et Neaulme,"Crébillon, Claude-Prosper Jolyot de",NA
5304,Les egaremens du cœur et de l'esprit,1738,La Haye,Jean NEAULME,"Crébillon, Claude-Prosper Jolyot de",NA
5307,Les egaremens du cœur et de l'esprit ou memoires de Mr de Meilcour,1741,La Haye,Gosse et Neaulme,"Crébillon, Claude-Prosper Jolyot de",NA
5312,Les egaremens du cœur et de l'esprit ou mémoires de Mr. de Meilcour,1752,La Haye,Jean NEAULME,"Crébillon, Claude-Prosper Jolyot de",NA
5313,Les egaremens du cœur et de l'esprit ou mémoires de Mr. de Meilcour,1758,La Haye,Neaulme,"Crébillon, Claude-Prosper Jolyot de",NA
5314,L'amour décent et délicat ou le beau de la galanterie,1760,A la tendresse,chez les amans,"Crébillon, Claude-Prosper Jolyot de",NA
5315,Les egaremens du cœur et de l'esprit ou mémoires de Mr. de Meilcour,1760,La Haye,Jean NEAULME,"Crébillon, Claude-Prosper Jolyot de",NA
5316,Les egaremens du cœur et de l'esprit ou mémoires de Mr. de Meilcour,1761,La Haye,Jean NEAULME,"Crébillon, Claude-Prosper Jolyot de",NA
5317,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1764,La Haye,Jean Néaulme,"Crébillon, Claude-Prosper Jolyot de",NA
5318,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1765,Paris,Prault le jeune,"Crébillon, Claude-Prosper Jolyot de",NA
5319,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1765,Amsterdam & Leipzig,Arkstée et Merkus,"Crébillon, Claude-Prosper Jolyot de",NA
5320,Les egaremens du cœur et de l'esprit,1766,Genève & Lyon,PierreDUPLAIN L'AÎNÉ,"Crébillon, Claude-Prosper Jolyot de",NA
5321,L'amour décent et délicat ou le beau de la galanterie,1768,A la tendresse,chez les amans,"Crébillon, Claude-Prosper Jolyot de",NA
5322,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1770,La Haye,Jean NEAULME,"Crébillon, Claude-Prosper Jolyot de",NA
5323,Les egaremens du cœur et de l'esprit,1777,Amsterdam,Marc-Michel REY,"Crébillon, Claude-Prosper Jolyot de",NA
5325,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1779,Maestricht,"Jean-Edme DUFOUR ET, Philippe ROUX","Crébillon, Claude-Prosper Jolyot de",NA
5326,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1782,Londres,s.n.,"Crébillon, Claude-Prosper Jolyot de",NA
5327,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1784,??,??,"Crébillon, Claude-Prosper Jolyot de",NA
5328,Les egaremens du cœur et de l'esprit,1785,Bruxelles,Le Francq,"Crébillon, Claude-Prosper Jolyot de",NA
5329,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1786,Maestricht,Dufour et Roux,"Crébillon, Claude-Prosper Jolyot de",NA
5330,Les egaremens du cœur et de l'esprit ou mémoires de M. de Meilcour,1788,Londres,s.n.,"Crébillon, Claude-Prosper Jolyot de",NA
5337,"La promenade de Saint Cloud, par monsieur Lesage",1738,La Haye,aux dépens de la COMPAGNIE,"Fromaget, Nicolas",NA
5338,"La promenade de Saint Cloud, la confidence réciproque",1755,Amsterdam & Paris,Brocas,"Fromaget, Nicolas",NA
5339,La promenade de Saint Cloud ou la confidence réciproque,1755,Amsterdam & Paris,Hochereau l'aîné,"Fromaget, Nicolas",NA
5340,La promenade de Saint Cloud,1757,??,??,"Fromaget, Nicolas",NA
5348,Histoire des deux Aspasies,1738,??,??,"Leconte de biévre, Jean-Joseph-François",NA
5349,"Histoire des deux Aspasies, femmes illustres de la Grece, avec des remarques historiques et critiques",1749,La Haye,Neaulme,"Leconte de biévre, Jean-Joseph-François",NA
5352,Le bachelier de Salamanque ou les memoires de D. Cherubin de la Ronda tirés d'un manuscrit espagnol par M. Lesage,1738,La Haye,Pierre GOSSE,"Lesage, Alain-René",NA
5354,"Le bachelier de Salamanque ou les memoires de D. Cherubin de La Ronda, tirés d'un manuscrit espagnol, par monsier Le Sage",1740,Amsterdam,"J. WETSTEIN ET, G. SMITH","Lesage, Alain-René",NA
5355,"Le bachelier de Salamanque ou les memoires de D. Cherubin de La Ronda, tirés d'un manuscrit espagnol, par monsier Le Sage",1741,La Haye,Pierre GOSSE,"Lesage, Alain-René",NA
5356,"Le bachelier de Salamanque ou les memoires de D. Cherubin de La Ronda, tirés d'un manuscrit espagnol, par monsier Le Sage",1741,Paris,de POILLY,"Lesage, Alain-René",NA
5357,"Le bachelier de Salamanque ou les mémoires et avantures de don Chérubin de La Ronda, par M. Le Sage, nouvelle édition",1759,Paris,Cailleau,"Lesage, Alain-René",NA
5358,"Le bachelier de Salamanque ou les mémoires et avantures de don Chérubin de La Ronda, par M. Le Sage, nouvelle édition",1765,Paris,Cailleau,"Lesage, Alain-René",NA
5359,"Le bachelier de Salamanque ou les memoires et aventures de don Cherubin de La Ronda, par monsieur Le Sage, nouvelle édition",1767,Paris,Laurent PRAULT FILS,"Lesage, Alain-René",NA
5360,Le bachelier de Salamanque,1769,??,??,"Lesage, Alain-René",NA
5361,"Le bachelier de Salamanque [...], nouvelle édition",1774,Paris,Prault,"Lesage, Alain-René",NA
5362,Le bachelier de Salamanque ou mémoires et aventures de don Chérubin de La Ronda,1776,S.l.,s.n.,"Lesage, Alain-René",NA
5363,"Le bachelier de Salamanque ou mémoires et aventures de don Chérubin de la Ronda, par Alain-René Le Sage, nouvelle édition revue et corrigée",1777,S.l.,s.n.,"Lesage, Alain-René",NA
5364,"Le bachelier de Salamanque ou les mémoires et aventure de don Chérubin de la Ronda, par Mr. Le Sage, nouvelle édition",1784,Paris,Libraires associés,"Lesage, Alain-René",NA
5380,"Histoire de l'admirable dom Inigo de Guipuscoa, chevalier de la Vierge et fondateur de la monarchie des Inighistes avec une description abrégée de l'etablissement et du gouvernment de cette formidable monarchie, par le sieur Hercule Rasiel de Selva, nouvelle édition augmentée de l'Anti-Cotton et de l'histoire critique de ce fameux ouvrage",1738,La Haye,la veuve de Charles LE VIER,"Levier, Charles",NA
5382,"Histoire de l'admirable dom Inigo de Guipuscoa, chevalier de la vierge et fondateur de la monarchie des Inighistes, avec une description abrégée de l'établissement et du gouvernement de cette formidable monarchie, par le sieur Hercule Rasiel de Selva, nouvelle édition aumgentée de l'Anti-Cotton et de l'histoire critique de ce fameux ouvrage",1758,La Haye,aux dépens de la COMPAGNIE,"Levier, Charles",NA
5389,"Le siecle ou les memoires du comte de Solinville, par madame L***",1741,La Haye,Henry VAN BULDEREN,"Lévesque, Louise Cavelier  madame",NA
5399,"La mouche ou les avantures de M. Bigand, traduits de l'italien par le chevalier de Mouhy",1738,Paris,de Poilly,"Mouhy, Charles de Fieux  chevalier de",NA
5401,La mouche,1752,??,??,"Mouhy, Charles de Fieux  chevalier de",NA
5402,"La mouche ou les avantures de M. Bigand, traduits de l'italien par le chevalier de Mouhy",1758,Paris,Valleyre,"Mouhy, Charles de Fieux  chevalier de",NA
5403,"La mouche ou les avantures de M. Bigand, traduites de l'italien par M. le chevalier de Mouhy",1759,Paris,Valleyre,"Mouhy, Charles de Fieux  chevalier de",NA
5404,"La mouche ou les avantures de M. Bigand, traduites de l'italien par M. le chevalier de Mouhy",1760,Paris,Dufour,"Mouhy, Charles de Fieux  chevalier de",NA
5405,"La mouche ou les avantures de M. Bigand, traduites de l'italien par M. le chevalier de Mouhy",1761,Paris,Dufour,"Mouhy, Charles de Fieux  chevalier de",NA
5406,"La mouche ou les avantures de M. Bigand, traduites de l'italien par M. le chevalier de Mouhy",1761,Paris,Dufour,"Mouhy, Charles de Fieux  chevalier de",NA
5407,"La mouche ou les avantures de M. Bigand, traduites de l'italien par M. le chevalier de Mouhy",1761,Paris,Valleyre,"Mouhy, Charles de Fieux  chevalier de",NA
5408,"La mouche ou les avantures de M. Bigand, traduites de l'italien par M. le chevalier de Mouhy",1762,Paris,Dupuis,"Mouhy, Charles de Fieux  chevalier de",NA
5409,La mouche,1774,??,??,"Mouhy, Charles de Fieux  chevalier de",NA
5410,"La mouche ou les espiégleries et avantures galantes de Bigand, nouvelle édition, revue et corrigée, avec figures, par M. le chevalier de Mouhy",1777,Venise & Paris,"veuve DUCHESNE, Cailleau","Mouhy, Charles de Fieux  chevalier de",NA
5415,"Histoire de D. Ranucio d'Aletez, histoire véritable",1740,Venise,Antonio Pasquinetti,"Porée, abbé Charles-Gabriel",NA
5416,"Histoire de dom Ranucio d'Alétés, histoire véritable",1752,Venise,Antonio PASQUINETTI,"Porée, abbé Charles-Gabriel",NA
5418,Histoire de don Ranucio d'Alétés,1786,Venise,??,"Porée, abbé Charles-Gabriel",NA
5430,"Histoire du prince Titi . R.A., quatrième édition",1752,Paris,veuve PISSOT,"Saint-hyacinthe, Hyacinthe Cordonnier  dit Thémiseul de",NA
5437,"Les œuvres de Virgile en latin et en françois, traduction nouvelle",1746,Paris,"Desaint et, Saillant","VIRGILE, NA",NA
5441,"Les œuvres de Virgile en latin et en françois, nouvelle édition revue & corrigé",1769,Paris,Saillant,"VIRGILE, NA",NA
5442,"Les œuvres de Virgile en latin et en françois, nouvelle édition, revue & corrigée",1780,Paris,Nyon le jeune,"VIRGILE, NA",NA
5443,"Les œuvres de Virgile en latin et en françois, nouvelle édition, revue & corrigée",1780,Paris,la veuve DESAINT,"VIRGILE, NA",NA
5444,Les œuvres de Virgile en latin et en françois,1787,Paris,Desaint et Saillant,"VIRGILE, NA",NA
5445,Les œuvres de Virgile en latin et en françois,1787,Paris,Nyon l'aîné,"VIRGILE, NA",NA
5461,"Amusemens de la campagne, de la cour et de la ville",1738,Amsterdam,??,"NA, NA",NA
5464,"Amusemens de la campagne, de la cour et de la ville ou récréations, historiques, anecdotes secrettes et galantes",1740,Amsterdam,François L'HONORÉ ET FILS,"NA, NA",NA
5465,"Amusemens de la campagne, de la cour et de la ville ou récréations, historiques, anecdotes secrettes et galantes",1741,Amsterdam,François L'HONORÉ ET FILS,"NA, NA",NA
5471,"Amusemens de la campagne, de la cour, et de la ville ou récréations historiques et galantes, nouvelle edition corrigée",1756,Francfort en foire & Liége,Bassompierre,"NA, NA",NA
5472,"Amusemens de la campagne, de la cour, et de la ville ou récréations historiques et galantes, nouvelle edition corrigée, tome dixiéme",1757,Francfort en foire & Liège,Bassompierre,"NA, NA",NA
5473,"Amusemens de la campagne, de la cour et de la ville, ... nouvelle édition",1758,Amsterdam,François L'HONORÉ,"NA, NA",NA
5474,"Amusemens de la campagne, de la cour et de la ville ou récréations historiques et galantes, nouvelle edition corrigée",1760,Francfort & Liège,Bassompierre,"NA, NA",NA
5481,Le triomphe des religieuses ou les nones babillardes,1749,Congo,chez Monomotapa au Perroquet,"NA, NA",NA
5482,Les délices du cloître ou la religieuse éclairée,1750,La Haye,??,"NA, NA",NA
5483,"Les delices du cloitre ou la none eclairée, avec un discours préliminaire",1760,S.l.,s.n.,"NA, NA",NA
5484,"Les delices du cloitre ou la none eclairée, avec un discours préliminaire",1761,S.l.,s.n.,"NA, NA",NA
5485,"La religieuse en chemise ou la none éclairée, avec un discours préliminaire",1763,S.l.,s.n.,"NA, NA",NA
5486,"Les delices du cloître ou la none éclairée, avec un discours préliminaire",1764,Cologne,Le Sincère,"NA, NA",NA
5487,"La none éclairée ou les délices du cloistre, avec un discours préliminaire, nouvelle édition, revue, corrigée et augmentée",1774,Amsterdam,s.n.,"NA, NA",NA
5488,"La none éclairée ou les délices du cloistre, avec un discours préliminaire, nouvelle édition, revue, corrigée et augmentée",1775,Amsterdam,s.n.,"NA, NA",NA
5489,Les délices du cloître ou la none éclairée,1781,S.l.,s.n.,"NA, NA",NA
5492,"La fille errante ou mémoires de mademoiselle de Paisigni écrits, par elle-même",1741,Paris & Liège,Éverard KINTS,"NA, NA",NA
5501,"Mémoires de la vie de mylord duc d'Ormond ci-devant capitaine-général et commandant en chef des troupes de la Grande-Bretagne et depuis dans la même qualité au service de S.M.C., traduit de l'anglois",1738,La Haye,aux dépens de la COMPAGNIE,"NA, NA",NA
5507,"Mémoires du comte de Bonneval, ci-devant général d'infanterie au service de S.M. impériale et catholique, tome premier, seconde édition, revue et corrigée",1738,La Haye,Jean van DUREN,"NA, NA",NA
5508,Mémoires du comte de Bonneval ci-devant général d'infanterie au service de sa Majesté Impériale et Catholique,1738,Londres,aux dépens de la COMPAGNIE,"NA, NA",NA
5509,"Mémoires du comte de Bonneval ci-devant général d'infanterie au service de sa Majesté Impériale et Catholique, nouvelle édition augmentée",1738,Londres,aux dépens de la COMPAGNIE,"NA, NA",NA
5510,"Nouveaux mémoires du comte de Bonneval ci-devant général d'infanterie au service de sa Majesté Impériale et Catholique, contenant ce qui lui est arrivé de plus remarquable durant son sejour en Turquie",1738,Londres,aux dépens de la COMPAGNIE,"NA, NA",NA
5512,"Mémoires du comte de Bonneval officier général, [...] pacha à trois queues",1740,Londres,??,"NA, NA",NA
5513,"Mémoires du comte de Bonneval, ci-devant général d'infanterie au servie de S.M. impériale et catholique, troisième edition revue sur le manuscrit original et corrigée exactement",1741,La Haye,Jean van DUREN,"NA, NA",NA
5514,"Mémoires du comte de Bonneval, ci-devant général d'infanterie au service de Sa Majesté imériale et catholique, nouvelle édition augmentée d'un supplément et divisée en cinq volumes",1755,Londres,aux dépens de la COMPAGNIE,"NA, NA",NA
5524,"Lettres cabalistiques ou correspondance philosophique, historique et critique, entre deux cabalistes, divers esprits élémentaire et le seigneur Astaroth",1738,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5525,"Lettres cabalistiques ou correspondance philosophique, historique et critique, entre deux cabalistes, divers esprits élémentaire et le seigneur Astaroth",1738,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5526,"Lettres cabalistiques ou correspondance philosophique, historique et critique entre deux cabalistes, divers esprits élémentaires et le seigneur Astaroth, nouvelle édition, augmentée de LXXX nouvelles lettres, de quantité de remarques et de plusieurs figures",1741,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5527,"Lettres cabalistiques ou correspondance philosophique, historique et critique entre deux cabalistes, divers esprits élémentaires et le seigneur Astaroth, nouvelle édition, augmentée de nouvelles lettres, de quantité de remarques",1754,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5528,"Lettres cabalistiques ou correspondance philosophique, historique et critique entre deux cabalistes, divers esprits élémentaires et le seigneur Astaroth, nouvelle édition, augmentée de nouvelles lettres, de quantité de remarques",1766,Paris,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5529,"Lettres cabalistiques ou correspondance philosophique, historique et critique entre deux cabalistes, divers esprits élémentaires et le seigneur Astaroth, nouvelle édition, augmentée de nouvelles lettres, de quantité de remarques",1767,Paris,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5530,"Lettres cabalistiques ou correspondance philosophique, historique et critique entre deux cabalistes, divers esprits élémentaires et le seigneur Astaroth, nouvelle édition, augmentée de nouvelles lettres, de quantité de remarques",1769,La Haye,Pierre PAUPIE,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5532,"Memoires du comte de Vaxère ou le faux rabin, par l'auteur des Lettres juives",1738,Amsterdam,s.n.,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5533,"Memoires du comte de Vaxère ou le faux rabin, par monsieur le marquis d'Argens",1749,"Amsterdam, aux dépens de laa [Société",NA,"Argens, Jean-Baptiste de Boyer  marquis d",NA
5541,"Le paysan gentilhomme ou avantures de M. Ransav, avec son voyage aux Isles jumelles, par monsieur de Catalde",1738,Paris,Pierre PRAULT,"Catalde, de",NA
5542,"Le paysan gentilhomme ou avantures de M. Ransav, avec son voyage aux Isles jumelles, par monsieur de Catalde",1738,La Haye,Pierre de HONDT,"Catalde, de",NA
5543,"Le paysan gentilhomme ou avantures de M. Ransav, avec son voyage aux Isles jumelles, par monsieur de Catalde",1755,Amsterdam,par la COMPAGNIE,"Catalde, de",NA
5547,"Histoires du comte d'Oxfort, de miledy d'Herby, d'Eustache de S.-Pierre et de Beatrix de Guinès au siége de Calais sous le règne de Philippe de Valois, roi de France, par madame de Gomez",1738,La Haye,Jean Gallois,"Gomez, Madeleine-Angélique Poisson  dame Gabriel de",NA
5548,"Histoire du comte d'Oxfort, de miledy d'Herby, d'Eustache de St-Pierre et de Beatrix de Guinès au siége de Calais",1757,Paris,s.n.,"Gomez, Madeleine-Angélique Poisson  dame Gabriel de",NA
5549,"Histoire d'Eustache de Saint-Pierre au siège de la ville de Calais sous le règne de Philippe de Valois, roi de France et de Navarre en 1346 et 1347",1765,Calais & Paris,Vente,"Gomez, Madeleine-Angélique Poisson  dame Gabriel de",NA
5557,"Sec et noir ou la princesse des fleurs et le prince des autruches, conte, avec un discours préliminaire qui contient l'apologie des contes de fées",1743,La Haye,s.n.,"Lubert, mademoiselle de",NA
5560,"Pharsamon ou les nouvelles folies romanesques, par monsieur de Marivaux",1738,La Haye,Pierre de HONDT,"Marivaux, Pierre Carlet de Chamblain de",NA
5563,"Histoire du vaillant chevalier Tiran le Blanc, traduite de l'espagnol",1740,Londres,NA,"Martorell, Joanot",NA
5564,"Histoire du vaillant chevalier Tiran le Blanc, traduite de l'espagnol",1740,Amsterdam,Westein et Smith,"Martorell, Joanot",NA
5565,Histoire du vaillant chevalier Tiran le Blanc,1775,Londres,s.n.,"Martorell, Joanot",NA
5566,"La vie de Chimene Spinelli, histoire veritable par M. le chevalier de Mouhy",1738,Paris,Ribou,"Mouhy, Charles de Fieux  chevalier de",NA
5567,"La vie de Chimene Spinelli, histoire veritable par M. le chevalier de Mouhy",1738,Paris,Ribou,"Mouhy, Charles de Fieux  chevalier de",NA
5576,"Memoires du marechal de Berwik, duc et pair de France et généralissime des armées de sa majesté",1738,La Haye,Pierre PAUPIE,"Plantavit de la pause, Guillaume  abbé de Margon",NA
5577,"Memoires du marechal de Berwick, duc et pair de France et généralissime des armées de sa majesté",1738,Londres,aux dépens de la COMPAGNIE,"Plantavit de la pause, Guillaume  abbé de Margon",NA
5578,"Memoires du marechal de Berwik, duc et pair de France et généralissime des armées de sa majesté",1738,Londres,J. NOURS ,"Plantavit de la pause, Guillaume  abbé de Margon",NA
5580,Memoires du marechal de Berwick,1741,Amsterdam,aux dépens de la COMPAGNIE,"Plantavit de la pause, Guillaume  abbé de Margon",NA
5581,Memoires du marechal de Berwik,1758,Londres,aux dépens de la COMPAGNIE,"Plantavit de la pause, Guillaume  abbé de Margon",NA
