place_code,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,notes,geoname,geoname_lat,geoname_lng
pl086,"CATEAU-CAMBRÉSIS, Le",NULL,"CATEAU-CAMBRÉSIS, Le",Valenciennes,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,427,NA,3004835,50.1,3.55
pl087,CERLIER,Erlach,ERLACH,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,14,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2660874,47.0422,7.09728
pl088,CESSE,NULL,CESSE,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,309,Confirmation: described as 'near Stenai'.,3027787,49.51284,5.15928
pl091,CHÂLONS-sur-MARNE,CHÂLONS en CHAMPAGNE,CHÂLONS-en-CHAMPAGNE,Châlons,France,Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,290,NA,3027487,48.95393,4.36724
pl097,CHÂTEAU d'OEX,NULL,CHÂTEAU d'OEX,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,59,NA,2661205,46.47455,7.13155
pl098,CHÂTEAUDUN en DUNOIS,Châteaudun,CHÂTEAUDUN-en-DUNOIS,Orléans,France,Eure-et-Loir,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,438,NA,3026285,48.08333,1.33333
pl099,CHÂTILLON sur SEINE,NULL,CHÂTILLON-sur-SEINE,Burgundy,France,Côte d'Or,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,202,NA,3026046,47.85851,4.57375
pl104,CHÉZARD,Chezard-Saint-Martin,CHÉZARD,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2661178,47.06629,6.93332
pl090,CHALON-sur-Saône,NULL,CHALON-sur-Saône,Burgundy,France,Saône-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,160,NA,3027484,46.78333,4.85
pl093,CHAMBÉRY,NULL,CHAMBÉRY,Savoy,Piedmont,Savoie,France,Italian,Rest of Europe,0,0,0,0,0,0,0,0,0,176,Annexed to France 27 November 1792. The C18 sovereign territory 'Sardinia' was renamed 'Piedmont' to avoid confusion with the island of 'Sardinia' which did not receive any books.,3027422,45.56465,5.92645
pl094,CHAMPVENT sur YVERDON,NULL,CHAMPVENT-sur-YVERDON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,35,NA,2661220,46.78277777777778,6.571666666666666
pl095,CHARMEY,NULL,CHARMEY,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,45,Place identity and details confirmed in the Dictionnaire historique de la Suisse. Only place with this name showing in Google Earth.,2661211,46.61957,7.16486
pl096,CHARTRES,NULL,CHARTRES,Orléans,France,Eure-et-Loir,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,439,NA,3026467,48.44685,1.48925
pn543,Châtellerault,NULL,Châtellerault,Poitiers,France,Vienne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl100,CHAUMONT en BASSIGNEY,NULL,CHAUMONT-en-BASSIGNEY,Châlons,France,Haute-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,183,NA,3025892,48.111111111111114,5.141111111111111
pl101,CHAUX d'ESTALIERES,Chaux des Taillères,CHAUX-des-TAILLIÈRES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,27,"Confirmation: Former name for a valley & old mairies incorporating Les Taillères and La Brévine. Dictionnaire Historique de la Suisse. Coordinates as for Les Taillères. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'. Confirmation: Former name for a valley & old mairies incorporating Les Taillères and La Brévine. Dictionnaire Historique de la Suisse. Coordinates as for Les Taillères. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",8533453,46.970555555555556,6.5761111111111115
pl102,"CHAUX-de-FONDS, La",NULL,"CHAUX-de-FONDS, La",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,15,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2660076,47.09993,6.82586
pl103,CHAUX-de-MILIEU,NULL,CHAUX-du-MILIEU,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,17,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.  Confirmation: Geoname is correct",8533452,47.01257,6.70724
pl450,CHINON,NULL,CHINON,Tours,France,Indre-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,508,NA,3025132,47.16667,0.25
pl469,CLAIRA-EN-AGENAIS,Clairac-en-Agenais,CLAIRAC,Bordeaux,France,Lot-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,587,"Confirmation: formerly known as Clairac-en-Agenais, Clairac was a Protestant town of 5,900 inhabitants in 1793. Nowhere called Claira has been identified in the region. Confirmation: formerly known as Clairac-en-Agenais, Clairac was a Protestant town of 5,900 inhabitants in 1793. Nowhere called Claira has been identified in the region.",3024816,44.36,0.3788888888888889
pl105,CLAIRVAUX,Clairvaux-les-Lacs,CLAIRVAUX,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,101,Confirmation: is on/near the route from Nyon to Bourg-en-Bresse.,3024796,46.57473,5.74825
pl106,CLARENS,En Clarens,CLARENS,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,82,"Confirmation: described as s/Nyon, hence En Clarens, Nyon.  Confirmation: FBTEE place notes make clear this is tiny hamlet near Nyon, which appears as Houses in Geonames",11215476,46.44055,6.89233
pl107,CLAVALEYRES,NULL,CLAVALEYRES,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,18,Identification: described as 'près MORAT'. Tiny Bernese enclave since 1527 (Dictionnaire Historique de la Suisse).,8533365,46.8991,7.09282
pl108,CLERMONT-FERRAND,NULL,CLERMONT-FERRAND,Riom,France,Puy-de-Dôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,325,NA,3024635,45.77966,3.08628
pl109,CLEVES,Clèves,CLEVES,Cleves,Prussia: Cleves,North Rhine-Westphalia,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,1,534,"For mapping and data analysis reasons, Cleves sovereign territory is 'Cleves' and not 'Prussia'.",2887835,51.78826,6.13865
pl110,COBLENCE,"Koblenz, Coblenz, Coblentz",KOBLENZ,Trier,Trier,Rhineland-Palatinate,Germany,German,Rest of Europe,1,1,0,0,0,0,0,0,0,375,NA,2886946,50.35357,7.57883
pl111,COIRE,Chur,CHUR,League of God's house,Grison Leagues,Grisons,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,199,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2661169,46.84986,9.53287
pl112,COLMAR,NULL,COLMAR,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,123,NA,3024297,48.08078,7.35584
pl113,COLOGNE,NULL,COLOGNE,Cologne (city),Cologne (city),North Rhine-Westphalia,Germany,German,Rest of Europe,1,1,1,0,1,0,0,0,0,437,Recorded as an ecclesiastical jurisdiction because of Archbishop's continuing jurisdiction in criminal matters. Higher education: a University was created in 1388 and suppressed in 1798.,2886242,50.93333,6.95
pl114,COLOMBIER,NULL,COLOMBIER,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2661143,46.96628,6.86478
pl116,COMPIÈGNE,NULL,COMPIÈGNE,Paris,France,Oise,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,405,NA,3024066,49.41794,2.82606
pl117,CONCISE,NULL,CONCISE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,22,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,2661133,46.85027,6.71968
pl118,CONDÉ sur NOIREAU,NULL,CONDÉ-sur-NOIREAU,Caen,France,Calvados,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,593,"Confirmation: in Caen généralité on Robert de Vaugondy map of Normandie gouvernement, 1758.",3023953,48.84881,-0.55214
pl493,CONFLANS,Conflans-sur-Lanterne,CONFLANS,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,107,"Identification uncertain. There are several Conflans in France but this combines size and relative proximity. Conflans is mentioned as the destination for a letter to a bookseller in an out letter book, but no further indication of place is given. The letter discusses books but there is no further relevant data in database. Thierry Rigogne Between State and Market does not mention Conflans.",3023928,47.81667,6.21667
pl119,COPENHAGUE,Copenhagen,COPENHAGEN,Zealand,Denmark,Hovedstaden,Denmark,Scandinavian,Rest of Europe,0,0,0,0,1,0,0,0,0,1041,Higher education: University founded 1479,2618425,55.67594,12.56553
pl120,COPPET,NULL,COPPET,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,95,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2661124,46.31682,6.19114
pl121,CORCELLES,NULL,CORCELLES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,5,"For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",7669508,46.98642,6.87751
pl122,CORGEMONT,NULL,CORGEMONT,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,28,NA,2661117,47.19457,7.14517
pl123,CORNAUX,NULL,CORNAUX,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,9,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2661114,47.0396,7.01872
pl124,CORSEAUX,NULL,CORSEAUX,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,60,NA,8533404,46.47222,6.82942
pl125,CORTAILLOD,NULL,CORTAILLOD,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2661110,46.94306,6.8444
pl126,COURGEVAUX,NULL,COURGEVAUX,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,Town administered jointly with Berne until 1798.,2661098,46.90648,7.11215
pl127,COURTELARY,NULL,COURTELARY,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,24,NA,2661092,47.17822,7.07236
pn544,Coutances,NULL,Coutances,Caen,France,Manche,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl128,COUVET,NULL,COUVET,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,24,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2661086,46.92525,6.6327
pl129,CRACOVIE,"Cracow, Kracow",CRACOW,Poland,Poland,Lesser Poland,Poland,East European,Rest of Europe,0,0,0,0,1,0,0,0,0,1017,Annexed to Austria 1795. Higher education: University founded in 1364.,3094802,50.06143,19.93658
pl130,CRAPONNE en VELAY,Craponne-sur-Arzon,CRAPONNE-en-VELAY,Riom,France,Haute-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,302,Confirmation: checked modern and C18 names via local history society website.,3022679,45.33135,3.84802
pl131,CREMONE,Cremona,CREMONA,Milan,Austrian Italian territories,Lombardy,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,318,"For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.",3177838,45.13325,10.02129
pl460,CRISSIER,NULL,CRISSIER,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,55,NA,2661072,46.54586,6.57567
pl481,CUDREFIN,NULL,CUDREFIN,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,8,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2661068,46.95577,7.01855
pl140,DÔLE,NULL,DÔLE,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,109,NA,3021263,47.1,5.5
pl132,DARMSTADT,NULL,DARMSTADT,Hesse-Darmstadt,Hesse-Darmstadt,Hesse,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,343,NA,2938913,49.87167,8.65027
pl133,DELEMONT,NULL,DELEMONT,Basle Bishopric,Basle Bishopric,Canton of Jura,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,52,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2661035,47.36493,7.34453
pl134,DESSAU,NULL,DESSAU,Anhalt,Anhalt,Saxony Anhalt,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,660,NA,2937959,51.83864,12.24555
pl135,DEUTZ,NULL,DEUTZ,Cologne Archbishopric,Cologne Archbishopric,North Rhine-Westphalia,Germany,German,Rest of Europe,1,1,0,0,0,0,0,0,0,436,Now a suburb of Cologne; placement in Archbishopric confirmed by modern map of Archbishopric in 1789.,2937790,50.93463,6.97495
pl136,DEUX-PONTS,Zweibrücken,ZWEIBRÜCKEN,Zweibrücken,Zweibrücken,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,251,NA,2803620,49.24686,7.36977
pl137,DIEPPE,NULL,DIEPPE,Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,539,NA,3021411,49.93333,1.08333
pn545,Dieuze,NULL,Dieuze,Nancy,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl138,DIJON,NULL,DIJON,Burgundy,France,Côte d'Or,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,146,A University consisting only of a law faculty was founded in 1722 suppressed in 1792.,3021372,47.31667,5.01667
pm536,Dinan,Null,Dinan,Rennes,France,Côtes-d'Armor,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl139,DIVONNE,Divonne-les-Bains,DIVONNE,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,94,NA,3021296,46.35938,6.13574
pl466,DOMBRESSON,NULL,DOMBRESSON,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,9,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2661000,47.07192,6.9592
pl141,DORT,Dordrecht,DORDRECHT,Holland,United Provinces,South Holland,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,551,Confirmation: confirmed FBTEE inaccurate against geonames.,2756669,51.81,4.67361
pm527,Douai,null,Douai,Lille,France,Nord,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA
pl142,DRESDE,Dresden,DRESDEN,Saxony,Saxony,Saxony,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,669,NA,2935022,51.05089,13.73832
pl143,DUBLIN,NULL,DUBLIN,Ireland,United Kingdom,Dublin,Ireland,British,Rest of Europe,0,0,0,0,1,0,0,0,0,1170,Higher education: University (Trinity College) founded in 1592.,2964574,53.33306,-6.24889
pl496,DUISBOURG,Duisburg,DUISBURG,Cleves,Prussia: Cleves,North Rhine-Westphalia,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,1,494,Higher education: A Gymnasium founded in 1636 gained university status in 1654 but was suppressed in 1804.,2934691,51.43247,6.76516
pl144,DUNKERQUE,Dunkirk,DUNKERQUE,Lille,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,557,NA,3020686,51.03297,2.377
pl462,DUN-SUR-MEUSE,NULL,DUN-sur-MEUSE,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,296,NA,3020676,49.38332,5.18587
pl499,DUSSELDORF,NULL,DUSSELDORF,Berg,Palatinate,North Rhine-Westphalia,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,471,NA,2934246,51.22172,6.77616
pl145,ECHALENS,Echallens,ECHALLENS,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,46,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,2660950,46.6413,6.63317
pl146,EDIMBOURG,Edinburgh,EDINBURGH,Scotland,United Kingdom,Edinburgh,United Kingdom,British,Rest of Europe,0,0,0,0,1,0,0,0,0,1214,Higher education: University founded in 1582/3.,2650225,55.95206,-3.19648
pl147,EGLISAU,NULL,EGLISAU,Zurich,Swiss confederation,Zurich,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,137,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2660934,47.57738,8.52122
pl148,EPINAL,NULL,EPINAL,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,134,Confirmation: named as sub-delegation of Nancy in 1737.,3020035,48.18324,6.45304
pl149,ERFURT,NULL,ERFURT,Erfurt,Mainz,Thuringia,Germany,German,Rest of Europe,1,1,0,0,1,0,0,0,0,533,A territorial enclave of Mainz from C17 to 1802. Higher education: a University was created in 1379 and suppressed in 1804.,2929670,50.9787,11.03283
pl150,ERLANG,Erlangen,ERLANGEN,Bayreuth,Bayreuth,Bavaria,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,0,419,"Brandenburg-Bayreuth became a Prussian territory in January 1792. Higher education: the Gymnasium merged with the Gynasium at Bayreuth to form a University in 1742, and transferred to Erlangen in 1743.",2929567,49.59099,11.00783
pl489,ERMENONVILLE,NULL,ERMENONVILLE,Paris,France,Oise,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,395,"Confirmation: placement after map of northern Champagne by Gilles Robert de Vaugondy, (1752). Ermononville is not marked.",3019906,49.12648,2.69772
pl151,ESTAVAYER,Estavayer-le-lac,ESTAVAYER,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2660851,46.84876,6.8465
pm528,Etampes,null,Etampes,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA
pn546,Evreux,NULL,Evreux,Rouen,France,Eure,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl152,FALAISE,NULL,FALAISE,Alençon,France,Calvados,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,572,Was restored to Généralité of Caen in Réglement général of 24 January 1789 for elections to Estates-General.,3019113,48.89217,-0.19527
pl168,FÜRTH,NULL,FÜRTH,Fürth,Ansbach/Bamberg/Nuremberg,Bavaria,Germany,German,Rest of Europe,1,1,0,0,0,0,0,0,0,409,Confirmation: correspondence to be addressed to Fürth â€˜proche de Nuremberg.â€™ The town was ruled under a three way joint-sovereignty arrangement until 1792.,2923544,49.47593,10.98856
pl153,FERNEY,NULL,FERNEY,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,104,NA,3018679,46.25858,6.11063
pl154,"FERRIERE, La",NULL,"FERRIERE, La",Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,17,Confirmation: letters clarify 'Maisonneuf de la Ferrière près de La Chaux de Fonds'.,2660062,47.14303,6.8922
pl155,FIEZ,NULL,FIEZ,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,30,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,2660778,46.82823,6.62388
pl156,FLEURIER,NULL,FLEURIER,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,28,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2660758,46.90224,6.58253
pl157,FLORENCE,NULL,FLORENCE,Tuscany,Austrian Italian territories,Tuscany,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,494,"For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.",3176959,43.77925,11.24626
pl158,FONTAINEBLEAU,NULL,FONTAINEBLEAU,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,352,NA,3018074,48.4,2.7
pl159,FONTAINES,NULL,FONTAINES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",8533443,47.04364,6.90348
pl160,FONTENOTTES,NULL,FONTENOTTES,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,22,"Confirmation: is Les Fontenottes, 25130 Villers-le-Lac, France, 4 km from Morteau. Confirmation: is Les Fontenottes, 25130 Villers-le-Lac, France, 4 km from Morteau.",3017871,47.37583333333333,6.3197222222222225
pl161,FORGES-les-EAUX,NULL,FORGES-les-EAUX,Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,493,NA,3017727,49.61391,1.54449
pl484,"FRAMBOURG, LE",NULL,"FRAMBOURG, LE",Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,44,"Confirmation: described as 'lieu dit Le Frambourg'. A border post described by Robert Darnton. Confirmation: described as 'lieu dit Le Frambourg'. A border post described by Robert Darnton. Falls within modern commune of La-Cluse-et-Mijoux', which is used for geonames proxy.",3010000,46.88333333333333,6.383333333333334
pl162,FRANCFORT sur le MAIN,Frankfurt-on-Main,FRANKFURT-on-MAIN,Frankfurt-on-Main,Frankfurt-on-Main,Hesse,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,370,NA,2925533,50.11552,8.68417
pl163,FRANCFORT sur l'ODER,Frankfurt-on-the-Oder,FRANKFURT-on-the-ODER,Brandenburg,Prussia,Brandenburg,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,1,809,Higher education: a University created in 1498 opened in 1506; it was suppressed and merged with Breslau 1811.,2925535,52.34714,14.55062
pl164,FRANCONVILLE,NULL,FRANCONVILLE,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,415,"Confirmation: unlikely to be the tiny commune in Meurthe-et-Moselle and identities of correspondents (Comte d'Albon and his secretary) suggest that this is not Franconville in the Netherlands, either.",3017341,48.98333,2.23333
pl471,FREDERICIA,NULL,FREDERICIA,Jutland,Denmark,Syddanmark,Denmark,Scandinavian,Rest of Europe,0,0,0,0,0,0,0,0,0,974,NA,2621951,55.56568,9.75257
pl165,FRIBOURG,Freiberg,FREIBERG,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,27,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2660718,46.80237,7.15128
pl166,FRIBOURG en BRISGAU,Freiburg im Breisgau,FREIBURG-im-BREISGAU,Brisgau,Austrian exclave (Brisgau),Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,1,1,0,0,0,132,"For mapping reasons, Brisgau has been treated as a separate territory from Austria. Higher education: the University was founded in 1457.",2925177,47.9959,7.85222
pl167,FRIENISBERG,NULL,FRIENISBERG,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,31,NA,7669581,47.02866,7.33197
pl169,GANGES,NULL,GANGES,Montpellier,France,Hérault,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,422,NA,3016714,43.9338,3.70784
pl170,GÊNES,Genoa,GENOA,Genoa,Genoa,Liguria,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,326,"Higher education: University created in 1471, opening as a studium in 1513 and becoming public university in 1773.",3176219,44.40478,8.94439
pl182,GAUDALAXARA,Guadalajara,GUADALAJARA,Castile-La Mancha,Spain,Castile-La Mancha,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,1075,NA,3121070,40.62862,-3.16185
pl171,GENÈVE,Geneva,GENEVA,Geneva,Geneva,Geneva,Switzerland,Helvetic,Swiss,0,0,0,0,1,0,0,0,0,106,Higher education: Academy of university status created in 1559.,2660646,46.20222,6.14569
pl508,GENLIS,NULL,GENLIS,Burgundy,France,Côte d'Or,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,132,Confirmation: correspondent is Marquis de Mimeure. His other 5 orders are sent from nearby Dijon.,3016332,47.24203,5.22415
pl001,GENTHOD,NULL,GENTHOD,Geneva,Swiss confederation,Geneva,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,100,Confirmation: is noted as Geneva in card index of STN Mss in the Bibliothèque publique et universitaire de Neuchâtel.,8436501,46.26724,6.15561
pl482,GHENT,NULL,GHENT,Flanders,Austrian Netherlands,East Flanders,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,509,"For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'.",2797656,51.05,3.71667
pl522,GIESSEN,NULL,GIESSEN,Hesse-Darmstadt,Hesse-Darmstadt,Hesse,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,0,419,NA,2920512,50.58727,8.67554
pl174,GLÉRESSE,Ligerz,GLÉRESSE,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,Confirmation: Dictionnaire Historique de la Suisse: seigneurs were vassals of comtes de Nidau.,2659890,47.08368,7.13476
pl172,GLAND,NULL,GLAND,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,81,NA,2660600,46.42082,6.2701
