,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,latitude,longitude,notes
pl097,CHÂTEAU d'OEX,NULL,CHÂTEAU d'OEX,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,59,46.47329722,7.12855556,NULL
pl098,CHÂTEAUDUN en DUNOIS,Châteaudun,CHÂTEAUDUN-en-DUNOIS,Orléans,France,Eure-et-Loir,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,438,48.06962222,1.32939167,NULL
pl099,CHÂTILLON sur SEINE,NULL,CHÂTILLON-sur-SEINE,Burgundy,France,Côte d'Or,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,202,47.85760556,4.57284444,NULL
pl104,CHÉZARD,Chezard-Saint-Martin,CHÉZARD,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,47.06730833,6.927625,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl090,CHALON-sur-Saône,NULL,CHALON-sur-Saône,Burgundy,France,Saône-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,160,46.78421667,4.85294722,NULL
pl093,CHAMBÉRY,NULL,CHAMBÉRY,Savoy,Piedmont,Savoie,France,Italian,Rest of Europe,0,0,0,0,0,0,0,0,0,176,45.56670278,5.92098611,Annexed to France 27 November 1792. The C18 sovereign territory 'Sardinia' was renamed 'Piedmont' to avoid confusion with the island of 'Sardinia' which did not receive any books.
pl094,CHAMPVENT sur YVERDON,NULL,CHAMPVENT-sur-YVERDON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,35,46.78351111,6.57383611,NULL
pl095,CHARMEY,NULL,CHARMEY,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,45,46.61932778,7.16374167,Place identity and details confirmed in the Dictionnaire historique de la Suisse. Only place with this name showing in Google Earth.
pl096,CHARTRES,NULL,CHARTRES,Orléans,France,Eure-et-Loir,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,439,48.44440556,1.48416667,NULL
pn543,Châtellerault,NULL,Châtellerault,Poitiers,France,Vienne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,46°49?04?N,0°32?46?E,
pl100,CHAUMONT en BASSIGNEY,NULL,CHAUMONT-en-BASSIGNEY,Châlons,France,Haute-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,183,48.111667,5.138889,NULL
pl101,CHAUX d'ESTALIERES,Chaux des Taillères,CHAUX-des-TAILLIÈRES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,27,46.96945,6.57011944,"Confirmation: Former name for a valley & old mairies incorporating Les Taillères and La Brévine. Dictionnaire Historique de la Suisse. Coordinates as for Les Taillères. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl102,"CHAUX-de-FONDS, La",NULL,"CHAUX-de-FONDS, La",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,15,47.10291667,6.83156667,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl103,CHAUX-de-MILIEU,NULL,CHAUX-du-MILIEU,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,17,47.06793611,6.70252778,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl450,CHINON,NULL,CHINON,Tours,France,Indre-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,508,47.16608333,0.23808056,NULL
pl469,CLAIRA-EN-AGENAIS,Clairac-en-Agenais,CLAIRAC,Bordeaux,France,Lot-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,587,44.360556,0.379722,"Confirmation: formerly known as Clairac-en-Agenais, Clairac was a Protestant town of 5,900 inhabitants in 1793. Nowhere called Claira has been identified in the region."
pl105,CLAIRVAUX,Clairvaux-les-Lacs,CLAIRVAUX,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,101,46.57550556,5.75010833,Confirmation: is on/near the route from Nyon to Bourg-en-Bresse.
pl106,CLARENS,En Clarens,CLARENS ,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,82,46.41770556,6.2508,"Confirmation: described as s/Nyon, hence En Clarens, Nyon."
pl107,CLAVALEYRES,NULL,CLAVALEYRES ,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,18,46.89999444,7.09183333,Identification: described as 'près MORAT'. Tiny Bernese enclave since 1527 (Dictionnaire Historique de la Suisse).
pl108,CLERMONT-FERRAND,NULL,CLERMONT-FERRAND,Riom,France,Puy-de-Dôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,325,45.77716667,3.08241667,NULL
pl109,CLEVES,Clèves,CLEVES,Cleves,Prussia: Cleves,North Rhine-Westphalia,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,1,534,51.78478333,6.13072222,"For mapping and data analysis reasons, Cleves sovereign territory is 'Cleves' and not 'Prussia'."
pl110,COBLENCE,"Koblenz, Coblenz, Coblentz",KOBLENZ,Trier,Trier,Rhineland-Palatinate,Germany,German,Rest of Europe,1,1,0,0,0,0,0,0,0,375,50.35671667,7.59948611,NULL
pl111,COIRE,Chur,CHUR,League of God's house,Grison Leagues,Grisons,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,199,46.84943611,9.53073611,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl112,COLMAR,NULL,COLMAR,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,123,48.08067778,7.35997222,NULL
pl113,COLOGNE,NULL,COLOGNE,Cologne (city),Cologne (city),North Rhine-Westphalia,Germany,German,Rest of Europe,1,1,1,0,1,0,0,0,0,437,50.94066389,6.95991111,Recorded as an ecclesiastical jurisdiction because of Archbishop's continuing jurisdiction in criminal matters. Higher education: a University was created in 1388 and suppressed in 1798.
pl114,COLOMBIER,NULL,COLOMBIER,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,46.96393056,6.86063611,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl116,COMPIÈGNE,NULL,COMPIÈGNE,Paris,France,Oise,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,405,49.41576944,2.82247778,NULL
pl117,CONCISE,NULL,CONCISE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,22,46.8519,6.720125,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).
pl118,CONDÉ sur NOIREAU,NULL,CONDÉ-sur-NOIREAU,Caen,France,Calvados,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,593,48.85166667,-0.54734167,"Confirmation: in Caen généralité on Robert de Vaugondy map of Normandie gouvernement, 1758."
pl493,CONFLANS,Conflans-sur-Lanterne,CONFLANS,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,107,47.8151,6.20872778,"Identification uncertain. There are several Conflans in France but this combines size and relative proximity. Conflans is mentioned as the destination for a letter to a bookseller in an out letter book, but no further indication of place is given. The letter discusses books but there is no further relevant data in database. Thierry Rigogne Between State and Market does not mention Conflans."
pl119,COPENHAGUE,Copenhagen,COPENHAGEN,Zealand,Denmark,Hovedstaden,Denmark,Scandinavian,Rest of Europe,0,0,0,0,1,0,0,0,0,1041,55.67629444,12.56811667,Higher education: University founded 1479
pl120,COPPET,NULL,COPPET,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,95,46.31555278,6.19237222,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl121,CORCELLES,NULL,CORCELLES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,5,46.98303889,6.86246111,"For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl122,CORGEMONT,NULL,CORGEMONT,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,28,47.19469167,7.14592778,NULL
pl123,CORNAUX,NULL,CORNAUX,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,9,47.03858056,7.01773611,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl124,CORSEAUX,NULL,CORSEAUX,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,60,46.47189167,6.83364167,NULL
pl125,CORTAILLOD,NULL,CORTAILLOD,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,46.94357778,6.84626944,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl126,COURGEVAUX,NULL,COURGEVAUX,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,46.90644167,7.11211111,Town administered jointly with Berne until 1798.
pl127,COURTELARY,NULL,COURTELARY,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,24,47.17833333,7.07290278,NULL
pn544,Coutances,NULL,Coutances,Caen,France,Manche,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,49°03?N ,1°26?W,
pl128,COUVET,NULL,COUVET,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,24,46.92651111,6.63264722,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl129,CRACOVIE,"Cracow, Kracow",CRACOW,Poland,Poland,Lesser Poland,Poland,East European,Rest of Europe,0,0,0,0,1,0,0,0,0,1017,50.06224167,19.94506111,Annexed to Austria 1795. Higher education: University founded in 1364.
pl130,CRAPONNE en VELAY,Craponne-sur-Arzon,CRAPONNE-en-VELAY,Riom,France,Haute-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,302,45.32990278,3.84541389,Confirmation: checked modern and C18 names via local history society website.
pl131,CREMONE,Cremona,CREMONA,Milan,Austrian Italian territories,Lombardy,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,318,45.13349722,10.02613611,"For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'."
pl460,CRISSIER,NULL,CRISSIER,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,55,46.55556667,6.57816667,NULL
pl481,CUDREFIN,NULL,CUDREFIN,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,8,46.95588611,7.01839444,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl140,DÔLE,NULL,DÔLE,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,109,47.08911389,5.487875,NULL
pl132,DARMSTADT,NULL,DARMSTADT,Hesse-Darmstadt,Hesse-Darmstadt,Hesse,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,343,49.872425,8.65085833,NULL
pl133,DELEMONT,NULL,DELEMONT,Basle Bishopric,Basle Bishopric,Canton of Jura,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,52,47.36520556,7.34358333,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl134,DESSAU,NULL,DESSAU,Anhalt,Anhalt,Saxony Anhalt,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,660,51.83886944,12.24513611,NULL
pl135,DEUTZ,NULL,DEUTZ ,Cologne Archbishopric,Cologne Archbishopric,North Rhine-Westphalia,Germany,German,Rest of Europe,1,1,0,0,0,0,0,0,0,436,50.937,6.97787778,Now a suburb of Cologne; placement in Archbishopric confirmed by modern map of Archbishopric in 1789.
pl136,DEUX-PONTS,Zweibrücken,ZWEIBRÜCKEN,Zweibrücken,Zweibrücken,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,251,49.250475,7.36118889,NULL
pl137,DIEPPE,NULL,DIEPPE,Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,539,49.92749167,1.08786944,NULL
pn545,Dieuze,NULL,Dieuze,Nancy,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,48°48?46?N ,6°43?14?E,
pl138,DIJON,NULL,DIJON,Burgundy,France,Côte d'Or,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,146,47.32721389,5.04398611,A University consisting only of a law faculty was founded in 1722 suppressed in 1792. 
pm536,Dinan,Null,Dinan,Rennes,France,Côtes-d'Armor,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,48° 27? 23.04? N,2° 2? 56.04? W,
pl139,DIVONNE,Divonne-les-Bains,DIVONNE,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,94,46.35743889,6.14314722,NULL
pl466,DOMBRESSON,NULL,DOMBRESSON,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,9,47.07174722,6.95821667,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl141,DORT,Dordrecht,DORDRECHT,Holland,United Provinces,South Holland,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,551,51.76880278,4.75250833,NULL
pm527,Douai,null,Douai,Lille,France,Nord,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,,50° 22? 17.04? N,3° 4? 48? E,
pl142,DRESDE,Dresden,DRESDEN,Saxony,Saxony,Saxony,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,669,51.05095833,13.73365833,NULL
pl143,DUBLIN,NULL,DUBLIN,Ireland,United Kingdom,Dublin,Ireland,British,Rest of Europe,0,0,0,0,1,0,0,0,0,1170,53.33,-6.25,Higher education: University (Trinity College) founded in 1592.
pl496,DUISBOURG,Duisburg,DUISBURG,Cleves,Prussia: Cleves,North Rhine-Westphalia,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,1,494,51.43278889,6.76805556,Higher education: A Gymnasium founded in 1636 gained university status in 1654 but was suppressed in 1804.
pl144,DUNKERQUE,Dunkirk,DUNKERQUE,Lille,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,557,51.03429167,2.37681944,NULL
pl462,DUN-SUR-MEUSE,NULL,DUN-sur-MEUSE,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,296,49.38556667,5.18303889,NULL
pl499,DUSSELDORF,NULL,DUSSELDORF,Berg,Palatinate,North Rhine-Westphalia,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,471,51.22500556,6.77562778,NULL
pl145,ECHALENS,Echallens,ECHALLENS,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,46,46.64108333,6.63443333,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).
pl146,EDIMBOURG,Edinburgh,EDINBURGH,Scotland,United Kingdom,Edinburgh,United Kingdom,British,Rest of Europe,0,0,0,0,1,0,0,0,0,1214,55.95025278,-3.18760556,Higher education: University founded in 1582/3.
pl147,EGLISAU,NULL,EGLISAU,Zurich,Swiss confederation,Zurich,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,137,47.57616944,8.52208333,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl148,EPINAL,NULL,EPINAL,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,134,48.174775,6.44998333,Confirmation: named as sub-delegation of Nancy in 1737.
pl149,ERFURT,NULL,ERFURT,Erfurt,Mainz,Thuringia,Germany,German,Rest of Europe,1,1,0,0,1,0,0,0,0,533,50.97373333,11.02239722,A territorial enclave of Mainz from C17 to 1802. Higher education: a University was created in 1379 and suppressed in 1804.
pl150,ERLANG,Erlangen,ERLANGEN,Bayreuth,Bayreuth,Bavaria,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,0,419,49.59993611,11.0063,"Brandenburg-Bayreuth became a Prussian territory in January 1792. Higher education: the Gymnasium merged with the Gynasium at Bayreuth to form a University in 1742, and transferred to Erlangen in 1743."
pl489,ERMENONVILLE,NULL,ERMENONVILLE,Paris,France,Oise,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,395,49.12559167,2.69365833,"Confirmation: placement after map of northern Champagne by Gilles Robert de Vaugondy, (1752). Ermononville is not marked."
pl151,ESTAVAYER,Estavayer-le-lac,ESTAVAYER,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,46.84878889,6.84644722,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pm528,Etampes,null,Etampes,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,,0,0,0,0,,48° 26? 3.48? N,2° 9? 41.4? E,
pn546,Evreux,NULL,Evreux,Rouen,France,Eure,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,49°01?N,1°09?E,
pl152,FALAISE,NULL,FALAISE,Alençon,France,Calvados,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,572,48.89643889,-0.19570833,Was restored to Généralité of Caen in Réglement général of 24 January 1789 for elections to Estates-General.
pl168,FÜRTH,NULL,FÜRTH,Fürth,Ansbach/Bamberg/Nuremberg,Bavaria,Germany,German,Rest of Europe,1,1,0,0,0,0,0,0,0,409,49.47724722,10.98970556,Confirmation: correspondence to be addressed to Fürth â€˜proche de Nuremberg.â€™ The town was ruled under a three way joint-sovereignty arrangement until 1792.
pl153,FERNEY,NULL,FERNEY,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,104,46.25676667,6.10966111,NULL
pl154,"FERRIERE, La",NULL,"FERRIERE, La",Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,17,47.14304722,6.89281111,Confirmation: letters clarify 'Maisonneuf de la Ferrière près de La Chaux de Fonds'.
pl155,FIEZ,NULL,FIEZ,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,30,46.82629167,6.62405,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).
pl156,FLEURIER,NULL,FLEURIER,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,28,46.90218056,6.58238611,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl157,FLORENCE,NULL,FLORENCE,Tuscany,Austrian Italian territories,Tuscany,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,494,43.76873333,11.2569,"For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'."
pl158,FONTAINEBLEAU,NULL,FONTAINEBLEAU,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,352,48.4059,2.70205556,NULL
pl159,FONTAINES,NULL,FONTAINES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,47.04222778,6.89983333,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl160,FONTENOTTES,NULL,FONTENOTTES,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,22,47.03151389,6.65246944,"Confirmation: is Les Fontenottes, 25130 Villers-le-Lac, France, 4 km from Morteau."
pl161,FORGES-les-EAUX,NULL,FORGES-les-EAUX,Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,493,49.61266667,1.54691389,NULL
pl484,"FRAMBOURG, LE",NULL,"FRAMBOURG, LE",Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,44,46.87233889,6.38025,Confirmation: described as 'lieu dit Le Frambourg'. A border post described by Robert Darnton.
pl162,FRANCFORT sur le MAIN,Frankfurt-on-Main,FRANKFURT-on-MAIN,Frankfurt-on-Main,Frankfurt-on-Main,Hesse,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,370,50.11152778,8.68058333,NULL
pl163,FRANCFORT sur l'ODER,Frankfurt-on-the-Oder,FRANKFURT-on-the-ODER,Brandenburg,Prussia,Brandenburg,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,1,809,52.34714444,14.55046667,Higher education: a University created in 1498 opened in 1506; it was suppressed and merged with Breslau 1811.
pl164,FRANCONVILLE,NULL,FRANCONVILLE,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,415,48.98353333,2.22855556,"Confirmation: unlikely to be the tiny commune in Meurthe-et-Moselle and identities of correspondents (Comte d'Albon and his secretary) suggest that this is not Franconville in the Netherlands, either."
pl471,FREDERICIA,NULL,FREDERICIA,Jutland,Denmark,Syddanmark,Denmark,Scandinavian,Rest of Europe,0,0,0,0,0,0,0,0,0,974,55.56568056,9.75366389,NULL
pl165,FRIBOURG,Freiberg,FREIBERG,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,27,46.80250278,7.15128056,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl166,FRIBOURG en BRISGAU,Freiburg im Breisgau,FREIBURG-im-BREISGAU,Brisgau,Austrian exclave (Brisgau),Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,1,1,0,0,0,132,47.99718611,7.85376667,"For mapping reasons, Brisgau has been treated as a separate territory from Austria. Higher education: the University was founded in 1457."
pl167,FRIENISBERG,NULL,FRIENISBERG,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,31,47.02700833,7.33134167,NULL
pl169,GANGES,NULL,GANGES,Montpellier,France,Hérault,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,422,43.93602778,3.70938611,NULL
pl170,GÊNES,Genoa,GENOA,Genoa,Genoa,Liguria,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,326,44.40706111,8.93398889,"Higher education: University created in 1471, opening as a studium in 1513 and becoming public university in 1773. "
pl182,GAUDALAXARA,Guadalajara,GUADALAJARA,Castile-La Mancha,Spain,Castile-La Mancha,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,1075,40.62981667,-3.16649167,NULL
pl171,GENÈVE,Geneva,GENEVA,Geneva,Geneva,Geneva,Switzerland,Helvetic,Swiss,0,0,0,0,1,0,0,0,0,106,46.21,6.15,Higher education: Academy of university status created in 1559.
pl508,GENLIS,NULL,GENLIS,Burgundy,France,Côte d'Or,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,132,47.24015278,5.22251944,Confirmation: correspondent is Marquis de Mimeure. His other 5 orders are sent from nearby Dijon.
pl001,GENTHOD,NULL,GENTHOD,Geneva,Swiss confederation,Geneva,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,100,46.26458056,6.1575,Confirmation: is noted as Geneva in card index of STN Mss in the Bibliothèque publique et universitaire de Neuchâtel.
pl482,GHENT,NULL,GHENT,Flanders,Austrian Netherlands,East Flanders,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,509,51.05401111,3.72169722,"For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'."
pl522,GIESSEN,NULL,GIESSEN,Hesse-Darmstadt,Hesse-Darmstadt,Hesse,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,0,419,50.583333,8.666667,NULL
pl174,GLÉRESSE,Ligerz,GLÉRESSE,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,47.08481111,7.13712778,Confirmation: Dictionnaire Historique de la Suisse: seigneurs were vassals of comtes de Nidau.
pl172,GLAND,NULL,GLAND,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,81,46.42065833,6.26930833,NULL
pl479,GLARIS,Glarus,GLARIS,Glarus,Swiss confederation,Glarus,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,163,47.04268889,9.06750833,NULL
pl173,GLAY sous BLAMONT,NULL,GLAY-sous-BLAMONT,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,46,47.40526667,6.89074167,NULL
pl175,GOETTINGUE,GÃ¶ttingen,GÖTTINGEN,Hanover,Hanover,Lower Saxony,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,0,549,51.53263889,9.92816111,Confirmation: old spelling of Gottingen. Higher education: a Gymnasium created in 1586 gained University status in 1733/7.
pl502,GOTHA,NULL,GOTHA,Saxe-Gotha,Saxe-Gotha-Altenburg,Thuringia,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,519,50.94835278,10.69727222,NULL
pl176,GRANDCOMBE des BOIS,NULL,GRANDCOMBE-des-BOIS,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,20,47.13760278,6.78981111,NULL
pl177,GRANDCOUR,NULL,GRANDCOUR,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,13,46.87184167,6.92829722,NULL
pl178,GRANDSON,NULL,GRANDSON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,29,46.80937222,6.64595556,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).
pl179,GRANGE MARNAND,Granges-près-Marnand,GRANGES-près-MARNAND,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,26,46.75898889,6.90162222,NULL
pl180,GRENG,NULL,GRENG,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,15,46.91121667,7.09427778,Town administered jointly with Berne until 1798.
