stn_abbreviated_title,edition,number_of_volumes,author_name,copies_ordered,date,full_book_title,darnton_record_id,client_name,client_code,total_number_of_volumes
Boerhaave de morbis nervorum,8,2,Hermann Boerhaave,2,1773-06-07,"Praelectiones academicae de morbis mervorum, quas exa duditorum manuscriptis edi curavit",820,Rigaud,cl1266,4
Boerhaave de morbis nervorum,8,2,Hermanni Boerhaave,6,1778-05-25,"Praelectiones academicae de morbis mervorum, quas exa duditorum manuscriptis edi curavit",821,Rigaud,cl1266,12
Haller 1er linea philos,12,NA,Albert de Haller,6,1773-06-07,Primae lineae physiologiae in usum praelectionum academicarum,822,Rigaud,cl1266,NA
Principes de l'agriculture et de la végétation par M. Hume,8,NA,Francis Home,2,1772-09-21,"Principes (Les) de l'agriculture et de la végétation, ouvrage traduit [par Marais] de l'anglois de M. François Home",823,Rigaud,cl1266,NA
Principes d'agriculture et de végétation par Hume,8,NA,Francis Home,4,1773-06-07,"Principes (Les) de l'agriculture et de la végétation, ouvrage traduit [par Marais] de l'anglois de M. François Home",824,Rigaud,cl1266,NA
Psaumes avec la musique,NA,NA,NA,12,1774-04-15,"Psaumes (Les) de David, mis en vers françois avec les cantiques pour les principales solemnités",825,Rigaud,cl1266,NA
Nouvelle Encyclopédie de M. de Voltaire,8,NA,François-Marie Arouet dit Voltaire,30,1770-08-06,"Question sur l'Encyclopédie, par des amateurs",826,Rigaud,cl1266,NA
Questions sur l'Encyclopédie,8,NA,François-Marie Arouet dit Voltaire,50,1770-09-10,"Question sur l'Encyclopédie, par des amateurs",827,Rigaud,cl1266,NA
Questions sur l'Encyclopédie,8,9,François-Marie Arouet dit Voltaire,12,1772-06-12,"Question sur l'Encyclopédie, par des amateurs",828,Rigaud,cl1266,108
"Questions sur l'Encyclopédie, 9 volumes",8,9,François-Marie Arouet dit Voltaire,1,1773-06-07,"Question sur l'Encyclopédie, par des amateurs",829,Rigaud,cl1266,9
Questions sur l'Encyclopédie,8,9,François-Marie Arouet dit Voltaire,2,1774-11-07,"Question sur l'Encyclopédie, par des amateurs",830,Rigaud,cl1266,18
Raison (La) par alphabet (dictionnaire philosophique par Voltaire,8,2,François-Marie Arouet dit Voltaire,2,1777-05-23,Raison (La) par l'alphabet ou supplément aux questions sur l'Encyclopédie attribuée à divers hommes célèbres,831,Rigaud,cl1266,4
Raison (La) par alphabet (dictionnaire philosophique par Voltaire,8,2,François-Marie Arouet dit Voltaire,6,1777-08-04,Raison (La) par l'alphabet ou supplément aux questions sur l'Encyclopédie attribuée à divers hommes célèbres,832,Rigaud,cl1266,12
Recettes pour les maladies des chevaux par M. Harparin,8,NA,Chevalier Harpur,2,1773-06-07,"Recettes pour les maladies des chevaux, recueillies des meilleurs écuyers & maréchaux ferraux d'Italie, par M. de Harpur, chevalier anglois",833,Rigaud,cl1266,NA
Recherches sur le chistianisme par M. Bonnet,8,NA,Charles Bonnet,8,1777-08-04,Recherches philosophiques sur les preuves du christianisme,834,Rigaud,cl1266,NA
Recueil d'antiquités trouvés à Avenches par M. Schmidt,NA,NA,Friedrich Johann von Schmidt,1,1772-09-21,"Recueil d'antiquités trouvées à Avenches, à Culm et en d'autres lieux de la Suisse, par Mr. Schmidt, correspondant de l'Académie r. des Inscript. & B. L. de Paris, membre de l'Acad. de Bavière, de Luques, & de la Société des antiquaires de Londres",835,Rigaud,cl1266,NA
recueil des lettres écrites à M. de Haller,8,NA,Albert de Haller,2,1773-06-07,"Recueil de lettres écrites par différens savans de l'Europe à M. de Haller, avec des notes",836,Rigaud,cl1266,NA
Nouveautés ou Recueil des pièces en pose et en vers par M. de Voltaire,8,NA,François-Marie Arouet dit Voltaire,12,1773-06-07,"Recueil de pièces en vers et en prose, par M. de Voltaire",837,Rigaud,cl1266,NA
Recueil des pièces justificatives concernant M. de Montclar,NA,NA,Jean-Pierre-François Ripert-Monclar,2,1774-04-15,"Recueil de pieces justificatives, concernant les sentimes faussement attribués, dans l'affaire des Jésuites, à M. de Montclar",838,Rigaud,cl1266,NA
Passages,NA,NA,Jean-Frédéric Ostervald,12,1774-04-15,"Recueil des passages du nouveau testament, à l'usage des écoles de Neuchâtel",839,Rigaud,cl1266,NA
Réflexions d'un Suisse sur les couvents,NA,NA,Heinrich Heidegger,6,1772-06-12,"Réflexions d'un Suisse sur cette question: serait-il avantageux aux l[ouables] cantons catholiques d'abolir les ordres réguliers, ou tout au moins de les diminuer",840,Rigaud,cl1266,NA
Réflexions philosophiques sur le système de la nature,8,2,Georg Jonathan von Holland,3,1772-03-09,"Réflexions philosophiques sur le ″Système de la nature″, par M. Holland",841,Rigaud,cl1266,6
Réflexions philosophiques sur le système de la nature,NA,2,Georg Jonathan von Holland,4,1772-06-12,"Réflexions philosophiques sur le ″Système de la nature″, par M. Holland",842,Rigaud,cl1266,8
Réflexions philosophiques sur le système de la nature,8,2,Georg Jonathan von Holland,2,1775-04-12,"Réflexions philosophiques sur le ″Système de la nature″, par M. Holland",843,Rigaud,cl1266,4
Réflexions sur l'économie politique traduit du comte Veri,12,NA,Pietro Verri,2,1773-06-07,"Réflexions sur l'économie politique, ouvrage trad. de l'italien [par Gabriel Jean Henri Mingard]",844,Rigaud,cl1266,NA
Réflexions sur le commerce des blés,8,NA,"Jean-Antoine Nicolas Caritat, marquis de Condorcet",2,1777-05-23,Refléxions sur le commerce des blés,845,Rigaud,cl1266,NA
Relation des derniers jours de J.J. Rousseau,8,NA,Achille Guillaume le Bègue de Presle,3,1780-06-12,"Relation ou Notice des derniers jours de M. Jean-Jacques Rousseau, et quels sont les ouvrages posthumes qu'on peut attendre de lui, par M. Le Bègue de Presle, docteur en médecine de la Faculté de Paris & censeur royal ; avec une addition relative à ce sujet par J.H. de Magellan, gentilhomme portugais, membre de la Société royale de Londres, de l'Academie royale de Madrid & correspondant de l'Academie royale des sciences de Paris",846,Rigaud,cl1266,NA
Réflexions d'un citoyen catholique sur les lois de France relatives aux protrestans,NA,NA,"Jean-Antoine Nicolas Caritat, marquis de Condorcet",12,1778-09-16,Rélexions d'un citoyen catholique sur les lois de France relatives aux protestans,847,Rigaud,cl1266,NA
Révolutions de Portugal,NA,NA,René Aubert de Vertot (abbé de Vertot),3,1778-05-25,Révolutions de Portugal,848,Rigaud,cl1266,NA
Richardet poème,12,2,Niccolo Forteguerri,6,1780-06-12,"Richardet, poème",849,Rigaud,cl1266,12
Sacrifices (les) de l'amour ou Lettres de Senanges par le même,12,2,Claude-Joseph Dorat,12,1773-06-07,"Sacrifices (Les) de l'amour ou lettres de la vicomtesse de Senanges, et du chevalier de Versenai ; suivies de Sylvie et Moléshoff",850,Rigaud,cl1266,24
Sacrifices (les) de l'amour ou Lettres de Senanges par le même,8,2,Claude-Joseph Dorat,4,1775-06-28,"Sacrifices (Les) de l'amour ou lettres de la vicomtesse de Senanges, et du chevalier de Versenai ; suivies de Sylvie et Moléshoff",851,Rigaud,cl1266,8
Nouveau testament d'Ostervald,8,NA,Jean-Frédéric Ostervald,2,1774-10-14,Sainte Bible (La) qui contient le vieux et le nouveau Testament suivant la version ordinaire des Eglises réformées,852,Rigaud,cl1266,NA
Science (La) de l'équitation par du Pary,8,NA,Du Paty du Clam,2,1778-05-25,"Science (La) de l'art de l'équitation, démontrée d'après la nature, ou théorie & pratique de l'équitation, fondées sur l'anatomie, la méchanique, la géométie & la physique",853,Rigaud,cl1266,NA
Science (La) ou l'art de l'équitation par M. de Paty,NA,NA,Du Paty de Clam,2,1777-05-23,"Science (La) et l'art de l'équitation, démontrés d'après la nature ou théorie et pratique de l'équitation, fondées sur l'anatomie, la méchanique [sic], la géométrie & [et] la physique, par Du Paty de Clam",854,Rigaud,cl1266,NA
Science des devoirs et des droits de l'homme,8,NA,"Honoré-Gabriel de Riqueti, Comte de Mirabeau",2,1773-06-07,Science (La) ou les droits et les devoirs de l'homme,855,Rigaud,cl1266,NA
Sens (Les) poème,8,NA,Barnabé Farmian de Rosoy,2,1773-06-07,"Sens (Les), poëme en six chants",856,Rigaud,cl1266,NA
Sermons de Durand,NA,2,François-Jacques Durand,6,1772-06-12,Sermons nouveaux sur divers textes de l'Ecriture sainte ; Sermons nouveaux sur les principales solemnités chrétiennes,857,Rigaud,cl1266,12
Sermons de Durand,8,2,François-Jacques Durand,4,1772-09-21,Sermons nouveaux sur divers textes de l'Ecriture sainte ; Sermons nouveaux sur les principales solemnités chrétiennes,858,Rigaud,cl1266,8
Sermons de Durand,8,1,François-Jacques Durand,6,1773-06-07,Sermons nouveaux sur divers textes de l'Ecriture sainte ; Sermons nouveaux sur les principales solemnités chrétiennes,859,Rigaud,cl1266,6
Sermons de Durand,NA,NA,François-Jacques Durand,50,1773-07-02,Sermons nouveaux sur divers textes de l'Ecriture sainte ; Sermons nouveaux sur les principales solemnités chrétiennes,860,Rigaud,cl1266,NA
Sermons de Durand,NA,NA,François-Jacques Durand,4,1774-03-23,Sermons nouveaux sur divers textes de l'Ecriture sainte ; Sermons nouveaux sur les principales solemnités chrétiennes,861,Rigaud,cl1266,NA
Sermons de Rochemont,8,NA,Daniel de Rochemont,6,1773-06-07,Sermons sur différens textes de l'Ecriture Sainte,862,Rigaud,cl1266,NA
Sermons de Rochemont,8,NA,Daniel de Rochemont,2,1772-11-20,"Sermons sur différens textes de l'Ecriture Sainte, Genève : C. Philibert et B. Chirol, 1772",863,Rigaud,cl1266,NA
Sermons de M. Bertrand,8,NA,Jean-Elie Bertrand,2,1773-06-07,"Sermons sur différens textes de l'Ecriture-Sainte, par J.E. Bertrand, membre de plusieurs académies, professeur de belles-lettres, et ministre du Saint Evangile à Neuchâtel",864,Rigaud,cl1266,NA
Sermons de Laget,8,NA,Guillaume Laget,2,1772-11-20,"Sermons sur divers sujets importants, par feu M. Guillaume Laget",865,Rigaud,cl1266,NA
Sermons de Laget,8,2,Guillaume Laget,6,1773-06-07,"Sermons sur divers sujets importants, par feu M. Guillaume Laget",866,Rigaud,cl1266,12
Sermons de Châtelain,8,6,Henri Chatelain,2,1774-10-14,"Sermons sur divers texte de l'Ecriture-Sainte, par Henri Chatelain, pasteur de l'église de Walonne d'Amsterdam",867,Rigaud,cl1266,12
Sermons (les) de Châtelain,NA,NA,Henri Chatelain,1,1783-02-03,"Sermons sur divers texte de l'Ecriture-Sainte, par Henri Chatelain, pasteur de l'église de Walonne d'Amsterdam",868,Rigaud,cl1266,NA
Sermons de M. Romilly,8,2,Jean-Edme Romilly,2,1781-07-13,"Sermons sur divers textes de l'Ecriture sainte, par m. Romilly, pasteur à Genève",869,Rigaud,cl1266,4
Sermons de M. Romilly,8,2,Jean-Edme Romilly,2,1783-02-03,"Sermons sur divers textes de l'Ecriture sainte, par m. Romilly, pasteur à Genève",870,Rigaud,cl1266,4
Sermons de M. Romilly,8,2,Jean-Edme Romilly,2,1782-03-12,"Sermons sur divers textes de l'Ecriture sainte, par m. Romilly, pasteur à Genève, Genève",871,Rigaud,cl1266,4
Sermons de Bons,8,NA,Louis de Bons,4,1774-03-23,"Sermons sur les matières les plus importantes de la religion, contenues dans le chapitre VIII de l'Epître aux Romains, par L. de Bons, pasteur des églises de Rolle et de Mont",872,Rigaud,cl1266,NA
Sermons (Les) de M. Huet,NA,NA,Théodore Huet,1,1783-02-03,"Sermons sur les sections du Catéchisme de Calvin, par feu Mr. Théodore Huet, pasteur de l'église wallone d'Amsterdam",873,Rigaud,cl1266,NA
Supplément au roman comique ou mémoires de Jean Monnet,12,2,Jean Monnet (1703-1785),24,1772-05-18,Supplément au roman comique ou mémoire pour servir à la vie de Jean Monnet,874,Rigaud,cl1266,48
Suite du roman comique ou mémoires de Monnet,NA,2,Jean Monnet (1703-1785),100,1772-09-21,Supplément au roman comique ou mémoire pour servir à la vie de Jean Monnet,875,Rigaud,cl1266,200
Supplément au voyage de M. Bougainville,8,NA,Joseph Banks,4,1772-11-20,"Supplément au voyage de Bougainville ou Journal d'un voyage autour du monde fait par MM. Banks & Solander, Anglois, en 1768, 1769, 1770, 1771, traduit de l'anglois par M. de Fréville, nouvelle édition, augmentée",876,Rigaud,cl1266,NA
Supplément au voyage de M. Bougainville,8,NA,Joseph Banks,2,1773-06-07,"Supplément au voyage de Bougainville ou Journal d'un voyage autour du monde fait par MM. Banks & Solander, Anglois, en 1768, 1769, 1770, 1771,traduit de l'anglois par M. de Fréville, nouvelle édition, augmentée",877,Rigaud,cl1266,NA
Système complet de l'édition publique de Russie,8,2,Nicolas Gabriel Clerc dit Leclerc ou Betzky,12,1778-05-25,"Système complet d'éducation publique, physique et morale, pour l'un & l'autre sexe & pour les diverses conditions : exécuté dans les différens établissemens ordonnés par Sa Majesté Impériale Catherine II, pour l'éducation de la jeunesse & l'utilité de son empire / par M. Betzky ; traduits en françois par M. Clerc",878,Rigaud,cl1266,24
Système d'éducation publique de Russie,8,2,Nicolas Gabriel Clerc dit Leclerc ou Betzky,2,1782-10-04,"Système complet d'éducation publique, physique et morale, pour l'un & l'autre sexe & pour les diverses conditions : exécuté dans les différens établissemens ordonnés par Sa Majesté Impériale Catherine II, pour l'éducation de la jeunesse & l'utilité de son empire, par M. Betzky ; traduits en françois par M. Clerc",879,Rigaud,cl1266,4
Système de la nature,8,2,"Paul Henri Dietrich, baron d'Holbach (1723-1789)",12,1771-07-12,"Système de la nature ou des lois du monde physique ou Des loix du monde physique & du monde moral, par le Baron d'Holbach [sous le nom de Mirabaud]",880,Rigaud,cl1266,24
Tableau de Paris,8,NA,Louis-Sébastien Mercier,12,1780-11-15,Tableau de Paris,881,Rigaud,cl1266,NA
Tableau de Paris,8,4,Louis-Sébastien Mercier,6,1782-02-08,Tableau de Paris,882,Rigaud,cl1266,24
Tableau de Paris,8,NA,Louis-Sébastien Mercier,4,1784-03-15,Tableau de Paris,883,Rigaud,cl1266,NA
Théâtre de la Comtesse de Genlis,NA,NA,"Caroline du Crest, Comtesse de Genlis",2,1779-11-22,Théâtre d'éducation à l'usage des jeunes personnes,884,Rigaud,cl1266,NA
Théâtre à l'usage des jeunes personnes,NA,NA,Stéphanie-Félicité de Genlis,4,1780-06-12,Théâtre d'éducation à l'usage des jeunes personnes,885,Rigaud,cl1266,NA
Théâtre à l'usage des jeunes personnes,NA,NA,Stéphanie-Félicité de Genlis,8,1780-07-17,Théâtre d'éducation à l'usage des jeunes personnes,886,Rigaud,cl1266,NA
Théâtre de l'éducation à l'usage des jeunes personnes,8,4,Stéphanie-Félicité de Genlis,6,1780-09-13,Théâtre d'éducation à l'usage des jeunes personnes,887,Rigaud,cl1266,24
Théâtre de l'éducation à l'usage des jeunes personnes,8,4,Stéphanie-Félicité de Genlis,6,1781-07-13,Théâtre d'éducation à l'usage des jeunes personnes,888,Rigaud,cl1266,24
Théâtre de l'éducation à l'usage des jeunes personnes,8,4,Stéphanie-Félicité de Genlis,13,1782-02-08,Théâtre d'éducation à l'usage des jeunes personnes,889,Rigaud,cl1266,52
Théâtre de l'éducation à l'usage des jeunes personnes,8,4,Stéphanie-Félicité de Genlis,2,1782-09-09,Théâtre d'éducation à l'usage des jeunes personnes,890,Rigaud,cl1266,8
Théâtre de la société,NA,NA,Stéphanie-Félicité de Genlis,12,1781-07-13,"Théâtre de société, par l'auteur du Théâtre à l'usage des jeunes personnes",891,Rigaud,cl1266,NA
Théâtre de la société,8,2,Stéphanie-Félicité de Genlis,2,1782-09-09,"Théâtre de société, par l'auteur du Théâtre à l'usage des jeunes personnes",892,Rigaud,cl1266,4
Théâtre de la société,8,2,Stéphanie-Félicité de Genlis,2,1782-10-04,"Théâtre de société, par l'auteur du Théâtre à l'usage des jeunes personnes",893,Rigaud,cl1266,4
Théisme. Essai philosophique,12,2,Charles-Elie de Ferrières,6,1773-07-21,"Théisme (le), essai philosophique, Tome I ; Réflexions phisiologiques sur l'homme et sur les animaux. Pour servir de supplément à l'essai sur le Théisme",894,Rigaud,cl1266,12
Théologia Astronomique du même,8,NA,William Derham,2,1777-06-02,"Theólogie astronomique ou démonstration de l'existence et des attributs de Dieu par l'examen et la description des cieux, par Guillaume Derham ; traduite de l'anglois sur la cinquième édition [par Jacques Lufneu]",895,Rigaud,cl1266,NA
Théologie physique de M. D'Heram,8,NA,William Derham,2,1777-06-02,Theologie Physique Ou Demonstration De L'Existence Et Des Attributs De Dieu…,896,Rigaud,cl1266,NA
Thevenon (Le) ou les journées de la montagne,8,2,Elie Bertrand,2,1781-07-13,Thévenon (Le) ou les Journées dans la montagne,897,Rigaud,cl1266,4
tractatus de respiratione,8,NA,Albert de Haller,2,1773-06-07,Tractatus de respiratione,898,Rigaud,cl1266,NA
Storek de annus maeicus,8,NA,Anton Storck,4,1773-06-07,Tractatus medicuscum diversis experimentis de cicuta,899,Rigaud,cl1266,NA
Traité de l'épilepsie par Tissot,NA,NA,Samuel Auguste André David Tissot,6,1774-10-14,Traité de l'épilepsie,900,Rigaud,cl1266,NA
Traité de l'épilepsie du même,NA,1,Samuel Auguste André David Tissot,2,1782-03-12,Traité de l'épilepsie,901,Rigaud,cl1266,2
"Traité des arbres fruitiers, etc par la société économique de Berne",NA,NA,Société économique de Berne,2,1772-09-21,"Traité des arbres fruitiers : extrait des meilleurs auteurs, par la Société oeconomique de Berne ; traduit de l'allemand & considérablement augmenté par un membre de ladite Société",902,Rigaud,cl1266,NA
Traité des maladies des nerfs par Tissot,12,NA,Samuel-Samuel Auguste André David Tissot,2,1772-09-21,Traité des nerfs et de leurs maladies,903,Rigaud,cl1266,NA
Traité des maladies des nerfs par Tissot,12,NA,Samuel Auguste André David Tissot,2,1782-03-12,Traité des nerfs et de leurs maladies,904,Rigaud,cl1266,NA
Trattato sopra le malattie a cui sono sogette le persone de vite a la converssatione,12,NA,Samuel-Samuel Auguste André David Tissot,2,1773-06-07,Trattato sopra le malattie à cui sono soggette le persone dedite alla conversazione,905,Rigaud,cl1266,NA
Vieilles (Les) du château,8,NA,Stéphanie-Félicité de Genlis,6,1783-04-20,Veillées (Les) au château ou Cours de morale à l'usage des enfants,906,Rigaud,cl1266,NA
Vie de Sebastus Nothanker,NA,NA,Friedrich Nicolai,15,1774-01-28,"Vie (La) & les opinions de maître Sebastus Nothanker, traduit de l'allemand par un ami du heros",907,Rigaud,cl1266,NA
Vie et opinions de Sebastien Nothanker,8,3,Friedrich Nicolai,6,1777-11-05,"Vie (La) & les opinions de maître Sebastus Nothanker, traduit de l'allemand par un ami du heros",908,Rigaud,cl1266,18
Vie et opinions de Sebastien Nothanker,12,4,Friedrich Nicolai,6,1777-11-05,"Vie (La) & les opinions de maître Sebastus Nothanker, traduit de l'allemand par un ami du heros",909,Rigaud,cl1266,24
Vie de Tristam Shandy,NA,2,Laurence Sterne,4,1779-11-22,"Vie (La) & les opinions de Tristan Shandi, traduites de l'anglois de Stern par M. Frénais",910,Rigaud,cl1266,8
Vie de Tristan Shandy,NA,NA,Laurence Sterne,2,1782-03-12,"Vie (La) & les opinions de Tristan Shandi, traduites de l'anglois de Stern par M. Frénais",911,Rigaud,cl1266,NA
Adventures de Robinson Crusoe,NA,4,Daniel Defoe,4,1774-10-14,"Vie (La) et les aventures surprenantes de Robinson Crusoé / de Daniel de Foé ; trad. de l'anglois par Hyacinthe Cordonnier, dit Thémiseul de Saint-Hyacinthe et Juste van Effen",912,Rigaud,cl1266,16
Aventures de Robinson,12,2,Daniel Defoe,6,1778-05-25,"Vie (La) et les aventures surprenantes de Robinson Crusoé / de Daniel de Foé ; trad. de l'anglois par Hyacinthe Cordonnier, dit Thémiseul de Saint-Hyacinthe et Juste van Effen",913,Rigaud,cl1266,12
Vie de David Hume,12,1,David Hume,12,1777-11-05,"Vie de David Hume, écrite par lui-même, traduite de l'anglois",914,Rigaud,cl1266,12
Voix (La) du curé par M. de Voltaire,8,NA,François-Marie Arouet dit Voltaire,6,1774-10-14,Voix (La) du curé sur le procès des serfs du mon Jura,915,Rigaud,cl1266,NA
Voyage à  l'île de France de Bourbon,8,2,Henri Bernardin de Saint-Pierre,2,1780-06-12,"Voyage à l'isle de France, à l'isle de Bourbon, au cap de Bonne-Espérance, &c. : avec des observations nouvelles sur la nature & sur les hommes, par un officier du roi [D.S.P.]",916,Rigaud,cl1266,4
Voyage à  l'île de France de Bourbon,8,2,Henri Bernardin de Saint-Pierre,2,1782-10-04,"Voyage à l'isle de France, à l'isle de Bourbon, au cap de Bonne-Espérance, &c. : avec des observations nouvelles sur la nature & sur les hommes, par un officier du roi [D.S.P.]",917,Rigaud,cl1266,4
Voyage au pole austral et autour du monde par Cook,8,6,James Cook,1,1780-06-12,"Voyage au Pôle austral et autour du monde, fait sur les vaisseaux de roi l'Aventure & la Résolution en 1772, 1773, 1774 & 1775 / écrit par Jacques Cook, commandant de la Résolution ; dans lequel on a inséré la relation du capitaine Furneaux & celle de messieurs Forster ; traduit de l'anglois",918,Rigaud,cl1266,6
Voyage au tour du monde  par Bougainville,8,2,Louis-Antoine de Bougainville,20,1772-01-05,"Voyage autour du monde, par la frégate du Roi ""La Boudeuse"" et la flûte ""L'Etoile"", en 1766, 1767, 1768 & 1769",919,Rigaud,cl1266,40
Voyage d'Italie par Cochin,8,3,Charles-Nicolas Cochin,1,1773-06-07,Voyage d'Italie ou recueil de notes sur les ouvrages de peinture et de sculpture qu'on voit dans les principales villes d'Italie,920,Rigaud,cl1266,3
Voyages ?? dans les Indes,NA,1,Olof Toren,6,1772-06-12,"Voyage d'Oloff Torée aux Indes, avec un précis de l'économie rurale des Chinois",921,Rigaud,cl1266,6
"Voyage dans les mers de l'Inde, à l'occasion du passage de Vénus",8,NA,Guillaume Joseph Hyacinthe Jean Baptiste Legentil de la Galaisière,6,1780-06-12,"Voyage dans les mers de l'Inde, fait par ordre du roi à l'occasion du passage de Vénus sur le disque du soleil le 6 juin 1761, & le 3 du même mois 1769, par M. Le Gentil, de l'académie royale des sciences",922,Rigaud,cl1266,NA
"Voyage dans les mers de l'Inde, à l'occasion du passage de Vénus",8,2,Guillaume Joseph Hyacinthe Jean Baptiste Legentil de la Galaisière,2,1780-09-08,"Voyage dans les mers de l'Inde, fait par ordre du roi à l'occasion du passage de Vénus sur le disque du soleil le 6 juin 1761, & le 3 du même mois 1769, par M. Le Gentil, de l'académie royale des sciences",923,Rigaud,cl1266,4
"Voyage dans les mers de l'Inde, à l'occasion du passage de Vénus",NA,NA,Guillaume Joseph Hyacinthe Jean Baptiste Legentil de la Galaisière,2,1781-07-13,"Voyage dans les mers de l'Inde, fait par ordre du roi à l'occasion du passage de Vénus sur le disque du soleil le 6 juin 1761, & le 3 du même mois 1769, par M. Le Gentil, de l'académie royale des sciences",924,Rigaud,cl1266,NA
Voyage de Vienne à Belgrade par Kleeman,NA,NA,Nicolaus Ernest Kleemann,3,1780-06-12,"Voyage de Vienne à Belgrade et à Kilianova, dans le pays des Tartares Budziacs & Nogais dans la Crimée & de Kaffa à Constantinople, au travers de la mer Noire, avec le retour à Vienne par Trieste : fait dans les années 1768, 1769 & 1770 : on y a joint la description des choses les plus remarquables concernant la Crimée / par Nicolas-Ernest Kleeman ; traduit de l'allemand",925,Rigaud,cl1266,NA
Voyage de M. de Niebuhr,8,3,Carsten Niebuhr,3,1778-09-16,"Voyage en Arabie & en d'autres pays circonvoisins, par Niebuhr, ouvrage orné de cartes & de figures",926,Rigaud,cl1266,9
Voyage en Arabie,8,3,Carsten Niebuhr,4,1778-11-25,"Voyage en Arabie & en d'autres pays circonvoisins, par Niebuhr, ouvrage orné de cartes & de figures",927,Rigaud,cl1266,12
Voyage en Arabie,4,NA,Carsten Niebuhr,1,1780-06-12,"Voyage en Arabie & en d'autres pays circonvoisins, par Niebuhr, ouvrage orné de cartes & de figures",928,Rigaud,cl1266,NA
Voyage en Arabie,4,NA,Carsten Niebuhr,1,1780-06-12,"Voyage en Arabie & en d'autres pays circonvoisins, par Niebuhr, ouvrage orné de cartes & de figures",929,Rigaud,cl1266,NA
Voyage en Espagne et au Portugal,8,NA,Richard Twiss,6,1782-09-09,"Voyage en Portugal & en Espagne, fait en 1772 & 1773 par Richard Twiss, gentihomme anglois, &c, &c, avec une carte des deux royaumes",930,Rigaud,cl1266,NA
Voyage au Portugal et en Espagne,8,NA,Richard Twiss,2,1782-03-12,"Voyage en Portugal & en Espagne, fait en 1772 & 1773 par Richard Twiss, gentihomme anglois, &c, &c, avec une carte des deux royaumes",931,Rigaud,cl1266,NA
Voyages en ????? Traduit de l'anglois de,12,2,Patrick Brydone,6,1775-06-21,"Voyage en Sicile et à Malte par Patrick Brydone, Jean-Nicolas Demeunier, traducteur",932,Rigaud,cl1266,12
Voyags en Sicile et à Malte,8,2,Patrick Brydone,4,1775-06-28,"Voyage en Sicile et à Malte par Patrick Brydone, Jean-Nicolas Demeunier, traducteur",933,Rigaud,cl1266,8
Voyage historique et littéraire de la Suisse,NA,2,Jean-Rodolphe Sinner,6,1780-06-12,"Voyage historique et littéraire dans la Suisse occidentale, par M. Sinner de Balaigue",934,Rigaud,cl1266,12
Voyage historique et littéraire de la Suisse,8,3,Jean-Rodolphe Sinner,2,1780-09-08,"Voyage historique et littéraire dans la Suisse occidentale, par M. Sinner de Balaigue",935,Rigaud,cl1266,6
Voyage historique et littéraire de la Suisse,NA,NA,Jean-Rodolphe Sinner,3,1781-07-13,"Voyage historique et littéraire dans la Suisse occidentale, par M. Sinner de Balaigue",936,Rigaud,cl1266,NA
Voyage pittoresque aux glaciers de Savoye,12,NA,André César Bordier,6,1773-07-21,"Voyage pitoresque aux glacières de Savoye, fait en 1772",937,Rigaud,cl1266,NA
Voyage pittorestque des glaciers de Savoye,NA,NA,André César Bordier,2,1773-09-20,"Voyage pitoresque aux glacières de Savoye, fait en 1772",938,Rigaud,cl1266,NA
Voyage sentimental,12,2,Laurence Sterne,3,1778-05-25,"Voyage sentimental, par M. Sterne sous le nom d'Yorick ; traduit de l'anglois par M. Frénais",939,Rigaud,cl1266,6
Voyage sentimental,12,2,Laurence Sterne,4,1779-11-22,"Voyage sentimental, par M. Sterne sous le nom d'Yorick ; traduit de l'anglois par M. Frénais",940,Rigaud,cl1266,8
Voyage sentimental,12,2,Laurence Sterne,6,1780-06-12,"Voyage sentimental, par M. Sterne sous le nom d'Yorick ; traduit de l'anglois par M. Frénais",941,Rigaud,cl1266,12
Voyage sentimental,NA,2,Laurence Sterne,6,1780-11-15,"Voyage sentimental, par M. Sterne sous le nom d'Yorick ; traduit de l'anglois par M. Frénais",942,Rigaud,cl1266,12
Voyage sentimental,12,2,Laurence Sterne,6,1781-01-17,"Voyage sentimental, par M. Sterne sous le nom d'Yorick ; traduit de l'anglois par M. Frénais",943,Rigaud,cl1266,12
Voyage autour du monde de Pagés,8,NA,Pierre-Marie-François de Pagès,2,1783-11-07,"Voyages autour du monde, et vers les deux pôles, par terre et par mer, pendant les années 1767, 1768, 1769, 1770, 1771, 1773, 1774 & 1776,  par M. de Pagès",944,Rigaud,cl1266,NA
Œuvres de M. de Saussure,8,6,Horace-Bénédict de Saussure,2,1781-07-13,Voyages dans les Alpes précédés d'un essai sur l'histoire naturelle des environs de Genève,945,Rigaud,cl1266,12
Œuvres de M. de Saussure,4,2,Horace-Bénédict de Saussure,1,1781-07-13,Voyages dans les Alpes précédés d'un essai sur l'histoire naturelle des environs de Genève,946,Rigaud,cl1266,2
Voyage en Amérique,8,NA,Andrew Burnaby Wild,6,1778-11-25,"Voyages dans les colonies du milieu de l'Amérique septntrionale, faits en 1759 & 1760, avec des observations sur l'état des colonies, par M. André Burnaby, traduits de l'anglois par M. Willd",947,Rigaud,cl1266,NA
Voyage de Pockocke dans l'orient,NA,9,Richard Pococke,4,1772-06-12,"Voyages de Richard Pockocke, membre de la Société royale, et de celle des antiquités de Londres, etc. en Orient, dans l'Egypte, l'Arabie, la Palestine, la Syrie, la Grèce, la Thrace, etc. etc.",948,Rigaud,cl1266,36
