ID,full_book_title,author_name,stated_publication_years,stated_publication_places,book_code
NA,Introduction à la connaissance géographique et politique des Etats de l'Europe,"Büsching, Anton-Friedrich",1779,En Suisse,bk0000094
NA,Londres,"Grosley, Pierre-Jean",1770,Lausanne,bk0000095
NA,[Palettes simples],NA,NA,n.pl.,bk0000098
NA,[Voyage autour du monde de Bougainville],"Bougainville, Louis Antoine [de]",NA,n.pl.,bk0000100
NA,"Sermons sur différens textes de l'Ecriture-Sainte, par J.E. Bertrand, membre de plusieurs académies, professeur de belles-lettres, et ci-devant ministre du Saint Evangile à Neuchâtel","Bertrand, Jean-Elie",1773,Neuchâtel,bk0000101
NA,"Sophonisbe (la), tragédie de Mairet","Voltaire, François Marie Arouet",NA,n.pl.,bk0000102
NA,"Journal d'un voyage de Constantinople en Pologne, fait à la suite de Son Excellence Mr Jaq. Porter, ambassadeur d'Angleterre, par le R. P. Joseph Boscowich... en 1762","Boškovic, Ruder Josip",1772,Lausanne,bk0000103
NA,Selectae e Veteri Testamento historiae ad usum eorum qui latinae linguae rudimentis imbuuntur ,"Heuzet, Jean",NA,n.pl.,bk0000104
NA,Instructions adressées par Sa Majesté l'impératrice de toutes les Russies à la commission établie pour travailler à l'exécution du projet d'un nouveau code de lois,"Catherine II, Empress of Russia",1769,n.pl.,bk0000105
NA,Maladies des enfants: traduit de l'anglois du docteur Jean Cooke,"Cook, John",1770,Yverdon,bk0000106
NA,"Mémoires géographiques physiques et historiques sur l'Asie, l'Afrique et l'Amérique","Rousselot de Surgy, Jacques-Philibert",1767,Yverdon,bk0000107
NA,Questions de droit naturel et observations sur le traité du droit de la nature de M. le Baron de Wolf,"Vattel, Emer [de]",1762,Berne,bk0000110
NA,"Voyages d'un philosophe, ou Observations sur les moeurs et les arts des peuples de l'Afrique, de l'Asie et de l'Amérique","Poivre, Pierre",1768,Yverdon,bk0000111
NA,Satyres (les) de Perse avec des notes,"Flaccus, Aulus Persius",1765,Berne,bk0000112
NA,[Grammatica Grecca],NA,NA,n.pl.,bk0000113
NA,Joh. Eberhardi Roesleri institutiones iurisprudentiae naturalis in usum collegiorum,"Rösler, Johann Eberhard",1772,Lausanne,bk0000116
NA,"Fatalisme (le), ou Collection d'anecdotes, pour prouver l'influence du sort sur l'histoire du coeur humain","Rochette de La Morlière, Charles-Jacques-Louis-Auguste",1769,Yverdon,bk0000117
NA,"Traité de l'homme selon les différentes merveilles qui le composent, par le P. André","André, Yves-Marie",1766,Yverdon,bk0000119
NA,[Histoire de France (vols 21-22)],"Velly, Paul-François",NA,n.pl.,bk0000121
NA,Justinus De historiis Philippicis,"Justinus, Marcus Junianus",NA,n.pl.,bk0000122
NA,Justinus De historiis Philippicis,Pompeius Trogus,NA,n.pl.,bk0000122
NA,"Intérêts (des) et des devoirs d'un républicain, par un citoyen de Raguse; ouvrage trad. de l'italien par M.B","Mallet, Paul Henri",1770,Yverdon,bk0000126
NA,Etrenne chrétienne ou méditations et prières ... traduit de l'anglois sur la dixième édition,NA,1771,Lausanne,bk0000128
NA,"Discours de l'empereur Julien, contre les chrétiens, traduit par Mr. le marquis d'Argens ...; Avec de nouvelles notes de divers auteurs","Voltaire, François Marie Arouet",1768,Berlin,bk0000129
NA,"Discours de l'empereur Julien, contre les chrétiens, traduit par Mr. le marquis d'Argens ...; Avec de nouvelles notes de divers auteurs","Julian ""the Apostate"", Emperor of Rome",1768,Berlin,bk0000129
NA,Défense de Louis XIV,"Voltaire, François Marie Arouet",n.d.,n.p.,bk0000130
NA,[Dictionnaire françois et italien],NA,NA,n.pl.,bk0000131
NA,"Ouvrages de feu Mr. Forbes, Lord-Président des Assises d'Edimbourg: contenants: des pensées sur la religion naturelle et révéleé, une lettre a un évêque; des reflexions sur l'incrédulité, traduits de l'anglois, avec des notes, par le R.P. Houbigant, prêtre de l'Oratoire","Forbes, Duncan [of Culloden]",1769,Lyon,bk0000132
NA,Histoires choisies des auteurs profanes = Selectae è profanis scriptoribus historiae,"Heuzet, Jean",NA,n.pl.,bk0000133
NA,[Vocabulaire français],NA,NA,n.pl.,bk0000135
NA,Sermons sur différens textes de l'Ecriture Sainte [Rochemont],"Rochemont, Daniel [de]",1772,Geneva,bk0000136
NA,"Poesie del sig. Alberto Haller, tradotte in versi italiani dal sig. A. S.","Haller, Albrecht [von]",1768,Yverdon,bk0000137
NA,Dictionarium latino gallicum,NA,1552,Lutetiae,bk0000138
NA,Corps (des) politiques et de leurs gouvernements. Seconde édition revue & très-augmentée,"Lavie, Jean Charles [de]",1766,Lyon,bk0000139
NA,Religion (la) naturelle et la révélée établies sur les principes de la vraie philosophie,"Maleville, Guillaume",NA,n.pl.,bk0000140
NA,"Moeurs et coutumes des François, ouvrage où on traite de l'origine de la nation, de l'établissement de la monarchie et de son gouvernement politique, civil, militaire et ecclésiastique, par M. Poullin de Lumina","Poullin de Lumina, Étienne-Joseph",1768-1769,Lyon,bk0000141
NA,Primatu (De) Romani Pontificis = Primauté (de la) du pape,"Pinel, Michel",1770,London,bk0000142
NA,"Essai analytique sur les facultés de l'âme, par Charles Bonnet","Bonnet, Charles",1769,Geneva,bk0000143
NA,Essai sur l'homme,"Pope, Alexander",NA,n.pl.,bk0000146
NA,Fables orientales de M. de S. Lambert,"Saint-Lambert, Jean-François [de]",NA,n.pl.,bk0000147
NA,"Histoire et anecdotes de la vie, du règne, du détrônement et de la mort de Pierre III","Beauclair, Paul Louis [de]",NA,n.pl.,bk0000149
NA,Fables et contes de Gellert,"Gellert, Christian Fuerchtegott",NA,n.pl.,bk0000150
NA,Recueil des passages du Nouveau Testament qui servent à établir les vérités et les devoirs de la religion chrétienne,[Bible],1770-1774,Neuchâtel,bk0000152
NA,"Principes abrégés sur la théorie et la pratique des changes, avec des applications relatives à Genève, et les démonstrations de la règle de trois et de la règle conjointe",NA,1772,Geneva,bk0000154
NA,[Passages de Genève],[Bible],NA,n.pl.,bk0000155
NA,"Sermon prêché... sur la tombe de Pierre le Grand, le lendemain du jour que l'on reçut à St-Pétersbourg la nouvelle de la victoire navale remportée sur la flotte turque... par Platon","Platon, Petr Georgievitch Levchin",1771,London,bk0000156
NA,"Mémoires historiques, militaires et politiques sur les principaux évènemens arrivés dans l'isle & royaume de Corse, depuis le commencement de l'année 1738 jusques à la fin de l'année 1741: avec l'histoire naturelle de ce païs-là, & diverses remarques curieuses touchant l'origine des peuples qui l'habitent: le tout enrichi d'une carte nouvelle de l'Isle de Corse, & dédié à M. le Comte de Maillebois","Jaussin, Louis-Armand",1758-1759,Lausanne,bk0000157
NA,Epître à Horace,"Voltaire, François Marie Arouet",NA,n.pl.,bk0000158
NA,"Trattato sopra la cura delle api, contenente l'istoria naturale di quest'insetti, co'varii metodi si antichi come moderni di governarli e l'istoria naturale delle vespe e de'calabroni, co'mezzi di distruggerli, ornato di rami del signor Tommaso Wildman. Tradotto dall'inglese nella toscana favella da Pier Domenico Soresi","Wildman, Thomas",1771,Turin,bk0000159
NA,"Homme (l') au latin, ou la Destinée des savants, histoire sans vraisemblance ","Siret, Pierre-Louis",1769,London,bk0000160
NA,Fabulae Aesopi & Phaedri selectae,"Phaedrus, Caius Julius",NA,n.pl.,bk0000161
NA,Fabulae Aesopi & Phaedri selectae,Aesop,NA,n.pl.,bk0000161
NA,Sermons [de Saurin],"Saurin, Jacques",NA,n.pl.,bk0000164
NA,"République (la) littéraire, ou Description allégorique et critique des sciences et des arts, ouvrage posthume de Dom Diego Saavedra Fajardo... traduit de l'espagnol, sur l'édition la plus correcte, publiée à Madrid en 1735, présenté au public par les soins et aux dépens du libraire","Saavedra Fajardo, Diego",1770,Lausanne,bk0000165
NA,"Nicolai Hieronymi Gundlingii jus naturae ae gentium, connexâ ratione novâ que methodo elaboratum et à praesumptis opinionibus aliis que ineptiis vacuum: editio nova auctior et emendatior","Gundling, Nicolaus Hieronymus",1751,Geneva,bk0000166
NA,Observations sur des matières de jurisprudence criminelle,"Risi, Paul",1768,Lausanne,bk0000167
NA,"Systême social, ou Principes naturels de la morale et de la politique avec un examen de l'influence du gouvernement sur les moeurs","Holbach, Paul Henri Dietrich [d']",NA,n.pl.,bk0000168
NA,"Lettres de Monsieur le Chevalier de Boufflers, pendant sa voyage en Suisse, à Madame sa mère","Boufflers, Stanislas-Jean [de]",NA,n.pl.,bk0000169
NA,"Prédicateur (la) évangélique, ou sermons pour tous les dimanches et les principales fêtes de l'année","Nardin, Jean Frédéric",1766-1768,Lausanne,bk0000171
NA,Eugénie: drame ,"Beaumarchais, Pierre Augustin Caron [de]",NA,n.pl.,bk0000172
NA,[Cours de religion],NA,NA,n.pl.,bk0000173
NA,"Observations sur l'art de faire la guerre, suivant les maximes les plus grands generaux",Vaultier [Commissaire de l'artillerie],NA,n.pl.,bk0000174
NA,[Magasin de adollesçantes],"Le Prince de Beaumont, Marie",NA,n.pl.,bk0000178
NA,Considérations sur les causes de la grandeur des Romains et de leur décadence,"Montesquieu, Charles Louis de Secondat",1761,Amsterdam,bk0000179
NA,"Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amedée Lullin, pasteur et professeur en histoire ecclesiastique à Geneve","Lullin, Ami",1761-1767,Geneva,bk0000180
NA,Chef (le) d'oeuvre d'un inconnu,"Saint-Hyacinthe, Thémiseul [de]",NA,n.pl.,bk0000181
NA,[Patriote françois],NA,NA,n.pl.,bk0000183
NA,"Examen de la nouvelle histoire de Henri IV, de M. de Bury","La Beaumelle, Laurent Anglivie [de]",1768,Geneva,bk0000185
NA,"Histoire de la maison de Brunswick, par Mallet","Mallet, Paul Henri",1767-1769,Geneva,bk0000186
NA,Discours sur les moeurs,"Servan, Joseph-Michel-Antoine",1772,Lyon,bk0000187
NA,"Histoire politique du siècle, où se voit dévelopée la conduite de toutes les cours, d'un traité à l'autre, depuis la paix de Westphalie jusqu'à la dernière paix d'Aix la Chapelle inclusivement  ","Gouvest, Jean-Henril Maubert [de]",NA,n.pl.,bk0000188
NA,"Annales politiques de feu monsieur Charles Irénée Castel, abbé de St. Pierre, de l'Académie françoise","Castel de Saint-Pierre, Charles-Irénée",1767,Geneva; Lyon,bk0000189
NA,Almanach de Neuchâtel,NA,NA,n.pl.,bk0000190
NA,Caractères (les),"Puisieux, Madeleine d'Arsant [de]",NA,n.pl.,bk0000191
NA,"Justini Febronii... de Statu Ecclesiae et legitima potestate romani pontificis liber singularis, ad reuniendos dissidentes in religione christianos compositus","Hontheim, Johann Nikolaus [von]",NA,n.pl.,bk0000192
NA,"Réflexions sur l'économie politique, ouvrage traduit de l'italien","Verri, Pietro",1773,Lausanne,bk0000193
NA,"Américaines (les), ou La Preuve de la religion chrétienne par les lumières naturelles","Le Prince de Beaumont, Marie",1770-1771,Lyon,bk0000194
NA,"Regula cleri: ex sacris litteris sanctorum patrum monimentis, ecclesiastique sanctionibus excerpta","Gelabert, Melchior",1770,Lausanne,bk0000196
NA,"Regula cleri: ex sacris litteris sanctorum patrum monimentis, ecclesiastique sanctionibus excerpta","Salamó, Simon",1770,Lausanne,bk0000196
NA,"Médecine végétale, tirée uniquement des plantes usuelles, appliquées aux différentes maladies qui règnent dans les campagnes","Buc'hoz, Pierre-Joseph",1770,Yverdon,bk0000197
NA,Histoire du Parlement de Paris,"Voltaire, François Marie Arouet",1773,London,bk0000198
NA,"Abrégé historique de la vie de Marie-Thérèse, impératrice-reine de Hongrie, tiré de la Galerie universelle des hommes célèbres etc.","Sabatier de Castres, Antoine",1773,Lausanne,bk0000200
NA,Almanach de Cabinet,NA,NA,n.pl.,bk0000201
NA,Pour Raillerie,"Schellenberg, Johann Rudolf",1772,n.pl.,bk0000202
NA,"Conseils pour former une bibliothèque historique de la Suisse, par M. Haller","Haller, Gottlieb Emanuel von",1771,Berne,bk0000203
NA,Recueil de divers traités sur l'histoire naturelle de la terre et des fossiles,"Bertrand, Elie",1766,Avignon,bk0000204
NA,Contes moraux et nouvelles idylles de D… et Sal. Gessner,"Diderot, Denis",1773,London,bk0000205
NA,Contes moraux et nouvelles idylles de D… et Sal. Gessner,"Gessner, Salomon",1773,London,bk0000205
NA,"Supplément à la Bibliothèque de campagne, ou amusements de l'esprit et du coeur",NA,1761,Geneva,bk0000207
NA,"Instruction abregée sur la nature et l'usage de la Chaux, sur les Pierres à Chaux, sur les Tours à Chaux, et particulierement aux ou l'on employe la houille",NA,1769,Berne,bk0000208
NA,[Corpus juris civilis],NA,NA,n.pl.,bk0000209
NA,"Jurisprudentia antiqua continens opuscula et dissertationes quibus leges antiquae praesertim mosaïcae, graecae et romanae illustrantur","Fellenberg, Daniel",1760-1761,Berne,bk0000210
NA,Mémoires de M. l'abbé de Montgon,"Montgon, Charles Alexandre [de]",NA,n.pl.,bk0000211
NA,"Opere posthume di Pietro Giannone, in difesa della sua storia civile del regno di Napoli","Giannone, Pietro",1760,Lausanne,bk0000212
NA,"Principes de la grammaire, ou rudimens nouveaux de la langue latine, par le P. Godin",Godin,NA,Bordeaux,bk0000214
NA,"Hugonis Grotii de Jure belli ac pacis libri tres, cum annotatis auctoris, nec non J. F. Gronovii notis et J. Barbeyracii animadversionibus, commentariis... Henr. l. b. de Cocceii... adjectis, insertis quoque observationibus Samuelis l. b. de Cocceii... Adduntur... Grotii dissertatio de mari libero ac libellus... de aequitate, indulgentia et facilitate ","Grotius, Hugo",1751-1752,Lausanne,bk0000215
NA,Considerations sur les causes de l'ancienne foiblesse de l'Empire de Russie et de sa nouvelle puissance: avec un discours oratoire contenant l'eloge de Catherine II aujourd'hui régnante,"Goudar, Ange",1772,Amsterdam,bk0000216
NA,"Bibliotheca botanica, qua scripta ad rem herbariam facientia a rerum initiis recensentur, auctore Alberto von Haller","Haller, Albrecht [von]",1771-1772,Tiguri,bk0000220
NA,Mathurini Corderii Colloquia selecta,"Cordier, Mathurin",NA,n.pl.,bk0000221
NA,Théisme (le): essai philosophique,"Ferrières, Charles Elie [marquis de]",1773,London,bk0000222
NA,Histoire d'Emilie Montague,"Brooke, Frances Moore",1770,n.pl.,bk0000223
NA,Recherches philosophiques sur les preuves du christianisme,"Bonnet, Charles",1770,Geneva,bk0000225
NA,Paix (de la) perpétuelle,"Voltaire, François Marie Arouet",NA,n.pl.,bk0000226
NA,Fragmens de philosophie morale,"Marmontel, Jean-François",NA,n.pl.,bk0000228
NA,"Discours sur l'état actuel de la politique et de la science militaire en Europe: avec le plan d'un ouvrage intitulé ""La France politique et militaire""","Hippolyte de Guilbert, Jacques-Antoine",1773,Geneva,bk0000229
NA,Science (la) ou les droits et les devoirs de l'homme: Ouvrage en 4 parties. Contenant: La vie naturelle de l'homme. Sa vie agricole. Sa vie sociale. Sa vie politique,"Mirabeau, Victor de Riquetti [marquis de]",NA,Lausanne,bk0000230
NA,"Artis medicae principes, Hippocrates, Aretaeus, Alexander, Aurelianus, Celsus, Rhazis. Recensuit, prafatus est Albertus de Haller","Haller, Albrecht [von]",1769-1774,Lausanne,bk0000232
NA,"Artis medicae principes, Hippocrates, Aretaeus, Alexander, Aurelianus, Celsus, Rhazis. Recensuit, prafatus est Albertus de Haller",Alexandre de Tralles,1769-1774,Lausanne,bk0000232
NA,"Artis medicae principes, Hippocrates, Aretaeus, Alexander, Aurelianus, Celsus, Rhazis. Recensuit, prafatus est Albertus de Haller",Aretaeus (Cappadocius),1769-1774,Lausanne,bk0000232
NA,"Artis medicae principes, Hippocrates, Aretaeus, Alexander, Aurelianus, Celsus, Rhazis. Recensuit, prafatus est Albertus de Haller",Caelius Aurelianus,1769-1774,Lausanne,bk0000232
NA,"Artis medicae principes, Hippocrates, Aretaeus, Alexander, Aurelianus, Celsus, Rhazis. Recensuit, prafatus est Albertus de Haller","Celsus, Aulus Cornelius",1769-1774,Lausanne,bk0000232
NA,"Artis medicae principes, Hippocrates, Aretaeus, Alexander, Aurelianus, Celsus, Rhazis. Recensuit, prafatus est Albertus de Haller",Hippocrates,1769-1774,Lausanne,bk0000232
NA,"Artis medicae principes, Hippocrates, Aretaeus, Alexander, Aurelianus, Celsus, Rhazis. Recensuit, prafatus est Albertus de Haller","Razi, Mohamed-abou-Beker-ibn-Zacaria Er",1769-1774,Lausanne,bk0000232
NA,"Pensées générales sur le déisme, par Jean Alph. Rosset... Nouvelle édition, augmentée","Rosset, Jean Alphonse",1760,Lausanne,bk0000233
NA,"Opera minora, emendata, aucta et renovata","Haller, Albrecht [von]",1763-1768,Lausanne,bk0000234
NA,"Homélie du pasteur Bourn, prêchée à Londres, le jour de la Pentecôte","Voltaire, François Marie Arouet",1768,Geneva,bk0000236
NA,"Abrégé sur les sciences et sur les arts, par demandes et par réponses","Palairet, Jean",NA,n.pl.,bk0000237
NA,"Mentor (le) moderne, ou Instructions pour les garçons et pour ceux qui les élevent ","Le Prince de Beaumont, Marie",1776,Paris,bk0000238
NA,Nouveau (le) Testament,[Bible],NA,n.pl.,bk0000239
NA,[Eléméns de mathématiques],Pelt [de],NA,n.pl.,bk0000240
NA,Réflexions d'un homme de bon sens sur les comètes & sur leur retour ou Préservatif contre la peur,"Gélieu, Jonas [de]",1773,n.pl.,bk0000243
NA,"Oraison funèbre de Charles-Emmanuel, roi de Sardaigne et duc de Savoie, prononcée, le 17 mars 1773, par M***, vicaire à la paroisse de S*** à Chambéry","Servan, Joseph-Michel-Antoine",1773,Chambery,bk0000244
NA,Histoire des religieux de la Compagnie de Jesus,"Quesnel, Pierre",NA,n.pl.,bk0000245
NA,Epistolae ab eruditis viris ad Alb. Hallerum scriptae,"Haller, Albrecht [von]",1773-1775,Berne,bk0000246
NA,Bacha dans son serrail,NA,NA,n.pl.,bk0000250
NA,"Brunus redivivus, ou traité des erreurs populaires, ouvrage critique, historique, et philosophique imité de Pomponace",NA,NA,n.pl.,bk0000251
NA,Examen impartial des principales religions du monde,NA,NA,n.pl.,bk0000256
NA,Histoire des diables modernes. Par Mr. A***,"Adolphus, Joy",1771,Cleves,bk0000260
NA,"Jeune (le) philosophe, ou Lettres de Florival et de Sophie",NA,1774,n.pl.,bk0000265
NA,Lettre sur la philosophie nouvelle et sur les principes de l'Essai de la philosophie,"Beaux de Maguielles, Justin",1775,Paris,bk0000268
NA,"Manuel du Philosophe, ou dictionnaire des vertus ou des qualités intellectuelles de l'ame, dans lequel on en développer la connaissance, l'usage et l'alliance; ensemble la connaissance des sentiments ou impressions de l'ame, grands pour le Créateur et des sentiments ou impressions des Sens qui affectent l'ame, quoiqu'ils lui soient-étranger",NA,1769,Berlin,bk0000269
NA,"Monialisme, histoire galante, écrite par une ex-religieuse de l'abbaye où se sont passées les aventures..",NA,1775,Rome,bk0000273
NA,"Parnasse (le) libertin, ou recueil de poésies libres",NA,NA,n.pl.,bk0000275
NA,Pièces heureusement échappées de la France,NA,1775,London,bk0000277
NA,"Principes (les) de la révolution justifiés dans un sermon prêché devant l'Université de Cambridge, le... 29 mai 1776","Watson, Richard",1777,London,bk0000279
NA,"Soirees (les) de quelques religieuses, de l'abbaye de ***",NA,1786,Geneva,bk0000285
NA,Vie voluptueuse des capucins et des nones,NA,NA,n.pl.,bk0000290
NA,"Administration politique de Colbert: ouvrage qui par son érudition, ses principes économiques, calculs politiques &c. peut servir de repertoire universel des connoissances nécessaires à ses administrateurs","Pellissery, Roch-Antoine [de]",1776,Amsterdam; Leipzig,bk0000291
NA,"Art (l') alimentaire, ou, Methode pour préparer les aliments les plus sains pour l'homme","Buc'hoz, Pierre-Joseph",1783,Paris,bk0000295
NA,Abrégé de la grammaire française par Wailly,"Wailly, Noël François [de]",1785,Paris,bk0000296
NA,"Anecdotes originales de Pierre le Grand recueillies de la conversation de diverses personnes de distinction de St-Pétersbourg et de Moscou, par M. de Staehlin... Ouvrage traduit de l'allemand","Staehlin-Storcksburg, Jakob [von]",1787,Strasbourg,bk0000297
NA,Abrégé élémentaire de l'histoire universelle,"Veyssière de Lacroze, Mathurin",NA,n.pl.,bk0000298
NA,Abrégé d'histoire naturelle pour l'instruction de la jeunesse. Imité de l'allemand de M. Raff,"Raff, Georg Christian",1786,Strasbourg,bk0000300
NA,"Artillerie (l') nouvelle, ou Examen des changements faits dans l'artillerie française depuis 1765, par M***","Tronson Du Coudray, Charles",1773,Amsterdam,bk0000301
NA,Amusemens arithmétiques et algébriques de la campagne... par M. J. Luya,"Luya, Jean Pierre",1780,n.pl.,bk0000303
NA,"Aventures (les) galantes de quelques enfants de Loyola. Sur l'imprimé au Paraclet, 1782",NA,1782,Bruxelles,bk0000304
NA,"Annales de la vertu, ou Cours d'histoire à l'usage des jeunes personnes","Genlis, Stéphanie Félicité [comtesse de]",NA,n.pl.,bk0000305
NA,"Amusemens du beau-sexe, ou Nouvelles Historiques et avantures galantes, tragiques, et comiques",NA,1773-1774,Amsterdam,bk0000306
NA,"A quoi sert un titre, si l'ouvrage est bon?",NA,1787,Paris,bk0000308
NA,Anti-Chartreux (l'): Poême Chrétien,NA,1786,n.pl.,bk0000309
NA,"Agar dans le desert, comédie","Genlis, Stéphanie Félicité [comtesse de]",NA,n.pl.,bk0000310
NA,"Amitié fraternelle, ou Le Triomphe des vertus",NA,1785,n.pl.,bk0000311
NA,Année galante ou Etrenne à l'amour. Contes! Enrichis de figures et d'ariettes,NA,NA,n.pl.,bk0000312
NA,Ami de l'adolescence,NA,NA,n.pl.,bk0000313
NA,"Arlequin à Genève: comédie en vers libres et en trois actes, par M. P. G. auteur du baquet magnétique","Guigoud-Pigale, Pierre",1785,Lyon,bk0000314
NA,"Antonie, ou l'auteur de Caroline, suivie de plusieurs pieces intéressantes, traduites de l'allemand, par Madame la chanoinesse de P.","Wall, Anton",1787,Lausanne; Paris,bk0000316
NA,"Antonie, ou l'auteur de Caroline, suivie de plusieurs pieces intéressantes, traduites de l'allemand, par Madame la chanoinesse de P.","Heyne, Christian Leberecht",1787,Lausanne; Paris,bk0000316
NA,"Amusemens physiques et différentes expériences divertissantes, composées et exécutées tant à Paris que dans les diverses cours de l'Europe par le sieur Joseph Pinetti","Pinetti, Giuseppe",1785,Lausanne,bk0000318
NA,Adieux de soeur Rose à son cloître,"Fonson, Michel J.",1784,Vienna,bk0000319
NA,Amours (les) et les aventures du Lord Fox. Traduits de l'anglois par M***,NA,1786,Geneva,bk0000320
NA,Bagatelles morales,"Coyer, Gabriel-François",NA,n.pl.,bk0000321
NA,Bibliothèque ou Choix des meilleurs romans anglois,"Fielding, Henry",1781-1782,Geneva,bk0000322
NA,[Bonnetre],NA,NA,n.pl.,bk0000323
NA,Abrégé historique et politique de l'Italie,"Patjé, Chrétien-Louis-Aubert",1781,Yverdon,bk0000324
NA,[Belle (la) et la Bête],NA,NA,n.pl.,bk0000325
NA,Considérations sur les oeuvres de Dieu dans le règne de la nature et de la Providence pour tous les jours de l'année. Ouvrage traduit de l'allemand de M. C. C. Sturm,"Sturm, Christoph Christian",1786,La Haye,bk0000327
NA,Critique de la théorie et pratique de M. Necker: dans l'administration des finances de la France,NA,1785,n.pl.,bk0000328
NA,"Confessions (les) de M. Emanuel Figaro, écrites par lui-même","Lanteires, Jean",NA,n.pl.,bk0000329
NA,"Portefeuille (le) de madame Gourdan, dite la Comtesse, pour servir à l'histoire des moeurs du siècle et principalement de celles de Paris","Théveneau de Morande, Charles",NA,n.pl.,bk0000330
NA,"Correspondance du Lord G. Germain avec les généraux Clinton, Cornwallis et les amiraux dans la station de l'Amérique... Traduit de l'anglois sur les originaux","Germain, George",1782,Berne,bk0000332
NA,"Capucins (les) sans barbe, histoire Napolitaine",NA,NA,n.pl.,bk0000334
NA,Cahiers de mathematique à l'usage de messieurs les officiers de l'Ecole royale d'artillerie de Strasbourg,"Herttenstein, Johannes Henricus",1758,Amsterdam,bk0000335
NA,[Carloine],NA,NA,n.pl.,bk0000336
NA,"Contes (les) des génies, ou les charmantes leçons d'Horam, fils d'Asmar, ouvrage traduit du persan en anglois par Sir Charles Morell ","Ridley, James",1786,Amsterdam,bk0000337
NA,"Camille, ou Lettres de deux filles de ce siècle, traduites de l'anglois sur les originaux","Constant de Rebecque, Samuel [de]",1786,Maestricht,bk0000338
NA,"Considérations sur l'ordre de Cincinnatus, ou Imitation d'un pamphlet anglo-américain: par le Cte de Mirabeau, suivies... d'une Lettre... du général Washington... et d'une Lettre de feu M. Turgot... au Dr Price sur les législations américaines","Mirabeau, Honoré-Gabriel Riqueti [comte de]",1784,London,bk0000339
NA,"Code, ou Nouveau réglement sur les lieux de prostitution dans la ville de Paris",NA,1775,London,bk0000340
NA,"Chymie expérimentale et raisonnée, par M. Baumé,..","Baumé, Antoine",1773,Paris,bk0000341
NA,"Causes politiques secrètes, ou pensées philosophiques sur des événements passés depuis 1763 jusqu'à 1772. Suivies d'un projet de haut pouvoir conservateur... Ouvrage traduit de l'anglais sur la sixième éd",NA,1782,London,bk0000342
NA,Considerations sur l'admission des navires neutres aux colonies françoises de l'Amérique en tems de guerre. (Ouvrage écrit en 1759.),NA,1779,n.pl.,bk0000344
NA,"Les loix, us et coutumes de la souveraineté de Neuchâtel et Valangin par feu noble et vertueux Samuel Ostervald, président du Conseil d'Etat; d'après le manuscrit même de l'auteur ","Ostervald, Frédéric-Samuel",1785,Neuchâtel,bk0000345
NA,"I catecumeni, lettera ad un teologo colla sua risposta",NA,1777,n.pl.,bk0000346
NA,"Correspondance d'Eulalie, ou Tableau du libertinage de Paris","Mirabeau, Honoré-Gabriel Riqueti [comte de]",1785,London,bk0000347
NA,"Confessions du comte de C***, avec l'histoire de ses voyages en Russie, Turquie, Italie et dans les pyramides d'Égypte","Cagliostro, Alessandro [Comte de]",1787,Cairo; Paris,bk0000349
NA,"Canot (le), ou Lettres de Mama Blergx","Lamberg, Maximilian [graf von]",1782,Vienna,bk0000350
NA,"Discours et réflexions critiques sur l'histoire et le gouvernement de l'ancienne Rome, pour servir de supplément à l'Histoire romaine de MM. Rollin et Crevier","Hooke, Nathaniel",1784,Paris,bk0000351
NA,"Daphnis et le Premier navigateur, poèmes de M. Gessner, traduits de l'allemand par M. Huber","Gessner, Salomon",1768,Paris,bk0000352
NA,Dangers (les) du monde: comédie en trois actes,"Genlis, Stéphanie Félicité [comtesse de]",NA,n.pl.,bk0000353
NA,Nouveaux dialogues entre quelques illustres morts modernes,NA,1782,Amsterdam,bk0000355
NA,[Dictionnaire anglois],NA,NA,n.pl.,bk0000356
NA,"Discours du Roi et de M. de Calonne prononcés a l'Assemblée des notables: tenue à Versailles, le 22 février 1787","Calonne, Charles-Alexandre [de]",1787,Lausanne,bk0000357
NA,"Discours du Roi et de M. de Calonne prononcés a l'Assemblée des notables: tenue à Versailles, le 22 février 1787",Louis XVI,1787,Lausanne,bk0000357
NA,"Dangers (les) d'un premier choix, ou Lettres de Laure à Émilie, par M. de La Dixmerie","La Dixmerie, Nicolas Bricaire [de]",NA,n.pl.,bk0000358
NA,Dictionnaire portatif de chirurgie,"Sue, Pierre",NA,n.pl.,bk0000359
NA,Dialogues sur la religion naturelle,"Hume, David",1779,Edinburgh,bk0000361
NA,Dialogues socratiques d'instructions sur divers sujets de morale,"Vernet, Jacob",1754,n.pl.,bk0000362
NA,"Découverte (la) de l'Amérique: pour l'instruction et l'amusement des jeunes gens, par Mr. Campe; avec figures","Campe, Joachim Heinrich",1784-1785,En Suisse,bk0000363
NA,Dictionnaire philosophique portatif,"Voltaire, François Marie Arouet",1765,Amsterdam,bk0000364
NA,Dictionnaire historique et géographique portatif de l'Italie,NA,NA,n.pl.,bk0000365
NA,"Description de trois machines physico-chimiques présentées à l'Académie royale des sciences de Turin, par le Mis de Brézé","Brezé, Gioacchino Bonaventura Argentero",1784,Turin,bk0000366
