,ID,full_book_title,author_name,stated_publication_years,stated_publication_places,book_code,cluster,confidence
3161,,[Ordre de succession],,,n.pl.,bk0003570,,
3162,,Poesie del Lorenzo De' Medici,Lorenzo de' Medici,,n.pl.,bk0003571,,
3163,,[Secret (?) de Veker (?)],,,n.pl.,bk0003572,600.0,2.307719029204236e-07
3164,,"Noble (le), conte morale","Charrière, Isabelle [de]",1771,London,bk0003573,,
3165,,Hannoverisches Magazin,,,n.pl.,bk0003574,,
3166,,Oeuvres de Buffon,"Buffon, Georges-Louis Leclerc [comte de]",,n.pl.,bk0003576,,
3167,,Richard Pococke's Beschreibung des Morgenlandes und einiger anderer Länder ,"Pococke, Richard",,n.pl.,bk0003577,,
3168,,Geschichte der so berufenen Bulle In Coena Domini,"LeBret, Johann Friedrich",,n.pl.,bk0003578,,
3169,,Supplément aux oeuvres de J.J. Rousseau... pour servir de suite à toutes les éditions,"Rousseau, Jean Jacques",1779,Lausanne,bk0003580,,
3170,,Abrégé de la révolution de l'Amérique angloise: depuis le commencement de l'année 1774 jusqu'au 1er janvier 1778,"Dubuisson, Pierre-Ulric",1779,Yverdon,bk0003581,,
3171,,"Manuel (le) des jeunes physiciens, ou Nouvelle physique élémentaire contenant les découvertes les plus curieuses et les plus utiles des physiciens modernes, mises dans un nouvel ordre, et à la portée de tout le monde. Par M. Wandelaincourt","Wandelaincourt, Antoine-Hubert",1778,Verdun,bk0003582,,
3172,,Melancholia (de) et Morbis Melancholicis,"Lorry, Anne-Charles",,n.pl.,bk0003583,601.0,0.7097417116165161
3173,,"Traité du soufre, ou Remarques sur la dispute qui s'est élevée entre les chymistes au sujet du soufre ","Stahl, Georg Ernst",1766,Paris,bk0003584,,
3174,,"Pneumato-pathologie, ou Traité des maladies venteuses","Combalusier, François de Paule",1754,Paris,bk0003585,,
3175,,Dissertation sur la nature de l'esprit de nitre dulcifié,"Roux, Augustin",,Paris,bk0003586,,
3176,,"Journal de médecine, chirurgie, pharmacie [Février 1777]",Dumangin,,Paris,bk0003587,602.0,0.03435394912958145
3177,,"Journal de médecine, chirurgie, pharmacie [Février 1777]","Bacher, Alexandre",,Paris,bk0003587,602.0,0.03435394912958145
3178,,"Art de battre, écraser, piler, moudre et monder les grains avec de nouvelles machines; ouvrage traduit en grande partie du danois & de l'italien, par les soins de M.D.N.E. ancien officier de cavalerie","Bellepierre de Neuve-Église, Louis-Joseph",1769,Paris,bk0003588,,
3179,,[Oeuvres de Rousseau (suite de supplément)],"Rousseau, Jean Jacques",,n.pl.,bk0003589,,
3180,,"Relation abrégée d'un voyage fait dans l'intérieur de l'Amérique méridionale: depuis la côte de la mer du Sud, jusqu'aux côtes du Brésil et de la Guyane, en descendant la rivière des Amazones","La Condamine, Charles Marie [de]",1778,Maestricht,bk0003590,,
3181,,Histoire de Dannemarc,"Mallet, Paul Henri",1766,Geneva; Lyon,bk0003591,,
3182,,Nouvelles observations sur l'Angleterre,"Coyer, Gabriel-François",,n.pl.,bk0003592,,
3183,,Relation ou notice des derniers jours de M. Jean-Jacques Rousseau,"Le Bègue de Presle, Achille-Guillaume",1778,London,bk0003595,,
3184,,"Elémens de l'histoire de France, depuis Clovis jusqu'à Louis XV","Millot, Claude-François-Xavier",1779,Paris,bk0003596,450.0,0.0007602623663842678
3185,,"Elémens de l'histoire d'Angleterre, depuis son origine sous les Romains jusqu'au règne de Georges II, par M. l'abbé Millot","Millot, Claude-François-Xavier",1776,Paris,bk0003597,,
3186,,"Essai sur le caractère, les moeurs et l'esprit des femmes dans les différens siècles","Thomas, Antoine-Leonard.",,n.pl.,bk0003598,239.0,0.0007942465017549694
3187,,Anecdotes pour servir à la vie de J. J. Rousseau: suite du supplément à ses oeuvres,,1779,Amsterdam; Lausanne,bk0003600,,
3188,,Nouveau traité des maladies des yeux,"Saint-Yves, Charles [de]",,n.pl.,bk0003601,,
3189,,[Encyclopédie - Octavo],[Encyclopédie],,n.pl.,bk0003602,,
3190,,"Extraits raisonnés des voyages faits dans les parties septentrionales de l'Asie et de l'Amérique, ou Nouvelles preuves de la possibilité d'un passage aux Indes par le nord","Engel, Samuel",1779,Lausanne,bk0003603,,
3191,,[Oeuvres de Bonnet],"Bonnet, Charles",,n.pl.,bk0003605,304.0,0.955618679523468
3192,,Lettres d'un voyageur anglois,"Sherlock, Martin",,n.pl.,bk0003606,,
3193,,[Ferben neüe Beytrage],,,n.pl.,bk0003608,,
3194,,[Nouvelles fables de Lagrithnie],,,n.pl.,bk0003609,,
3195,,"Grand (le) Castriotto d’Albanie, histoire","Zannowich, Stephano",1779,Francfort; Paris,bk0003610,,
3196,,[Färb n bleick],,,n.pl.,bk0003611,,
3197,,[Archir sur ezickungen],,,n.pl.,bk0003612,,
3198,,"Espion anglois (l'), ou correspondance secrète entre milord All'eye et milord Alle'ar","Pidansat de Mairobert, Mathieu-François",,n.pl.,bk0003614,390.0,0.955618679523468
3199,,Estampes [Jaquet Droz],,,n.pl.,bk0003615,,
3200,,"Maréchal (le) de poche, qui apprend comment il faut traiter son cheval en voyage et quels sont les remèdes pour accidents ordinaires... traduit de l'anglais ","Burdon, William",1779,Paris,bk0003616,,
3201,,Théatre à l'usage des jeunes personnes,"Genlis, Stéphanie Félicité [comtesse de]",1779-1780,En Suisse,bk0003618,,
3202,,Histoire du regne de l'Empereur Charles-Quint,"Robertson, William",,n.pl.,bk0003619,,
3203,,Catéchisme de Heidelberg,,,n.pl.,bk0003622,,
3204,,Etrennes mignones curieuses et utiles,,,n.pl.,bk0003623,,
3205,,[Odes sacrées],,,n.pl.,bk0003624,,
3206,,Lettres de deux curés des Cevènes sur la validité des mariages des Protestants et sur leur existence légale en France,"Saint-Simon, Pierre Poan [de]",1779,London,bk0003626,,
3207,,"Vérites (les) et les devoirs du christianisme expliqués d'une manière accommodée à la capacité des plus faibles, ou essai d'une instruction pour les Indiens, rédigé en 18 dialogues","Wilson, Thomas",1744,n.pl.,bk0003627,,
3208,,[Nathan Ins (?) uni (?)],,,n.pl.,bk0003628,,
3209,,[Histoire des découvertes faites par divers savans voyageurs dans plusieurs contrées de la Russie & de la Perse (no volume information)],"Pallas, Peter Simon",,n.pl.,bk0003629,,
3210,,"Observations et dissertations de médecine pratique, publ. en forme de lettres par Mr. Tissot...; et trad. ... par Mr. Vicat","Tissot, Samuel Auguste André David",1780,Lausanne,bk0003631,,
3211,,[Voyages dans les alpes],"Saussure, Horace-Bénédict [de]",,n.pl.,bk0003635,409.0,0.955618679523468
3212,,"Triomphe de l'Intolérance, ou Anecdotes de la vie d'Ambroise Borély, mort à Londres, âgé de 103 ans, recueillies par W. Jesterman. Ouvrage traduit de l'anglais, et trouvé parmi les papiers de M. de Voltaire; suivi de La Tolérance aux pieds du Trône","Saint-Étienne, Jean Paul Rabaut [de]",1779,London,bk0003637,,
3213,,"Magasin nouveau des jeunes demoiselles, ou Conversations entre la Jeune Emilie et Sa Mere","Le Prince de Beaumont, Marie",1780,Neuchatel,bk0003638,,
3214,,"Sophie, ou la vocation forcée, comédie en 3 actes et en vers",,1780,Paris; Rome,bk0003639,,
3215,,"Nouveaux contes orientaux, par M. le comte de Caylus","Caylus, Anne Claude Philippe, comte de",,n.pl.,bk0003640,,
3216,,Philosophes (les) aventuriers,"Turpin, François H",1780,Amsterdam; Paris,bk0003641,,
3217,,Praecepta diaetetica,"Richter, Georg Gottlob",1780,Heidelbergae; Lipsiae,bk0003642,,
3218,,Estampes [La Mort de Turenne],,,n.pl.,bk0003645,,
3219,,"Histoire des découvertes faites par divers savans voyageurs dans plusieurs contrées de la Russie et de la Perse: relativement à l'histoire civile et naturelle, à l'économie rurale, au commerce, etc.","Pallas, Peter Simon",1779-1787,Berne,bk0003646,,
3220,,[Commentaire sur la Bible],,,n.pl.,bk0003648,,
3221,,"Reflexions impartiales sur les conséquences qui doivent résulter, pour la Grande Bretagne, de l'indépendance des Amériquains. Sur les dépenses qu'elle a faites pour l'établissement & la conservation de ses Colonies de l'Amérique. Enfin, sur l'importance dont ces mêmes Colonies amériquaines & les Indes occidentales sont pour l'Empire britannique. Ouvrage traduit de l'anglois",,1780,London,bk0003649,,
3222,,"Zoramis, roi de Crète, ou le Ministre vertueux, tragédie nouvelle en 5 actes et en vers, par M. Dorat. - Les Oiseaux chéris, ou la Fidélité récompensée, poème érotique en 3 chants","Dorat, Claude Joseph",1780,London; Paris,bk0003650,,
3223,,"Abailard (l') supposé, ou Le sentiment a l'épreuve","Dorat, Claude Joseph",1780,Amsterdam; Paris,bk0003651,604.0,0.001774701988324523
3224,,"Abailard (l') supposé, ou Le sentiment a l'épreuve","Beauharnais, Fanny [de]",1780,Amsterdam; Paris,bk0003651,604.0,0.001774701988324523
3225,,"Roséïde, ou l'intrigant: comédie","Dorat, Claude Joseph",,n.pl.,bk0003652,605.0,1.877055098020719e-07
3226,,Coup d'oeil sur la littérature,"Dorat, Claude Joseph",,n.pl.,bk0003653,,
3227,,[Ordonnance sur la librairie],,,n.pl.,bk0003654,,
3228,,"Lettres de Cécile à Julie, ou Les combats de la nature","Du Rozoi, Barnabé Farmian",,n.pl.,bk0003655,606.0,0.955618679523468
3229,,[Encyclopédie - Table analytique et raisonnée des matieres contenues...],[Encyclopédie],,n.pl.,bk0003659,,
3230,,Sermons sur divers textes de l'Ecriture sainte,"Romilly, Jean Edme",1780,Geneva,bk0003661,607.0,0.9333663582801819
3231,,Dame (la) bienfaisante,"Greuze, Jean-Baptiste",,n.pl.,bk0003662,,
3232,,Histoire naturelle generale et particuliere,"Buffon, Georges-Louis Leclerc [comte de]",,n.pl.,bk0003663,311.0,0.955618679523468
3233,,"Histoire de la littérature d'Italie, tirée de l'italien de M. Tiraboschi, et abrégée par Antoine Landi","Tiraboschi, Girolamo",,n.pl.,bk0003664,,
3234,,[Mémoire de Grazzin],,,n.pl.,bk0003665,,
3235,,[Institutions pour les pauvres],,,n.pl.,bk0003666,,
3236,,Essais sur l'étude de la morale,"Lerber, Sigismond Louis",1773,Berne,bk0003667,287.0,8.872284524841234e-07
3237,,"Toisé général du bâtiment, concernant la maçonnerie en pierre de taille & en moilons, celle des ouvrages légers ","Ginet, N.",,n.pl.,bk0003669,,
3238,,Alberti v. Haller Historia Stirpium Indigenarum Helvetiae Inchoata,"Haller, Albrecht [von]",,n.pl.,bk0003670,,
3239,,Bibliotheca chirurgica qua scripta ad artem chirurgicam facientia: a rerum initiis recensentur,"Haller, Albrecht [von]",1774-1775,Basle; Berne,bk0003671,,
3240,,[Bibliotheca medicina],"Haller, Albrecht [von]",,n.pl.,bk0003672,608.0,0.011120674200356007
3241,,Bibliotheca anatomica qua scripta ad anatomen et physiologiam facientia a rerum initiis recensentur,"Haller, Albrecht [von]",,n.pl.,bk0003673,,
3242,,Opuscula sua botanica prius edita recensuit retractavit auxit conjuncta edidit Albertus Hallerus  ,"Haller, Albrecht [von]",1749,Gottingae,bk0003675,,
3243,,Alberti v. Haller ad viri illustris Antonii de Haen difficultates apologia,"Haller, Albrecht [von]",,n.pl.,bk0003676,,
3244,,[Oeuvres de Dorat - Supplément],"Dorat, Claude Joseph",,n.pl.,bk0003677,,
3245,,Lettres sur l'emprunt et l'impôt: adressée à Mr. ***,"Rilliet de Saussure, Théodore",1779,n.pl.,bk0003678,,
3246,,"Lettre de Mr. d'Alembert à Mr. Linguet, sur l'aliénation des biens ecclésiastiques: en réponse à celle qui est insérée dans le numéro LII des Annales","Alembert, Jean le Rond [d']",1780,Berlin,bk0003679,609.0,0.002101678866893053
3247,,"Lettre de Mr. d'Alembert à Mr. Linguet, sur l'aliénation des biens ecclésiastiques: en réponse à celle qui est insérée dans le numéro LII des Annales","Linguet, Simon-Nicolas-Henri",1780,Berlin,bk0003679,609.0,0.002101678866893053
3248,,Considérations sur la liberté du commerce... par M.***,"Bergasse, Nicolas",1780,La Haye,bk0003680,,
3249,,"Oeuvre de Jean Holbein, ou recueil de gravures d'après ses plus beaux ouvrages, accompagnés d'explications... par Chrétien de Mechel","Mechel, Christian [von]",1780,Basle,bk0003682,,
3250,,"Je ne sçais quoi, par je ne sçais qui ... imprimé je ne sçais quand, se vend je ne sçais où, chez ne sçais qui est-ce",Maquin [abbé],1780,n.pl.,bk0003683,,
3251,,Eloge de milord Maréchal,"Alembert, Jean le Rond [d']",1779,Berlin; Lausanne,bk0003685,,
3252,,"Pratique (la) des vertus chrétiennes, ou le Devoir de l'homme ","Allestree, Richard",,n.pl.,bk0003687,,
3253,,"Recueil de prières, précédé d'un Traité de la prière, avec l'explication et la paraphrase de l'Oraison Dominicale","Roques, Jacques Emmanuel",,n.pl.,bk0003688,,
3254,,Manuel des malades: ou Recueil de lectures édifiantes à l'usage des malades,"Saint-Étienne, Jean Paul Rabaut [de]",1773,Lausanne,bk0003689,,
3255,,Mort (la) d'Abel: poème en cinq chants,"Gessner, Salomon",,n.pl.,bk0003690,,
3256,,Essai sur les mœurs et l'esprit des nations,"Voltaire, François Marie Arouet",,n.pl.,bk0003693,,
3257,,"Mort (la) des justes, ou manière de bien mourir, à l'usage de ceux qui sont privés des secours des pasteurs, ou manuel des malades","La Placette, Jean",1775,Lausanne,bk0003695,,
3258,,"Dictionnaire du citoyen, ou abrégé historique, théorique et pratique du commerce","Prezel, Honoré Lacombe [de]",,n.pl.,bk0003696,610.0,0.955618679523468
3259,,Christianii Wolfii Philosophia rationalis sive logica,"Wolff, Christian",,n.pl.,bk0003697,,
3260,,"Jus naturae, in usum auditorum","Achenwall, Gottfried",,n.pl.,bk0003698,,
3261,,Histoire de la Moldavie et de la Valachie,"Carra, Jean-Louis",,n.pl.,bk0003699,,
3262,,Esprit (l') des esprits ou pensées choisies; pour servir de suite aux Maximes de la Rochefoucault,,,n.pl.,bk0003700,453.0,1.4484318853646982e-05
3263,,Dictionnaire raisonné universel d'histoire naturelle,"Valmont de Bomare, Jacques Christophe",1780-1781,En Suisse,bk0003702,,
3264,,"Mémoires de Clarence Welldone, ou le Pouvoir de la vertu, histoire anglaise, par Mme de Malarme","Malarme, Charlotte de Bournon [comtesse de]",1780,London; Paris,bk0003703,,
3265,,Art (l') du fabriquant d'étoffes de soie,Paulet,,n.pl.,bk0003704,,
3266,,[Voyages dans les alpes],"Saussure, Horace-Bénédict [de]",,n.pl.,bk0003705,409.0,0.955618679523468
3267,,Memorial de l'Europe: Pour l'année bissextile MDCCLXXX,,1780,Francfort sur le Mein; Hombourg-ez-monts,bk0003706,,
3268,,"Pièces intéressantes et peu connues, pour servir a l'histoire","La Place, Pierre Antoine de",1781,Bruxelles,bk0003707,,
3269,,"Nouvelles (les) découvertes des Russes entre l'Asie et l'Amérique, avec l'histoire de la conquête de la Sibérie et du commerce des Russes et des Chinois, ouvrage traduit de l'anglois de M. Coxe ","Coxe, William",1781,Paris,bk0003708,443.0,3.9402703322366506e-09
3270,,"Essai sur la manière de traiter les péripneumonies bilieuses, les rhumes pituiteux et autres affections catarrales; suivi de quelques observations sur ces maladies et sur les éruptions dartreuses, par M. Romain",Romain [médecin à Verdun],1779,Verdun,bk0003709,,
3271,,"Recherches sur la cause des affections hypocondriaques, appelées communément vapeurs, ou Lettres d'un médecin sur ces affections. On y a joint un journal de l'état du corps, en raison de la perfection de la transpiration et de la température de l'air. Par M. Claude Revillon","Revillon, Claude",1779,Paris,bk0003710,,
3272,,"Essai sur l'art d'imiter les eaux minérales, ou de la connaissance des eaux minérales","Duchanoy, Claude François",1780,Paris,bk0003711,,
3273,,"Consolations (les) des misères de ma vie, ou Recueil d'airs, romances et duos, par J.-J. Rousseau","Rousseau, Jean Jacques",,n.pl.,bk0003713,,
3274,,[Mélanges de philosophie],,,n.pl.,bk0003714,,
3275,,Méprise (la) d'Arras,"Voltaire, François Marie Arouet",,Lausanne,bk0003715,,
3276,,[Observations sur l'agriculture],,,n.pl.,bk0003716,611.0,0.9449191689491272
3277,,Discours au roi,"Villette, Charles-Michel [Marquis de]",,n.pl.,bk0003719,,
3278,,"Maçon (le) démasqué, ou le vrai secret des Francmaçons",,,n.pl.,bk0003720,,
3279,,"Observations modestes d'un citoyen sur les opérations de finances de M. Necker, et sur son compte rendu: adressées à MM. les pacifiques auteurs des Comment, des Pourquoi, et autres pamphlets anonymes","Robert de Saint-Vincent, Pierre-Augustin",,n.pl.,bk0003721,,
3280,,Requête au roi sur la retraite de Mr. Necker,,,n.pl.,bk0003722,,
3281,,[Mémoires sur les ? provinciale],,,n.pl.,bk0003723,,
3282,,Mémoires de Fanny Spingler: histoire angloise,"Beccary, Madame",1781,Paris,bk0003725,442.0,4.357761902776925e-16
3283,,Lettre du marquis de Caraccioli à M. d'Alembert,"Grimoard, Philippe-Henri [comte de]",,n.pl.,bk0003726,,
3284,,"Encyclopédie élémentaire, ou Rudiment des sciences et des arts","Crommelin, Isaac-Mathieu",1775,Autun,bk0003727,,
3285,,[Oeuvres de Tissot],"Tissot, Samuel Auguste André David",,n.pl.,bk0003728,414.0,6.900771950313356e-06
3286,,[Histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes (unknown volumes)],"Raynal, Guillaume-Thomas-François",,n.pl.,bk0003731,,
3287,,[Théâtre de société],"Genlis, Stéphanie Félicité [comtesse de]",,n.pl.,bk0003733,,
3288,,Prise (la) de Sainte Lucie: drame en un acte,"Müller von Friedberg, Karl",1781,Lausanne,bk0003737,,
3289,,[Collection d'Aberly],,,n.pl.,bk0003738,,
3290,,Agiatis,"Duval-Pyrau, Henri François [abbé]",1778,Yverdon,bk0003739,,
3291,,Histoire philosophique et politique des établissemens et du commerce des Européens dans les deux Indes,"Raynal, Guillaume-Thomas-François",1781,Geneva,bk0003743,398.0,0.692159116268158
3292,,Traité des mines à l'usage des jeunes militaires et de ceux qui voudront acquérir une idée nette de toutes les parties de cette science,"Etienne, Jean [d']",1779,Berne,bk0003744,,
3293,,"Traité des différentes espèces de tapisseries, et principalement de la tapisserie au petit point et au point long","Hennezel, Béat-Antoine-François [de]",1776,Yverdon,bk0003745,,
3294,,Collection complette de tous les ouvrages pour et contre M. Necker,,1781,n.pl.,bk0003747,164.0,0.18437331914901733
3295,,[Carte de la Suisse],,,n.pl.,bk0003749,,
3296,,[Introduction à Gustave Adolphe],,,n.pl.,bk0003751,,
3297,,Handmaid (The) to the Arts,"Dossie, Robert",,n.pl.,bk0003752,,
3298,,Essays concerning iron and steel,"Horne, Henry",1773,London,bk0003753,,
3299,,[Traité sur le inst de Math],,,n.pl.,bk0003754,,
3300,,Description d'une machine propre à diviser les lignes droites sur les instruments de mathématiques,"Ramsden, Jesse",,n.pl.,bk0003755,,
3301,,[Nouvelle méthode d'extraire l'air corrompu hors des vaisseaux],,,n.pl.,bk0003756,,
3302,,A Treatise on Ship-Building and Navigation,"Murray, Mungo",,n.pl.,bk0003757,,
3303,,"Esprit (l') de la Ligue: ou Histoire politique des troubles de France, pendant les XVIe & XVIIe siecles","Anquetil, Louis-Pierre",,n.pl.,bk0003758,,
3304,,"Observations très-importantes pour les pères et mères, et pour les personnes qui ont des familles à soigner","Blakey, William",1782,Lausanne,bk0003759,,
3305,,[Lettres d'un ami],,,n.pl.,bk0003760,,
3306,,Oeuvres de Linguet,"Linguet, Simon-Nicolas-Henri",,n.pl.,bk0003761,612.0,2.228897983513889e-06
3307,,Traité des maladies vénériennes,"Fabre, Pierre",,n.pl.,bk0003762,570.0,0.955618679523468
3308,,"Supplément à l'espion anglois, ou Lettres intéressantes sur la retraite de M. Necker, sur le sort de la France et de l'Angleterre, et sur la détention de M. Linguet à la Bastille, adressées à Mylord All' Eye, par l'auteur de l'Espion anglois","Lanjuinais, Joseph",,n.pl.,bk0003764,,
3309,,Tableau de Paris,"Mercier, Louis-Sébastien",,n.pl.,bk0003767,,
3310,,Tombeaux (les): poëme en quatorze chants imité d'Hervey,"Bridel, Philippe Sirice",1779,Lausanne,bk0003768,,
3311,,"Correspondance ou défense fondamentale de spectable Théodore Rilliet contre l'ordonnance du conseil de Genève qui, sous le nom de sentence, le dégrade de son état de citoyen, etc., etc., etc., pour avoir témérairement et calomnieusement imputé à dame Ursule de Planta, sa femme, de lui avoir avoué qu'elle avait eu un enfant avant son mariage, et qu'elle l'avait eu de son frère; rendue sur une plainte en diffamation de ce même frère, le baron de Planta","Rilliet de Saussure, Théodore",1782,n.pl.,bk0003770,,
3312,,Morale des anciens philosophes,,,n.pl.,bk0003771,,
3313,,Oeuvres complettes de M. l'abbé de Voisenon,"Voisenon, Claude-Henri de Fusée [de]",1781,Paris,bk0003774,,
3314,,[Brochure de Fribourg],,,n.pl.,bk0003775,,
3315,,"Contemporaines (les), ou Avantures des plus jolies femmes de l'âge présent ","Restif de la Bretonne, Nicolas-Edmé",1780-1782,Leipzig,bk0003776,,
3316,,Recherches philosophiques et historiques sur le célibat,"Gaudin, Jacques-Maurice",1781,Geneva,bk0003777,,
3317,,[Livre de poste],,,n.pl.,bk0003778,,
3318,,Théatre à l'usage des jeunes personnes,"Genlis, Stéphanie Félicité [comtesse de]",,n.pl.,bk0003779,603.0,0.955618679523468
3319,,[Toile cirée],,,n.pl.,bk0003780,,
3320,,[Atlas],,,n.pl.,bk0003781,613.0,0.9449191689491272
3321,,"Géorgiques (les) de Virgile, en vers françois. Par M. l'abbé de Lille",Publius Vergilius Maro,1782,Paris,bk0003782,,
3322,,"Nouveau système typographique, ou Moyen de diminuer de moitié, dans toutes les imprimeries de l'Europe, le travail et les frais de composition, de correction et de distribution, découvert en 1774 par Mme de***","Barletti de Saint-Paul, François-Paul",1776,Paris,bk0003783,,
3323,,[Magasin nouveau des jeunes demoiselles],"Le Prince de Beaumont, Marie",,n.pl.,bk0003785,,
3324,,Théatre à l'usage des jeunes personnes,"Genlis, Stéphanie Félicité [comtesse de]",,n.pl.,bk0003789,603.0,0.955618679523468
3325,,"Espion anglois (l'), ou correspondance secrète entre milord All'eye et milord Alle'ar","Pidansat de Mairobert, Mathieu-François",,n.pl.,bk0003792,390.0,0.955618679523468
3326,,Pièces importantes à la dernière revolution de Genève,,1782,Geneva,bk0003795,,
3327,,"Poésies diverses d'Alexis Piron, ou Recueil de différentes pièces de cet auteur, pour servir de suite à toutes les éditions desquelles on a supprimé les ouvrages libres de ce poète","Piron, Alexis",1779,London,bk0003796,,
3328,,Liaisons (les) dangereuses,"Choderlos de Laclos, Pierre-Ambroise-François",,n.pl.,bk0003797,614.0,4.208989776088856e-05
3329,,Dictionnaire raisonné universel d'histoire naturelle,"Valmont de Bomare, Jacques Christophe",1776,Lausanne,bk0003798,,
3330,,"Nouvelles, par M. de Charnois","Levacher de Charnois, Jean-Charles",1782,Paris,bk0003799,,
3331,,"Lecture du matin, ou Nouvelles historiettes en prose, par Imbert","Imbert, Barthélemy",1782,Paris,bk0003800,,
3332,,"Flatteur (le), comédie en 5 actes et en vers libres","Lantier, Étienne François [de]",1782,Paris,bk0003801,,
3333,,"Art de la voilure, par M. Romme","Romme, Nicolas Charles",1781,n.pl.,bk0003802,,
3334,,"Pilote (le) céleste, poème (en l'honneur de Blanchard, par Arnaud de Saint-Maurice)",Arnaud de Saint-Maurice,,n.pl.,bk0003803,,
3335,,"Vérité (la) rendue sensible à Louis XVI, par un admirateur de M. Necker",,1782,London,bk0003804,,
3336,,"Mémoires sur l'ancienne chevalerie considérée comme un établissement politique et militaire, par M. de La Curne de Sainte-Palaye... Nouvelle édition","La Curne de Sainte-Palaye, Jean-Baptiste [de]",1781,Paris,bk0003805,,
3337,,"Honnête (l') homme, dédié à Mme la Comtesse d'H***, par M. l'abbé Maydieu","Maydieu, Jean",1781,Paris,bk0003806,,
3338,,"Charlatan (le), ou le Docteur Sacroton, comédie-parade en un acte, en prose","Mercier, Louis-Sébastien",1780,La Haye; Paris,bk0003807,,
3339,,[Duel (le)],,,n.pl.,bk0003808,,
3340,,[Cayy ricili opera],,,n.pl.,bk0003809,,
3341,,[Carte de Traites],,,n.pl.,bk0003810,,
3342,,[Cartes des Gabelles],,,n.pl.,bk0003811,,
3343,,"Zarine, reine des Scythes, tragedie","Le Grand, Jérôme",1782,Paris,bk0003814,,
3344,,A-propos (l') du moment,,,n.pl.,bk0003815,,
3345,,"Oeuvres choisies du prince Castriotto d'Albanie contenant le portrait caractéristique du prince héréditaire de Prusse, revu et augmenté par l'auteur, une lettre au Congrès de l'Amérique et plusieurs autres pièces... avec le portrait de l'auteur. Auxquelles on a joint le fragment d'un nouveau chapitre du Diable boiteux, envoyé de l'autre monde par M. Le Sage; où se trouve un dialogue entre le comte de Ruppen, le comte du Nord, le comte de Slonim et Warta","Zannowich, Stephano",1782,n.pl.,bk0003816,,
3346,,"Désoeuvré (le) mis en oeuvre, ou le Revers de la médaille, pour servir d'opposition à l'Espion du boulevard du Temple","Dumont, Auguste",1782,Paris,bk0003817,,
3347,,Correspondance du Grand Turc (Habdul-Hamid) avec N.S.P. le Pape (Pie VI),Abdul-Hamid [Ottoman Sultan],1782,Rome,bk0003818,,
3348,,"Dernier voyage du capitaine Cook autour du monde: où se trouvent les circonstances de sa mort, publié en allemand par Henri Zimmermann, témoin oculaire: & traduit avec un abrégé de la vie de ce navigateur célèbre & des notes","Cook, James",,Berne,bk0003819,615.0,0.034987274557352066
3349,,"Dernier voyage du capitaine Cook autour du monde: où se trouvent les circonstances de sa mort, publié en allemand par Henri Zimmermann, témoin oculaire: & traduit avec un abrégé de la vie de ce navigateur célèbre & des notes","Zimmermann, Heinrich",,Berne,bk0003819,615.0,0.034987274557352066
3350,,[Réponse à M.Mallet sur Genève],,,n.pl.,bk0003820,,
3351,,"Théâtre de campagne, par l'auteur des Proverbes dramatiques","Carmontelle, Louis Carrogis [de]",,n.pl.,bk0003822,,
3352,,Dictionnaire de synonymes français,"Livoy, Timothée Hureau [de]",,n.pl.,bk0003823,,
3353,,Edit de pacification de 1782,,1782,n.pl.,bk0003824,,
3354,,"Intolérance (l') ecclésiastique, ou Les malheurs d'un hétérodoxe/La vie et les opinions de maître Sébaltus Nothanker (edition and volume information unknown)","Nicolai, Friedrich",,n.pl.,bk0003827,616.0,0.027683530002832413
3355,,"Intolérance (l') ecclésiastique, ou Les malheurs d'un hétérodoxe/La vie et les opinions de maître Sébaltus Nothanker (edition and volume information unknown)","Thümmel, Moritz August [von]",,n.pl.,bk0003827,616.0,0.027683530002832413
3356,,Métamorphoses (les),Ovide,,n.pl.,bk0003831,617.0,0.7097417116165161
3357,,"Voyages métallurgiques, ou Recherches et observations sur les mines et forges de fer, la fabrication de l'acier... faites depuis l'année 1757 et compris 1769, en Allemagne, Suède, Norwège, Angleterre et Écosse","Jars, Antoine-Gabriel",,n.pl.,bk0003832,,
3358,,"Lettres sur la nourriture des bestiaux à l'étable, par M. Tschiffeli","Tschiffeli, Johann Rudolf",1775,Berne,bk0003833,,
3359,,[Lexicon en Allemand],,,n.pl.,bk0003835,,
3360,,Moeurs (les) de la grâce et de la foi,,1754,Philadelphia,bk0003836,,
3361,,"Voyage (le) forcé, ou Manière de tirer avantage des circonstances, tiré des Mémoires d'un homme de lettres qui a fait un long séjour en Angleterre... par C.-H. Nirel","Nirel, C.-H.",1778,London,bk0003837,,
3362,,In Cornelium Nepotem observationes criticae et historicae,"Schlegel, Johann Heinrich",1778,Havniae,bk0003840,,
3363,,Souscription proposée en faveur de la liberté Amériquaine,,1780,n.pl.,bk0003841,,
3364,,Manuel d'Epictète; précédé de réflexions sur ce philosophie & sur la morale des stoïciens,Epictetus,1783,Geneva,bk0003846,618.0,0.003476361744105816
3365,,Manuel d'Epictète; précédé de réflexions sur ce philosophie & sur la morale des stoïciens,Arrian,1783,Geneva,bk0003846,618.0,0.003476361744105816
3366,,Planta gagnant sa vie en honnête homme,"Rilliet de Saussure, Théodore",,n.pl.,bk0003847,,
