ID,super_book_title,author_name,super_book_code
NA,"Traite du mouvement, et de la mesure des eaux coulantes et jaillissantes: avec un traité preliminaire du mouvement en general","Varignon, Pierre",zspbk0012020
NA,Memoires de Christine,NA,zspbk0012021
NA,"Histoire des guerres d'Italie, traduite de l'italien de François Guichardin","Guiccardini, Francesco",zspbk0012022
NA,[Plutarque],NA,zspbk0012023
NA,[Romans de Voltaire],"Voltaire, François Marie Arouet",zspbk0012024
NA,"Tyrannie (La) des fées detruite, ou L'origine de la machine de Marli","Bossigny Auneuil, Louise de",zspbk0012025
NA,Temps (le) et la patience: conte moral,"Villeneuve, Gabrielle Suzanne [de]",zspbk0012026
NA,[Cuisine de Menon],Menon,zspbk0012027
NA,[Grammaire d'Antonini],"Antonini, Hannibal",zspbk0012028
NA,[Cuisinier françois],NA,zspbk0012029
NA,"Traité des bois, et des différentes manières de les semer, planter, cultiver, exploiter, transporter et conserver","Massé, Jean",zspbk0012030
NA,"Science (La) des personnes de cour, d'épée et de robe","Chevigny, S V De",zspbk0012031
NA,"Traité des prairies artificielles, des enclos et de l'éducation des moutons de race angloise","Mante, Thomas",zspbk0012032
NA,[Turenne],NA,zspbk0012033
NA,Zaide,NA,zspbk0012034
NA,Comte de Warwick,NA,zspbk0012035
NA,Contes de Madame de Murat,NA,zspbk0012036
NA,Contes de Mademoiselle de la Force,"La Force, Charlotte Rose Caumont de",zspbk0012037
NA,Contes chinois ou Les avantures merveilleuses du mandarin Fum-Hoam,"Gueullette, Thomas Simon",zspbk0012038
NA,Contes indiens,NA,zspbk0012039
NA,Tables des Nouvelles ecclesiastiques,NA,zspbk0012040
NA,véritable (La) croyance de l'Eglise catholique et les preuves de tous les points de sa doctrine fondées sur l'Ecriture sainte,"Goulde, Thomas",zspbk0012041
NA,Systeme de Law,NA,zspbk0012042
NA,Traité de l'abus et du vrai sujet des appellations qualifiées du nom d'abus,"Fevret, Charles",zspbk0012043
NA,Combinaison générale des changes des principales places de l'Europe par rapport à la France,"Darius, sieur",zspbk0012044
NA,[Recueil de Pieces de Theatre en Anglois],NA,zspbk0012045
NA,Pouvoir des eveques,NA,zspbk0012046
NA,Numismata Cimelii Caesariei regii Austriaci Vindobonensis,NA,zspbk0012047
NA,Oeuvres de Claude Henris,"Henris, Claude",zspbk0012048
NA,Grammaire turque,NA,zspbk0012049
NA,Oeuvres de Clement Marot,NA,zspbk0012050
NA,"Abrégé chronologique de l'histoire ecclesiastique, civile et littéraire de Bourgogne: depuis l'établissement des Bourguignon dans les Gaules, jusqu'à l'année 1772","Mille, Antoine Etienne",zspbk0012051
NA,[Recueil des Memoires],NA,zspbk0012052
NA,[Encyclopédie élémentaire],NA,zspbk0012053
NA,"Choix varié de poésies philosophiques et agréables, traduites de l'anglois et de l'allemand",NA,zspbk0012054
NA,"Choix varié de poésies philosophiques et agr´ábles, traduites de l'anglois et de l'allemand",NA,zspbk0012055
NA,"Réfutation de Bélisaire et de ses oracles, Messieurs J.-J. Rousseau, de Voltaire, etc","Aubert, frère",zspbk0012056
NA,Cours de méditations chrétiennes,"Lasausse, Jean- Baptiste",zspbk0012057
NA,"Poete (le) sans fard, ou Discours satiriques sur toute sorte de sujets","Gacon, François",zspbk0012058
NA,"Me?moire sur une question de ge?ographie-pratique, si l'applatissement de la terre peut e?tre rendu sensible sur les cartes, et si les ge?ographes peuvent la ne?gliger, sans e?tre taxe?s d'ine?xactitude","Robert de Vaugondy, Didier",zspbk0012059
NA,Poesies francoises et Latines,NA,zspbk0012060
NA,Grand (le) dictionnaire de la Bible,"SImon, Richard",zspbk0012061
NA,Recueil de cartes géographiques,NA,zspbk0012062
NA,Fetes du mariage du dauphin,NA,zspbk0012063
NA,"Scenographia Americana: or, a collection of views in North America and the West Indies",NA,zspbk0012064
NA,Boehmeri anatomia,"Boehmer, Philipp Adolph",zspbk0012065
NA,"Architecture, peinture, et sculpture de la maison de ville d'Amsterdam représentée en CIX figures en taille douce",NA,zspbk0012066
NA,"Catalogues et armoiries des gentilhommes qui ont assistés à la tenue des états généraux du Duché de Bourgogne, depuis l'an 1848 jusqu'à l'an 1682 tirés des registres de la Chambre de la noblesse","Brosses, Charles de",zspbk0012067
NA,Atlas militaire d'Allemagne,"Julien, Roch Joseph",zspbk0012068
NA,Atlas britan[n]ique,NA,zspbk0012069
NA,Atlas géographique et militaire de la France,"Julien, Roch Joseph",zspbk0012070
NA,Atlas des environs de Paris,NA,zspbk0012071
NA,Amérique Septentrionale,"Robert de Vaugondy, Didier",zspbk0012072
NA,Amérique Septentrionale,"Robert de Vaugondy, Gilles",zspbk0012072
NA,Atlas universel,NA,zspbk0012073
NA,Benedicti XIV opera omnia,Benedict XIV,zspbk0012074
NA,Campagne de Ferdinand,NA,zspbk0012075
NA,Campagnes de Luxembourg,NA,zspbk0012076
NA,[Discours],NA,zspbk0012077
NA,"Histoire militaire de Flandres, depuis l'année 1690 jusqu'en 1694 inclusivement","Boisgelin, Louis Bruno [comte de]",zspbk0012078
NA,Catalogue des ordres religieux et de Chevalerie,NA,zspbk0012079
NA,Chronologie historique-militaire,Pinard,zspbk0012080
NA,Chronologie de l'histoire Sainte,NA,zspbk0012081
NA,"Collection de peintures antiques qui ornoient les palais, thermes, mausolées, chambres sepulcrales des empereurs Tite, Trajan, Adrien, et COnstantin, tant à Rome qu'aux environs jusqu'auprès de Naples",NA,zspbk0012082
NA,Joannis Harduini...Commentarius in Novum Testamentum,"Harduin, Jean",zspbk0012083
NA,"Compositions de grands peintres modernes, ou, Recueil d'estampes dessinées et gravées d'après Raphaël, Jules Romain, Michel-Ange Buonarroti Polidore, Guide Reno, Pierre de Cortone, Le Brun, Le Poussin, Salvator Rosa, Subleyras, et autres grands mai?tres",NA,zspbk0012084
NA,Construction de toutes sortes de Moulins,NA,zspbk0012085
NA,Cours du Danube,NA,zspbk0012086
NA,Defense du clergé françois,NA,zspbk0012087
NA,Description d'un instrument pour trouver l'heure en mer,NA,zspbk0012088
NA,Description d'instrumens de Musique,NA,zspbk0012089
NA,De haeresia janseniana,"Deschamps, Etienne",zspbk0012090
NA,De haeresia janseniana,"Deschamps, Etienne",zspbk0012091
NA,Dictionnaire allemand et francois,NA,zspbk0012092
NA,Dictionnaire economique,NA,zspbk0012093
NA,Dictionarum poeticum,"Vanière, Jacques",zspbk0012094
NA,[La Banque],"Bleville, Thomas",zspbk0012095
NA,Traité de la vérité de la religion chrétienne,"Abbadie, Jacques",zspbk0012096
NA,"Abrégé de la Sainte Bible, en forme de questions et de réponses familières","Guerard, Robert",zspbk0012097
NA,"Voyages du Sr A. de La Motroye en Europe, Asie, et Afrique","La Motraye, Aubry de",zspbk0012098
NA,Memoires de Bussy Rabutin,"Bussy-Rabutin, Roger [de]",zspbk0012099
NA,Conversation (la) avec soi-même,"Caraccioli, Louis-Antoine [de]",zspbk0012100
NA,"Tresor des trois langues: Françoise, Latine, et Grecque","Gaudin, Jean",zspbk0012101
NA,[Table du Journal des savans],NA,zspbk0012102
NA,Arrets du Parlement de Toulouse,NA,zspbk0012103
NA,Libertinage (Le) combattu par le témoignage des auteurs profanes,"Desmonts, Rémi Dom",zspbk0012104
NA,Sermons de Dufay,"Dufay, Jean Gaspard",zspbk0012105
NA,Emblemes a la louange de Louis XIV,NA,zspbk0012106
NA,Theologie d'Antoine,NA,zspbk0012107
NA,"Cause (la) de l'humanité, référée au tribunal du bon sens et de la raison: ou traité sur les accouchemens par les femmes","Nihell, Elizabeth",zspbk0012108
NA,"Histoire naturelle et raisonnée des différens oiseaux qui habitent le globe, contenant leurs noms en différentes langues de l'Europe","Jonston, Jan",zspbk0012110
NA,Supplément de Trevoux,"Trevoux, François",zspbk0012111
NA,Journal étranger: ouvrage périodique,NA,zspbk0012112
NA,Thesaurus rerum Suevicarum s. dissertationum selectarum,"Wegelin, Johann Reinhard",zspbk0012113
NA,Table anatomiques de Cretien,Cretien,zspbk0012114
NA,Opuscula varia de selectioribus quibusdam argumentis ad ius publicum atque ecclesiasticum civile ac feudale,"Fritsch, Ahasver",zspbk0012115
NA,Rituale Metense,"Cambout, Henri Charles de [évêque de Metz]",zspbk0012116
NA,Antiqua urbis romana,NA,zspbk0012117
NA,Retraire spirituelle pour un jour de chaque mois,"Croiset, Jean",zspbk0012118
NA,France (la) litteraire,NA,zspbk0012119
NA,[Atlas de Le Clerc],NA,zspbk0012120
NA,"Essai d'odontotechnie, ou, dissertation sur les dents artificielles","Mouton, Claude",zspbk0012121
NA,[Observations Sur la petite verole],NA,zspbk0012122
NA,"Diurnal de Cahors, imprimé par l'autorité de l'illustrissime...monseigneur Bertrand-Baptiste-René du Guesclin, evêque de Cahors",NA,zspbk0012123
NA,Diurnal de Laon,NA,zspbk0012124
NA,Nouveaux elemens d'algébre et de la geometrie réduite à ses vrais principes,"Blaise, Pierre",zspbk0012125
NA,Essai sur les moyens les plus propres à conserver la santé des gens de mer,"Lind, James",zspbk0012126
NA,"Etat des archevêchés, évêchés, abbayes et prieurés, de France, tant d'hommes que de filles, de nomination et collation royale","Beaunier, Charles",zspbk0012127
NA,Etat du commerce des hollandois,NA,zspbk0012128
NA,"Géographie (La) universelle, Où l'on donne Une Idée Abrégée Des Quatre Parties Du Monde, Et Des Différens Lieux Qu'Elles Renferment","Hübner, Johann",zspbk0012129
NA,"Gnomonique (la), ou La Science des cadrans","Blaise, Pierre",zspbk0012130
NA,"Grammatica hebraica et chaldaica, ex optimis, quae hactenus prodierunt, nova facilique methodo concinnata","Guarin, Pierre",zspbk0012131
NA,Grammaire espagnole et françoise,NA,zspbk0012132
NA,"Collection [A] of the dresses of Different Nations, Antient and Modern [...]; Recueil des habillements de différentes nations, Eng[lish] and Fr[ench]",NA,zspbk0012133
NA,Histoire de la Suisse,NA,zspbk0012134
NA,Histoire du Cardinal Ximenes,NA,zspbk0012135
NA,Electorat de Baviere,NA,zspbk0012136
NA,Histoire de France sous le regne de Louis XIV,"Larrey, Isaac de",zspbk0012137
NA,Histoire de la République romaine dans le cours du VIIème siècle,Salluste,zspbk0012138
NA,Histoire générale de Portugal,"La Neuville, Jacques Lequien de",zspbk0012139
NA,Histoire des Provinces Unies,NA,zspbk0012140
NA,"Instructions sur tous les mystères de Notre Seigneur JEsus-Christ, et pour les fêtes de la Sainte Vierge qui y ont rapport, depuis l'Avent jusqu'à la fête de l'´?iphanie inclusivement","Gaudron, Etienne",zspbk0012141
NA,"Journal Oeconomique, ou Memoires, notes et avis sur l'Agriculture, les Arts, le Commerce, et tout ce qui peut avoir rapport à la santé, ainsi qu'à la conservation et à l'augmentation  des biens des Familles",NA,zspbk0012142
NA,Justification des reflexions sur le Nouveau Testament,"Bossuet, Jacques Bénigne",zspbk0012143
NA,Jus Canonicum,Lancelot,zspbk0012144
NA,Juvenal [ad usum],"Juvenalis, Decimus Junius",zspbk0012145
NA,France (la) agricole et marchande,"Goyon de la Plombanie, Henri de",zspbk0012146
NA,Religion (La): Poeme,NA,zspbk0012147
NA,"Espion (L') de Thamas Kouli-Kan dans les cours de l'Europe. Ou Lettres, et memoires de Pagi-Nassir-Bek: contenant diverses anecdotes politiques pour servir a l'histoire du tems présent","Rocherbrune, Abbé",zspbk0012148
NA,Unique (L') moyen de soulager le peuple et d'enrichir la nation françoise,"Goyon de la Plombanie, Henri de",zspbk0012149
NA,Mercure de France,NA,zspbk0012150
NA,Satires de M. Rabener,"Rabener, Gottlieb Wilhelm",zspbk0012151
NA,"Recherches critiques, historiques, et topographiques sur la ville de Paris","Jaillot, Jean Baptiste Michel",zspbk0012152
NA,Nouvelles de la République des lettres et des arts,Pahin de la Blancherie,zspbk0012153
NA,[Saint Augustin des Benedictins],"Augustine, Saint Bishop of Hippo",zspbk0012154
NA,Graduel Parisien,NA,zspbk0012155
NA,Brevaire de Luçon,NA,zspbk0012156
NA,Dictionnaire de la prononciation angloise,Brady,zspbk0012157
NA,[Graduel de Laon].,NA,zspbk0012158
NA,Medailles de Louis XIV,NA,zspbk0012159
NA,"Méditations sur le rémission des péchez pour le temps du Jubilé et des indulgences, tirées principalement du concile de Trente","Bossuet, Jacques Bénigne",zspbk0012160
NA,Mémoires sur les objets les plus importans de l'architecture,"Patte, Pierre",zspbk0012161
NA,Mémoire sur les pays de l'Asie et de l'Amérique,"Vaugondy, Didier Robert de",zspbk0012162
NA,Monumens antiques de Rome,NA,zspbk0012163
NA,Nobiliaire d'Ecosse et d'Irlande,NA,zspbk0012164
NA,Vues principales de Rome,NA,zspbk0012165
NA,Novus Thesaurus juris civilis et canonici continens varia et rarissima optimorum interpretum,"Meerman, Gerard",zspbk0012166
NA,Observations médicinales,"Peyroux, Charles",zspbk0012167
NA,Oeuvres (Les) de Jean Bacquet advocat du roy en la chambre du trésor,"Bacquet, Jean",zspbk0012168
NA,Oeuvres posthumes de Rousseau,NA,zspbk0012169
NA,[Recueil d'Oraisons funebres],NA,zspbk0012170
NA,[Indicateur fidèle],NA,zspbk0012171
NA,[Vente des Bois du Roi],NA,zspbk0012172
NA,"Explications de plusieurs textes difficiles de l'´criture: qui jusqu'à présent n'ont été ni bien entendus, ni bien expliquez par les commentateurs","Morel, Robert",zspbk0012173
NA,[Voyage en Asie],NA,zspbk0012174
NA,"Systema intelectuale hujus universi, seu de veris naturae rerum originibus: Commentarii, quibus omnis eorum Philosophia, qui Deum esse negant, funditus evertitur","Cudworth, Ralph",zspbk0012175
NA,Lettres (Les) de Saint Ambroise,"Ambroise, Saint",zspbk0012176
NA,"Parochus siver curator animarum...:e Sacrarum litterarum doctrina, Sanctorumque, Patrum authoritate concinnatus","Basso, Carlo Andrea",zspbk0012177
NA,Sculptures du Palais de Titus,NA,zspbk0012178
NA,Pharmacopée royale galenique et chymique,"Charas, Moyse",zspbk0012179
NA,Histoire generale de la Marine,"Torchet de Boismêlé, Jean-Baptiste",zspbk0012180
NA,[Buchoz],"Buchoz, Pierre-Joseph",zspbk0012181
NA,Rituel de Lodeve,NA,zspbk0012182
NA,Sculptures du Palais Farnese,NA,zspbk0012183
NA,"Secretaire (Le) de banque, espagnol et françois","Palomba, Ignazio",zspbk0012184
NA,Statues antiques de Rome,NA,zspbk0012185
NA,Supplement au Corps universel diplomatique du droit des gens,"Carlscroon, Jean Dumont [baron de]",zspbk0012186
NA,Traité des bénéfices Ecclesiastiques,"Gohard, Pierre",zspbk0012187
NA,Vues des plus beaux restes des antiquités romaines telles qu'elles subsistent encore à Rome et en divers endroits de l'Italie,"Berbault, Jean",zspbk0012188
NA,Office de Lyon,NA,zspbk0012189
NA,"Cours d'hippiatrique; ou, Traité complet de médecine des chevaux","Lafosse, Philippe-Etienne",zspbk0012190
NA,Recueil de têtes choisies de personnages illustres dans les lettres et dans les armes exactement dessinées et gravées de la grandeur des originaux d'après les peintures de Raphael d'Urbin et autres grands maîtres existantes au Vatican et dans plusieurs galeries de Rome,"Fidanza, Paolo",zspbk0012191
NA,Recueil d'oiseaux,NA,zspbk0012192
NA,Recueil de pierre antiques,NA,zspbk0012193
NA,Picturae etruscorum in vasculis,"Passeri, Giambattista",zspbk0012194
NA,[Monumenta Montejana],NA,zspbk0012195
NA,"Recueil de peintures antiques trouvées à Rome: imitées fidelement, pour les couleurs et le trait d'apres les dessins coloriés","Bartoli, Pietro Santo",zspbk0012196
NA,[Les Fontaines de Rome],NA,zspbk0012197
NA,"Ville (La) de Rome; ou, Description abrégée de cette superbe ville","Magnan, Dominique",zspbk0012198
NA,Rituel de Paris,NA,zspbk0012199
NA,Cours de Latinité,"Vaniere, Ignace",zspbk0012200
NA,Antiphonarium,NA,zspbk0012201
NA,Brevaire Romain,NA,zspbk0012202
NA,Canons de la messe,NA,zspbk0012203
NA,Diurnal [avec les] rubriques [traduites en] fr[ançois],NA,zspbk0012204
NA,[Diurnal],NA,zspbk0012205
NA,[Graduel],NA,zspbk0012206
NA,[Martyrologe],NA,zspbk0012207
NA,[Messes nouvelles],NA,zspbk0012208
NA,[Missale],NA,zspbk0012209
NA,[Office des morts],NA,zspbk0012210
NA,[Office noté],NA,zspbk0012211
NA,[Pontificales],NA,zspbk0012212
NA,[Processionali],NA,zspbk0012213
NA,[Rituel],NA,zspbk0012214
NA,[Semaine Sainte],NA,zspbk0012215
NA,[Breviaire],NA,zspbk0012216
NA,[Messes],NA,zspbk0012217
NA,[Propre Augustiniens],NA,zspbk0012218
NA,[Choix des médicamens],NA,zspbk0012219
NA,Loix (Les) et les coutumes du change des principales places de l'Europe,"Phonsen, Johannes",zspbk0012220
NA,[Elemens de Geometrie de Maupertuis],Maupertuis,zspbk0012221
NA,[Tite Live],Tite-Live,zspbk0012222
NA,Opuscules de Bellarmin,"Bellarmin, Robert",zspbk0012223
NA,[Essai sur la peinture],NA,zspbk0012224
NA,[Plutarque],"Plutarchus, Lucius Mestrius",zspbk0012023
NA,Oeuvres posthumes de Monsieur de *** [Glatigny],"Glatigny, Gabriel de",zspbk0012225
NA,Entretiens sur les Sciences,"Lamy, Bernard",zspbk0012226
NA,Office de Saint Roch,NA,zspbk0012227
NA,Essai sur l'opera,"Algarotti, Francesco",zspbk0012228
NA,Nature (La) développée,Desmaillaits,zspbk0012229
NA,"Experiences et reflexions sur la culture des terres, faites pendant l'année 1752","Duhamel du Monceau, Henri Louis",zspbk0012230
NA,Apologie de la metaphisique,"Boullier, David Renaud",zspbk0012231
NA,"Agenda (L'), ou, Manuel des gens d'affaires","Roussel, Joseph",zspbk0012232
NA,Manuel forestier et portatif,Duhamel du Monceau,zspbk0012233
NA,"Principes théologiques, canoniques et civils sur l'usure","La Porte, Jean Barthélémy de",zspbk0012234
NA,Systeme de Philosophie,"Regis, Pierre-Sylvain",zspbk0012235
NA,Opuscules de chirurgie de Morand,"Morand, Sauveur François",zspbk0012236
NA,Memoires de Vargare,NA,zspbk0012237
NA,Breviaire de Chauloure,NA,zspbk0012238
NA,"Vraie (la) maniere d'apprendre une langue quelconque, vivante ou morte, par le moyen de la langue françoise",NA,zspbk0012239
NA,Pharmacopée des pauvres,NA,zspbk0012240
NA,Imitation Latine,NA,zspbk0012241
NA,Lettres sur les spectacles,"Desprez de Boissy, Charles",zspbk0012242
NA,Modèles de l'héroïsme et des vertus militaires,"Labbé, Pierre Paul",zspbk0012243
NA,"Entretiens ou Conferences de la Reverende Mère Marie-Angelique Arnauld, abbesse et reformatrice de Port-Royal","Arnauld d'Andilly, Angelique",zspbk0012244
NA,Maitre (Le) d'Histoire,"le More, [Abbé]",zspbk0012245
NA,"Théologie morale, ou résolutions des cas de conscience, selon l'écriture sainte, les canons et les SS. Pères","Le Camus, Etienne [évêque de Grenoble]",zspbk0012246
NA,Memoires pour servir a l'histoire du XVIIIeme siecle,"Lamberty, Guillaume de",zspbk0012247
NA,Cours d'agriculture,NA,zspbk0012248
NA,Mémoires de Michel de Castelnau,"Castelnau, Michel de",zspbk0012249
NA,Maximes sur l'art militaire,NA,zspbk0012250
NA,Philosophical transactions,NA,zspbk0012251
NA,Vie des martyrs,NA,zspbk0012252
NA,Cité de Dieu de S. Augustin,"Augustine, Saint Bishop of Hippo",zspbk0012253
NA,"Dictionnaire univ[ersel], historique, chronologique, géographique et de jurisprudence et de police des marechaussées de France","Bauclas, Gabriel-Henri",zspbk0012254
NA,[Dupin],"Dupin, Pierre",zspbk0012255
NA,[Histoire de Lorraine],"Calmet, dom Augustin",zspbk0012256
NA,[Histoire Généalogique],NA,zspbk0012257
NA,"Exposition exacte, ou Tableaux anatomiques en tailles-douce des différentes parties du corps humain","Charpentier, Etienne",zspbk0012258
NA,Rudiments de la langue latine,"Valart, Joseph",zspbk0012259
NA,Mercure Galant,NA,zspbk0012260
NA,Courrier de l'Europe,NA,zspbk0012261
NA,[Ordres monastiques],NA,zspbk0012262
NA,Dictionnaire de la noblesse: contenant les généalogies des familles nobles de France,"La Chesnaye Des Bois, François Alexandre Aubert de ",zspbk0012263
NA,[Dictionnaire allemand],NA,zspbk0012264
NA,[Office],NA,zspbk0012265
NA,[Office de la Nuit],NA,zspbk0012266
NA,[Vesperales],NA,zspbk0012267
NA,Brevaire de Paris,NA,zspbk0012268
NA,Office de la Quinzaine de Paques,NA,zspbk0012269
NA,Processional de Chalons,NA,zspbk0012270
NA,Diurnal de Paris,NA,zspbk0012271
NA,Processional de Paris,NA,zspbk0012272
NA,Missel de Paris,NA,zspbk0012273
NA,[Eucologue],NA,zspbk0012274
NA,Carême Chrétien,NA,zspbk0012275
NA,Journée (La) du Chrétien,NA,zspbk0012276
NA,[Office du Matin],NA,zspbk0012277
NA,Office de l'Eglise,NA,zspbk0012278
NA,Heures de Paris,NA,zspbk0012279
NA,[Missel],NA,zspbk0012280
NA,[Livre d'Eglise],NA,zspbk0012281
NA,Missel de Chalons,NA,zspbk0012282
NA,Ordo administrandi Sacramenta,NA,zspbk0012283
NA,Office de Saint Louis,NA,zspbk0012284
NA,Dictionnaire de jurisprudence et des arrets,"Brillon, Pierre-Jacques",zspbk0012285
NA,"Sermons de Messire Jacques-Bégnigne Bossuet, évêque de Meaux","Bossuet, Jacques Bénigne",zspbk0012286
NA,Benediction de la table,NA,zspbk0012287
NA,"Direction spirituelle pour s'occuper saintement avec Dieu, à l'usage des novices de l'ordre de Notre-Dame du Mont-Carmel",NA,zspbk0012288
NA,"Neuvaine en l'honneur de la Glorieuse Mère Sainte Thérèse de Jésus, réformatrice de l'Ordre du Carmel",NA,zspbk0012289
NA,Prieres pour le voile,NA,zspbk0012290
NA,Exercices journaliers,NA,zspbk0012291
NA,Breviarum Franciscanum,NA,zspbk0012292
NA,Constitutiones urbanae Ordinis Minorum Conventualium S. Francisci,NA,zspbk0012293
NA,Constitutionales,NA,zspbk0012294
NA,"Heures contenant les exercices ordinaires du chrétien, avec les offices des festes de l'année et des saints. à l'usage des personnes regulieres et séculieres, des trois ordres de notre pere Saint François",NA,zspbk0012295
NA,"[Processional, Ceremonial et Rituel]",NA,zspbk0012296
NA,Regle du tiers ordre de Saint François,NA,zspbk0012297
NA,Regle du tiers ordre de Saint François,Léonard de Paris [capucin],zspbk0012297
NA,Vie de Saint François [d'Assise],NA,zspbk0012298
NA,Conduite des novices [capucins ou capucines],NA,zspbk0012299
NA,Oraison mental [pour capucins ou capucines],NA,zspbk0012300
NA,"Vie du B[ienheureux père] Joseph [de] Leonissa, capucin, missionaire apostolique",Daniel de Paris [Capucin],zspbk0012301
NA,Bulle du Pape Paul V,NA,zspbk0012302
NA,Ceremonial,NA,zspbk0012303
NA,"Cérémonial des Sacrements de confession, communion et extrême onction... conformément au Rituel Romain, pour les religieuses de Sainte Ursule",NA,zspbk0012304
NA,"Ceremonial des vestures et professions, pour les religieuses de Sainte Ursule de la Congregation de Paris",NA,zspbk0012305
NA,"Directoire pour les novices de l'Ordre de Sainte Ursule, de la Congregation de Paris",NA,zspbk0012306
NA,Formulaire des Saluts,NA,zspbk0012307
NA,Règle de Saint Augustin,NA,zspbk0012308
NA,Reglemens des religieuses ursulines de la congregation de Paris,NA,zspbk0012309
NA,Prix de l'académie françoise,NA,zspbk0012310
NA,Theatre de la vie humaine,NA,zspbk0012311
NA,Relations des Missions du Paraguay,NA,zspbk0012312
NA,Histoire militaire de Louis XIV,NA,zspbk0012313
NA,Mémoires de mathématiques et de physique,NA,zspbk0012314
NA,Histoire des maladies internes,"Vieussens, Raymond",zspbk0012315
NA,"Connoissance des poetes les plus celebres, ou Moyen facile de prendre une teinture des humanités",NA,zspbk0012316
NA,"Connoissance des poetes les plus celebres, ou Moyen facile de prendre une teinture des humanités",NA,zspbk0012317
NA,Traité des Droits honorifiques,NA,zspbk0012318
NA,Historia Juris Civilis,NA,zspbk0012319
NA,Histoire du commerce et de la navigation,NA,zspbk0012320
NA,Histoire du Théâtre de l'Opéra Comique,"Jullien des Boulmiers, Jean Auguste",zspbk0012321
NA,"Pere (Le), ou Les malheurs de l'éducation",?,zspbk0012322
NA,"Mémoires d'un citoyen, ou, Le code de l'humanité","Charpentier, Louis",zspbk0012323
NA,Oracles des Sybilles,NA,zspbk0012324
NA,Immaterialité de Dieu,NA,zspbk0012325
NA,Astronomie des marins ou Nouveaux éléments d'astronomie à la portée des marins,"Pezenas, Esprit",zspbk0012326
NA,[Academie de Montpelier],NA,zspbk0012327
NA,"Sermons de M. Lafitau, évêque de Sisteron","Lafitau, Pierre-François",zspbk0012328
NA,"Amusemens philosophiques sur diverses parties des sciences, et principalement de la physique et des mathematiques","Abat, Bonaventure",zspbk0012329
NA,Recherches critiques et historiques sur l'origine et sur les progrès de la Chirurgie en France,NA,zspbk0012330
NA,Retraite spirituelle pour tous les états,"Belingan, Jean Baptiste de",zspbk0012331
NA,Eloge de M. Rameau,"Chabanon, Michel Paul Guy [de]",zspbk0012332
NA,Heures à l'usage des écoliers,Croizet [Père],zspbk0012333
NA,Fables nouvelles du Père Grozeilier,"Grozeilier, Nicolas",zspbk0012334
NA,Satyres du Prince Cantemir,"Kantemir, Antiokh Dmitrievich",zspbk0012335
NA,Dictionnaire théorique et pratique de chasse et de pêche,"Delisle de Sales, Jean-Baptiste-Claude Izoard",zspbk0012336
NA,[Lettres choisies],NA,zspbk0012338
NA,Journal historique de la république des lettres,NA,zspbk0012339
NA,Fuite du péché,NA,zspbk0012340
NA,Moyen du Salut,NA,zspbk0012341
NA,Theatre de la Font,"La Font, Joseph de",zspbk0012342
NA,Principes de la Langue Allemande,NA,zspbk0012343
NA,Causes de la décadence du goût sur le théâtre,"Charpentier, Louis",zspbk0012344
NA,Tableau de l'histoire de France depuis le commencement de la monarchie jusqu'à la fin du règne de Louis XIV,"Alletz, Pons Augustin",zspbk0012345
NA,Livre necessaire de Bar[r]eme,"Barrême, François",zspbk0012346
NA,Poesies de Coquard,Coquard,zspbk0012347
NA,Oeuvres de Baron,NA,zspbk0012348
NA,Méthode pour bien cultiver les arbres à fruits,De la Riviere,zspbk0012349
NA,Experiences de Physique,"Polinière, Pierre",zspbk0012350
NA,Discours de Plutarque,"Plutarchus, Lucius Mestrius",zspbk0012351
NA,art (l') de la Cavalerie,"Saunier, Gaspard de",zspbk0012352
NA,Principes de la piété chrétienne,"Monestier, Blaise",zspbk0012353
NA,Coutumes générales du Bailliage d'Epinal,NA,zspbk0012354
NA,Esprit (L') de La Mothe le Vayer,"La Mothe le Vayer, François",zspbk0012355
NA,Dictionnaire des Peres,NA,zspbk0012356
NA,"Theatre de Noel Le Breton, sieur de Hauteroche","Hauteroche, Noel le Breton",zspbk0012357
NA,"Longuerana, ou recueil des bons Mots de l'Abbé de Longuerue",NA,zspbk0012358
NA,"Lettres de deux Espagnols sur les manufactures, les greniers d'abondance, les communautés d'arts et métiers","Brisson, Mathurin-Jacques",zspbk0012359
NA,Traité des voitures,"Garsault, François Alexandre Pierre de",zspbk0012360
NA,Institutions militaires de Vegece,"Vegetius, Flavius Renatus",zspbk0012361
NA,Rhetorique de Giraudault,Giraudault,zspbk0012362
NA,Etrennes de la noblesse,"La Chesnaye Des Bois, François Alexandre Aubert de ",zspbk0012363
NA,[Critique de Bayle],NA,zspbk0012364
NA,Alla Sicilia Numismatica,"Paruta, Filippo",zspbk0012365
NA,Histoire du Paraguay,"Charlevoix, Pierre-François-Xavier de",zspbk0012366
NA,Dissertation sur l'Iliade d'Homere,"Terrasson, Jean",zspbk0012367
NA,Concordia (de) Ecclesia Occidentalis et Orientalis,"Arendius, Petrus",zspbk0012368
NA,"Voyage de France, d'Espagne, de Portugal, et d'Italie",Silhouette,zspbk0012369
NA,"Négociations de Monsieur le comte d'Avaux en Hollande, depuis 1679 jusqu'en 1688","Avaux, Jean-Antoine de Mesmes [comte d']",zspbk0012370
NA,Hortus regius Monspeliensis,"Gouan, Antoine",zspbk0012371
NA,Mariage (le),"Compan, Charles",zspbk0012372
